timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
328614305,328613789,0.0,0.0,-2.06356e-09,0.0,0.5,0.0,0.0,0.0
328634265,328633773,0.0,0.0,1.7073e-09,0.0,0.5,0.0,0.0,0.0
328655088,328654585,0.0,0.0,1.03497e-09,0.0,0.5,0.0,0.0,0.0
328675449,328674869,0.0,0.0,4.81339e-11,0.0,0.5,0.0,0.0,0.0
328694221,328693730,0.0,0.0,4.81339e-11,0.0,0.5,0.0,0.0,0.0
328722356,328721778,0.0,0.0,-7.77423e-11,0.0,0.5,0.0,0.0,0.0
328742407,328741845,0.0,0.0,7.47383e-12,0.0,0.5,0.0,0.0,0.0
328762327,328761800,0.0,0.0,1.79849e-11,0.0,0.5,0.0,0.0,0.0
328783308,328782648,0.0,0.0,1.79849e-11,0.0,0.5,0.0,0.0,0.0
328802335,328801806,0.0,0.0,5.18243e-12,0.0,0.5,0.0,0.0,0.0
328827089,328826530,0.0,0.0,-1.60668e-12,0.0,0.5,0.0,0.0,0.0
328846723,328846225,0.0,0.0,-1.60852e-12,0.0,0.5,0.0,0.0,0.0
328868350,328867591,0.0,0.0,-2.79776e-13,0.0,0.5,0.0,0.0,0.0
328886370,328885849,0.0,0.0,2.11588e-13,0.0,0.5,0.0,0.0,0.0
328910248,328909763,0.0,0.0,1.32972e-13,0.0,0.5,0.0,0.0,0.0
328930222,328929750,0.0,0.0,7.70459e-15,0.0,0.5,0.0,0.0,0.0
328950278,328949791,0.0,0.0,-2.3191e-14,0.0,0.5,0.0,0.0,0.0
328974260,328973742,0.0,0.0,-1.00784e-14,0.0,0.5,0.0,0.0,0.0
328994302,328993766,0.0,0.0,8.16921e-16,0.0,0.5,0.0,0.0,0.0
329014328,329013811,0.0,0.0,2.27538e-15,0.0,0.5,0.0,0.0,0.0
329034352,329033829,0.0,0.0,2.27538e-15,0.0,0.5,0.0,0.0,0.0
329056016,329055453,0.0,0.0,6.80848e-16,0.0,0.5,0.0,0.0,0.0
329079897,329079308,0.0,0.0,-1.93963e-16,0.0,0.5,0.0,0.0,0.0
329099821,329099302,0.0,0.0,-2.04995e-16,0.0,0.5,0.0,0.0,0.0
329119932,329119352,0.0,0.0,-3.77704e-17,0.0,0.5,0.0,0.0,0.0
329140066,329139512,0.0,0.0,2.61841e-17,0.0,0.5,0.0,0.0,0.0
329163868,329163302,0.0,0.0,1.70718e-17,0.0,0.5,0.0,0.0,0.0
329183858,329183299,0.0,0.0,1.18123e-18,0.0,0.5,0.0,0.0,0.0
329204354,329203877,0.0,0.0,-2.90643e-18,0.0,0.5,0.0,0.0,0.0
329225203,329224716,0.0,0.0,-1.30531e-18,0.0,0.5,0.0,0.0,0.0
329243904,329243337,0.0,0.0,8.67776e-20,0.0,0.5,0.0,0.0,0.0
329267899,329267345,0.0,0.0,2.87666e-19,0.0,0.5,0.0,0.0,0.0
329295879,329295361,0.0,0.0,8.93081e-20,0.0,0.5,0.0,0.0,0.0
329315844,329315326,0.0,0.0,-2.33278e-20,0.0,0.5,0.0,0.0,0.0
329336980,329336445,0.0,0.0,-2.61082e-20,0.0,0.5,0.0,0.0,0.0
329355914,329355356,0.0,0.0,-5.07974e-21,0.0,0.5,0.0,0.0,0.0
329383985,329383454,0.0,0.0,3.23529e-21,0.0,0.5,0.0,0.0,0.0
329404897,329404365,0.0,0.0,2.19022e-21,0.0,0.5,0.0,0.0,0.0
329424942,329424460,0.0,0.0,1.75825e-22,0.0,0.5,0.0,0.0,0.0
329445416,329444630,0.0,0.0,-3.63907e-22,0.0,0.5,0.0,0.0,0.0
329463912,329463412,0.0,0.0,-1.68903e-22,0.0,0.5,0.0,0.0,0.0
329491900,329491341,0.0,0.0,8.84449e-24,0.0,0.5,0.0,0.0,0.0
329513569,329513006,0.0,0.0,3.63422e-23,0.0,0.5,0.0,0.0,0.0
329533485,329532919,0.0,0.0,1.16975e-23,0.0,0.5,0.0,0.0,0.0
329554517,329553951,0.0,0.0,1.16975e-23,0.0,0.5,0.0,0.0,0.0
329574360,329573644,0.0,0.0,-2.79381e-24,0.0,0.5,0.0,0.0,0.0
329593838,329593418,0.0,0.0,-3.32295e-24,0.0,0.5,0.0,0.0,0.0
329617426,329616900,0.0,0.0,-6.80848e-25,0.0,0.5,0.0,0.0,0.0
329637519,329636941,0.0,0.0,3.99094e-25,0.0,0.5,0.0,0.0,0.0
329657679,329656906,0.0,0.0,2.80797e-25,0.0,0.5,0.0,0.0,0.0
329681476,329680887,0.0,0.0,2.56132e-26,0.0,0.5,0.0,0.0,0.0
329702597,329701999,0.0,0.0,-4.55196e-26,0.0,0.5,0.0,0.0,0.0
329721971,329721443,0.0,0.0,-2.18362e-26,0.0,0.5,0.0,0.0,0.0
329742414,329741561,0.0,0.0,8.4438e-28,0.0,0.5,0.0,0.0,0.0
329761475,329760900,0.0,0.0,4.58789e-27,0.0,0.5,0.0,0.0,0.0
329790271,329789734,0.0,0.0,1.53001e-27,0.0,0.5,0.0,0.0,0.0
329810467,329809924,0.0,0.0,-3.33002e-28,0.0,0.5,0.0,0.0,0.0
329829570,329829011,0.0,0.0,-4.22653e-28,0.0,0.5,0.0,0.0,0.0
329849488,329848913,0.0,0.0,-9.09749e-29,0.0,0.5,0.0,0.0,0.0
329873519,329872968,0.0,0.0,4.91444e-29,0.0,0.5,0.0,0.0,0.0
329893502,329892964,0.0,0.0,3.59745e-29,0.0,0.5,0.0,0.0,0.0
329913599,329913050,0.0,0.0,3.59745e-29,0.0,0.5,0.0,0.0,0.0
329933496,329932959,0.0,0.0,-5.68809e-30,0.0,0.5,0.0,0.0,0.0
329957415,329956887,0.0,0.0,-2.82061e-30,0.0,0.5,0.0,0.0,0.0
329979099,329978601,0.0,0.0,7.15258e-32,0.0,0.5,0.0,0.0,0.0
329999189,329998672,0.0,0.0,5.78751e-31,0.0,0.5,0.0,0.0,0.0
330019088,330018555,0.0,0.0,1.99858e-31,0.0,0.5,0.0,0.0,0.0
330039296,330038559,0.0,0.0,-3.94754e-32,0.0,0.5,0.0,0.0,0.0
330063401,330062851,0.0,0.0,-5.37226e-32,0.0,0.5,0.0,0.0,0.0
330083133,330082604,0.0,0.0,-5.37226e-32,0.0,0.5,0.0,0.0,0.0
330103212,330102689,0.0,0.0,-1.21221e-32,0.0,0.5,0.0,0.0,0.0
330124173,330123429,0.0,0.0,6.0403e-33,0.0,0.5,0.0,0.0,0.0
330147063,330146515,0.0,0.0,4.60575e-33,0.0,0.5,0.0,0.0,0.0
330167519,330166991,0.0,0.0,5.19163e-34,0.0,0.5,0.0,0.0,0.0
330187501,330186995,0.0,0.0,-7.10032e-34,0.0,0.5,0.0,0.0,0.0
330207217,330206512,0.0,0.0,-3.64037e-34,0.0,0.5,0.0,0.0,0.0
330227512,330227006,0.0,0.0,4.51402e-36,0.0,0.5,0.0,0.0,0.0
330255876,330255369,0.0,0.0,7.29522e-35,0.0,0.5,0.0,0.0,0.0
330276765,330276205,0.0,0.0,2.60739e-35,0.0,0.5,0.0,0.0,0.0
330295051,330294551,0.0,0.0,-4.65016e-36,0.0,0.5,0.0,0.0,0.0
330315018,330314523,0.0,0.0,-6.82404e-36,0.0,0.5,0.0,0.0,0.0
330339212,330338692,0.0,0.0,-1.61109e-36,0.0,0.5,0.0,0.0,0.0
330363903,330363398,0.0,0.0,7.40911e-37,0.0,0.5,0.0,0.0,0.0
330383091,330382562,0.0,0.0,5.89264e-37,0.0,0.5,0.0,0.0,0.0
330403456,330402590,0.0,0.0,7.26672e-38,0.0,0.5,0.0,0.0,0.0
330423872,330423327,0.0,0.0,-8.85347e-38,0.0,0.5,0.0,0.0,0.0
330444828,330444242,0.0,0.0,-4.69454e-38,0.0,0.5,0.0,0.0,0.0
330468643,330468106,0.0,0.0,-1.11039e-41,0.0,0.5,0.0,0.0,0.0
330488661,330488147,0.0,0.0,9.18854e-39,0.0,0.5,0.0,0.0,0.0
330509200,330508647,0.0,0.0,3.39759e-39,0.0,0.5,0.0,0.0,0.0
330529721,330528974,0.0,0.0,3.39759e-39,0.0,0.5,0.0,0.0,0.0
330553175,330552661,0.0,0.0,-5.43758e-40,0.0,0.5,0.0,0.0,0.0
330572670,330572155,0.0,0.0,-8.66234e-40,0.0,0.5,0.0,0.0,0.0
330593931,330593212,0.0,0.0,-2.13621e-40,0.0,0.5,0.0,0.0,0.0
330613972,330613083,0.0,0.0,9.06822e-41,0.0,0.5,0.0,0.0,0.0
330632750,330632183,0.0,0.0,7.53408e-41,0.0,0.5,0.0,0.0,0.0
330657723,330657244,0.0,0.0,1.00823e-41,0.0,0.5,0.0,0.0,0.0
330676725,330676168,0.0,0.0,-1.10254e-41,0.0,0.5,0.0,0.0,0.0
330696774,330696195,0.0,0.0,-6.05081e-42,0.0,0.5,0.0,0.0,0.0
330720783,330720275,0.0,0.0,-7.56701e-44,0.0,0.5,0.0,0.0,0.0
330740625,330740162,0.0,0.0,-7.56701e-44,0.0,0.5,0.0,0.0,0.0
330761642,330761119,0.0,0.0,1.15607e-42,0.0,0.5,0.0,0.0,0.0
330780605,330780133,0.0,0.0,4.4281e-43,0.0,0.5,0.0,0.0,0.0
330805149,330804620,0.0,0.0,-6.16571e-44,0.0,0.5,0.0,0.0,0.0
330825143,330824628,0.0,0.0,-1.09301e-43,0.0,0.5,0.0,0.0,0.0
330845622,330845142,0.0,0.0,-2.66247e-44,0.0,0.5,0.0,0.0,0.0
330866036,330865258,0.0,0.0,1.12104e-44,0.0,0.5,0.0,0.0,0.0
330885922,330885410,0.0,0.0,9.80909e-45,0.0,0.5,0.0,0.0,0.0
330910281,330909713,0.0,0.0,2.8026e-45,0.0,0.5,0.0,0.0,0.0
330930277,330929745,0.0,0.0,-1.4013e-45,0.0,0.5,0.0,0.0,0.0
330950666,330950191,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
330971140,330970583,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
330994332,330993805,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
331014367,331013833,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
331034401,331033859,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
331055859,331055297,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
331078353,331077816,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
331098342,331097815,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
331118713,331118275,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
331139115,331138565,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
331158361,331157839,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
331186643,331186214,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
331207061,331206487,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
331226301,331225731,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
331247813,331247294,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
331268195,331267601,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
331287893,331287336,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
331312784,331312210,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
331331853,331331284,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
331352703,331352190,0.0,0.0,0.0,0.00166927,0.5,0.0,0.0,0.0
331373679,331373157,0.0,0.0,0.0,0.00771124,0.5,0.0,0.0,0.0
331392676,331392137,0.0,0.0,0.0,0.019424,0.5,0.0,0.0,0.0
331417173,331416667,0.0,0.0,0.0,0.0344626,0.5,0.0,0.0,0.0
331437528,331437014,0.0,0.0,0.0,0.0473246,0.5,0.0,0.0,0.0
331456953,331456402,0.0,0.0,0.0,0.0595655,0.5,0.0,0.0,0.0
331476682,331476152,0.0,0.0,0.0,0.0595655,0.5,0.0,0.0,0.0
331500646,331500172,0.0,0.0,0.0,0.0772197,0.5,0.0,0.0,0.0
331520587,331520126,0.0,0.0,0.0,0.0963699,0.5,0.0,0.0,0.0
331541090,331540594,0.0,0.0,0.0,0.110214,0.5,0.0,0.0,0.0
331561934,331561070,0.0,0.0,0.0,0.124099,0.5,0.0,0.0,0.0
331584676,331584176,0.0,0.0,0.0,0.143838,0.5,0.0,0.0,0.0
331605095,331604618,0.0,0.0,0.0,0.163228,0.5,0.0,0.0,0.0
331624978,331624487,0.0,0.0,0.0,0.178838,0.5,0.0,0.0,0.0
331646485,331645981,0.0,0.0,0.0,0.196877,0.5,0.0,0.0,0.0
331666279,331665696,0.0,0.0,0.0,0.219056,0.5,0.0,0.0,0.0
331690222,331689699,0.0,0.0,0.0,0.236866,0.5,0.0,0.0,0.0
331710255,331709730,0.0,0.0,0.0,0.247659,0.5,0.0,0.0,0.0
331730242,331729708,0.0,0.0,0.0,0.257758,0.5,0.0,0.0,0.0
331750355,331749826,0.0,0.0,0.0,0.273148,0.5,0.0,0.0,0.0
331774350,331773759,0.0,0.0,0.0,0.295637,0.5,0.0,0.0,0.0
331794304,331793716,0.0,0.0,0.0,0.318669,0.5,0.0,0.0,0.0
331814283,331813707,0.0,0.0,0.0,0.337174,0.5,0.0,0.0,0.0
331834290,331833679,0.0,0.0,0.0,0.356821,0.5,0.0,0.0,0.0
331858246,331857700,0.0,0.0,0.0,0.381114,0.5,0.0,0.0,0.0
331878234,331877711,0.0,0.0,0.0,0.402311,0.5,0.0,0.0,0.0
331898228,331897696,0.0,0.0,0.0,0.416237,0.5,0.0,0.0,0.0
331919003,331918248,0.0,0.0,0.0,0.428083,0.5,0.0,0.0,0.0
331942810,331942332,0.0,0.0,0.0,0.443713,0.5,0.0,0.0,0.0
331962747,331962252,0.0,0.0,0.0,0.443713,0.5,0.0,0.0,0.0
331982717,331982221,0.0,0.0,0.0,0.460941,0.5,0.0,0.0,0.0
332003207,332002389,0.0,0.0,0.0,0.472384,0.5,0.0,0.0,0.0
332026714,332026241,0.0,0.0,0.0,0.478664,0.5,0.0,0.0,0.0
332047102,332046517,0.0,0.0,0.0,0.486882,0.5,0.0,0.0,0.0
332066246,332065735,0.0,0.0,0.0,0.498913,0.5,0.0,0.0,0.0
332087068,332086538,0.0,0.0,0.0,0.510305,0.5,0.0,0.0,0.0
332108076,332107511,0.0,0.0,0.0,0.520087,0.5,0.0,0.0,0.0
332127896,332127323,0.0,0.0,0.0,0.532948,0.5,0.0,0.0,0.0
332151868,332151289,0.0,0.0,0.0,0.549765,0.5,0.0,0.0,0.0
332175861,332175345,0.0,0.0,0.0,0.564311,0.5,0.0,0.0,0.0
332195902,332195384,0.0,0.0,0.0,0.575157,0.5,0.0,0.0,0.0
332215898,332215370,0.0,0.0,0.0,0.588836,0.5,0.0,0.0,0.0
332239870,332239341,0.0,0.0,0.0,0.605956,0.5,0.0,0.0,0.0
332259894,332259415,0.0,0.0,0.0,0.620454,0.5,0.0,0.0,0.0
332279902,332279372,0.0,0.0,0.0,0.63164,0.5,0.0,0.0,0.0
332300803,332300085,0.0,0.0,0.0,0.646914,0.5,0.0,0.0,0.0
332323886,332323369,0.0,0.0,0.0,0.669982,0.5,0.0,0.0,0.0
332344344,332343863,0.0,0.0,0.0,0.692,0.5,0.0,0.0,0.0
332364068,332363514,0.0,0.0,0.0,0.708138,0.5,0.0,0.0,0.0
332384185,332383411,0.0,0.0,0.0,0.72231,0.5,0.0,0.0,0.0
332407899,332407382,0.0,0.0,0.0,0.735445,0.5,0.0,0.0,0.0
332428514,332427985,0.0,0.0,0.0,0.735445,0.5,0.0,0.0,0.0
332448291,332447793,0.0,0.0,0.0,0.74754,0.5,0.0,0.0,0.0
332469878,332469203,0.0,0.0,0.0,0.757575,0.5,0.0,0.0,0.0
332487785,332487295,0.0,0.0,0.0,0.763922,0.5,0.0,0.0,0.0
332511895,332511337,0.0,0.0,0.0,0.773275,0.5,0.0,0.0,0.0
332531945,332531372,0.0,0.0,0.0,0.791555,0.5,0.0,0.0,0.0
332553484,332552930,0.0,0.0,0.0,0.809416,0.5,0.0,0.0,0.0
332593520,332592965,0.0,0.0,0.0,0.821186,0.5,0.0,0.0,0.0
332617455,332616915,0.0,0.0,0.0,0.82282,0.5,0.0,0.0,0.0
332638410,332637855,0.0,0.0,0.0,0.824524,0.5,0.0,0.0,0.0
332657515,332656992,0.0,0.0,0.0,0.82546,0.5,0.0,0.0,0.0
332677498,332676988,0.0,0.0,0.0,0.825472,0.5,0.0,0.0,0.0
332705857,332705340,0.0,0.0,0.0,0.82425,0.5,0.0,0.0,0.0
332726047,332725595,0.0,0.0,0.0,0.819831,0.5,0.0,0.0,0.0
332745914,332745458,0.0,0.0,0.0,0.810717,0.5,0.0,0.0,0.0
332766249,332765458,0.0,0.0,0.0,0.797573,0.5,0.0,0.0,0.0
332785461,332784902,0.0,0.0,0.0,0.797573,0.5,0.0,0.0,0.0
332809510,332808925,0.0,0.0,0.0,0.748093,0.5,0.0,0.0,0.0
332829600,332828985,0.0,0.0,0.0,0.748093,0.5,0.0,0.0,0.0
332849471,332848895,0.0,0.0,0.0,0.717432,0.5,0.0,0.0,0.0
332873411,332872893,0.0,0.0,0.0,0.688261,0.5,0.0,0.0,0.0
332893443,332892931,0.0,0.0,0.0,0.64843,0.5,0.0,0.0,0.0
332913448,332912932,0.0,0.0,0.0,0.59331,0.5,0.0,0.0,0.0
332933796,332933053,0.0,0.0,0.0,0.539844,0.5,0.0,0.0,0.0
332957451,332956891,0.0,0.0,0.0,0.498747,0.5,0.0,0.0,0.0
332977873,332977437,0.0,0.0,0.0,0.463775,0.5,0.0,0.0,0.0
332999109,332998547,0.0,0.0,0.0,0.428226,0.5,0.0,0.0,0.0
333019765,333019223,0.0,0.0,0.0,0.382501,0.5,0.0,0.0,0.0
333039600,333039109,0.0,0.0,0.0,0.326452,0.5,0.0,0.0,0.0
333059028,333058501,0.0,0.0,0.0,0.279222,0.5,0.0,0.0,0.0
333083154,333082620,0.0,0.0,0.0,0.247914,0.5,0.0,0.0,0.0
333103081,333102593,0.0,0.0,0.0,0.218677,0.5,0.0,0.0,0.0
333123087,333122588,0.0,0.0,0.0,0.181661,0.5,0.0,0.0,0.0
333143262,333142678,0.0,0.0,0.0,0.143661,0.5,0.0,0.0,0.0
333167039,333166522,0.0,0.0,0.0,0.112663,0.5,0.0,0.0,0.0
333187026,333186507,0.0,0.0,0.0,0.0900787,0.5,0.0,0.0,0.0
333207103,333206572,0.0,0.0,0.0,0.0704844,0.5,0.0,0.0,0.0
333228315,333227556,0.0,0.0,0.0,0.0434618,0.5,0.0,0.0,0.0
333247003,333246484,0.0,0.0,0.0,0.0434618,0.5,0.0,0.0,0.0
333271043,333270543,0.0,0.0,0.0,0.0147779,0.5,0.0,0.0,0.0
333291014,333290533,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
333312300,333311463,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
333335555,333335035,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
333355065,333354556,0.0,0.0,0.0,0.000262278,0.5,0.0,0.0,0.0
333375095,333374583,0.0,0.0,0.0,0.000295131,0.5,0.0,0.0,0.0
333395014,333394507,0.0,0.0,0.0,5.77008e-05,0.5,0.0,0.0,0.0
333419017,333418542,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
333439112,333438640,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
333460688,333460122,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
333480637,333480117,0.0,0.0,0.0,4.10719e-06,0.5,0.0,0.0,0.0
333500827,333500091,0.0,0.0,0.0,1.91206e-06,0.5,0.0,0.0,0.0
333524733,333524149,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
333545460,333544865,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
333565409,333564826,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
333585397,333584609,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
333605142,333604632,0.0,0.00126473,0.0,3.13983e-08,0.5,0.0,0.0,0.0
333633149,333632678,0.0,0.0232324,0.0,3.75608e-08,0.5,0.0,0.0,0.0
333653146,333652682,0.0,0.0837994,0.0,7.73148e-09,0.5,0.0,0.0,0.0
333674575,333673999,0.0,0.164272,0.0,0.0,0.5,0.0,0.0,0.0
333692711,333692111,0.0,0.24918,0.0,0.0,0.5,0.0,0.0,0.0
333716999,333716473,0.0,0.347848,0.0,0.0,0.5,0.0,0.0,0.0
333736877,333736131,0.0,0.483616,0.0,5.13704e-10,0.5,0.0,0.0,0.0
333756863,333756141,0.0,0.644731,0.0,2.47176e-10,0.5,0.0,0.0,0.0
333776923,333776191,0.0,0.757361,0.0,0.0,0.5,0.0,0.0,0.0
333800594,333800077,0.0,0.790618,0.0,0.0,0.5,0.0,0.0,0.0
333821301,333820816,0.0,0.784647,0.0,0.0,0.5,0.0,0.0,0.0
333841430,333840853,0.0,0.775928,0.0,3.7407e-12,0.5,0.0,0.0,0.0
333860661,333860117,0.0,0.758277,0.0,4.77716e-12,0.5,0.0,0.0,0.0
333885127,333884684,0.0,0.649754,0.0,1.0328e-12,0.5,0.0,0.0,0.0
333905918,333905441,0.0,0.406958,0.0,0.0,0.5,0.0,0.0,0.0
333926751,333926283,0.0,0.148358,0.0,0.0,0.5,0.0,0.0,0.0
333946857,333946342,0.0,0.148358,0.0,0.0,0.5,0.0,0.0,0.0
333966899,333966438,0.0,-0.00420926,0.0,0.0,0.5,0.0,0.0,0.0
333986305,333985748,0.0,-0.0643323,0.0,6.4186e-14,0.5,0.0,0.0,0.0
334010689,334010196,0.0,-0.126234,0.0,3.19255e-14,0.5,0.0,0.0,0.0
334030894,334030430,0.0,-0.229239,0.0,0.0,0.5,0.0,0.0,0.0
334052731,334052133,0.0,-0.320525,0.0,0.0,0.5,0.0,0.0,0.0
