timestamp,roll,pitch,yaw,thrust
792777136,0.163298,0.0741165,0.146044,0.0
792784979,0.15502,0.0740436,0.148136,0.0
792796739,0.133504,0.0743127,0.151266,0.0
792808693,0.119602,0.0746128,0.154632,0.0
792816720,0.109045,0.0749986,0.15685,0.0
792828698,0.0952374,0.0759099,0.160063,0.0
792837458,0.0851824,0.0767003,0.162163,0.0
792844754,0.0758227,0.0776068,0.164282,0.0
792861134,0.0574128,0.0792896,0.168363,0.0
792868918,0.048286,0.0800388,0.170484,0.0
792881263,0.0275692,0.0813254,0.173714,0.0
792892782,0.0133132,0.0822047,0.177117,0.0
792901123,0.00491627,0.0829136,0.179096,0.0
792912714,-0.00628643,0.0835545,0.181831,0.0
792923053,-0.0120869,0.0838108,0.183541,0.0
792932786,-0.0203424,0.0845334,0.185524,0.0
792940671,-0.0243554,0.0847827,0.186664,0.0
792956769,-0.0390942,0.0844186,0.18767,0.0
792964755,-0.0419601,0.0838894,0.187868,0.0
792980949,-0.0491712,0.0825375,0.188048,0.0
792992772,-0.0566807,0.0818863,0.188275,0.0
793004781,-0.0669938,0.0815394,0.188006,0.0
793012759,-0.0729704,0.0813673,0.188009,0.0
793024750,-0.0885982,0.0810228,0.185898,0.0
793032890,-0.0930406,0.0810083,0.186014,0.0
793044685,-0.0981964,0.0803864,0.186277,0.0
793056679,-0.101512,0.0800504,0.186214,0.0
793064875,-0.102057,0.0793947,0.186637,0.0
793077311,-0.103609,0.0779241,0.186845,0.0
793088845,-0.102487,0.0764398,0.187338,0.0
793096622,-0.109579,0.0743093,0.185603,0.0
793109004,-0.104923,0.0719958,0.186583,0.0
793116745,-0.103637,0.0698499,0.186624,0.0
793129149,-0.0972616,0.0665001,0.187719,0.0
793140692,-0.0945157,0.0630198,0.188057,0.0
793150907,-0.0909907,0.0610523,0.188846,0.0
793160786,-0.089976,0.0578479,0.188703,0.0
793172759,-0.0840914,0.0555762,0.189548,0.0
793180710,-0.0908047,0.0528593,0.187251,0.0
793188696,-0.0862041,0.0512741,0.187727,0.0
793205011,-0.081931,0.0482305,0.187957,0.0
793212777,-0.07878,0.0471199,0.18828,0.0
793228750,-0.0761664,0.044669,0.188527,0.0
793240851,-0.0745785,0.0428005,0.188641,0.0
793252767,-0.0728912,0.0413876,0.189238,0.0
793261472,-0.0811458,0.0394481,0.187329,0.0
