timestamp,nav_state,_padding0[0],_padding0[1],_padding0[2],_padding0[3],_padding0[4],_padding0[5],_padding0[6],previous.timestamp,previous.lat,previous.lon,previous.x,previous.y,previous.z,previous.vx,previous.vy,previous.vz,previous.alt,previous.yaw,previous.yawspeed,previous.loiter_radius,previous.pitch_min,previous.a_x,previous.a_y,previous.a_z,previous.acceptance_radius,previous.cruising_speed,previous.cruising_throttle,previous.valid,previous.type,previous.position_valid,previous.velocity_valid,previous.velocity_frame,previous.alt_valid,previous.yaw_valid,previous.disable_mc_yaw_control,previous.yawspeed_valid,previous.loiter_direction,previous.acceleration_valid,previous.acceleration_is_force,current.timestamp,current.lat,current.lon,current.x,current.y,current.z,current.vx,current.vy,current.vz,current.alt,current.yaw,current.yawspeed,current.loiter_radius,current.pitch_min,current.a_x,current.a_y,current.a_z,current.acceptance_radius,current.cruising_speed,current.cruising_throttle,current.valid,current.type,current.position_valid,current.velocity_valid,current.velocity_frame,current.alt_valid,current.yaw_valid,current.disable_mc_yaw_control,current.yawspeed_valid,current.loiter_direction,current.acceleration_valid,current.acceleration_is_force,next.timestamp,next.lat,next.lon,next.x,next.y,next.z,next.vx,next.vy,next.vz,next.alt,next.yaw,next.yawspeed,next.loiter_radius,next.pitch_min,next.a_x,next.a_y,next.a_z,next.acceptance_radius,next.cruising_speed,next.cruising_throttle,next.valid,next.type,next.position_valid,next.velocity_valid,next.velocity_frame,next.alt_valid,next.yaw_valid,next.disable_mc_yaw_control,next.yawspeed_valid,next.loiter_direction,next.acceleration_valid,next.acceleration_is_force
631330848,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.395435,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
631381406,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.397366,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
631429647,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.399479,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
631478190,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.401432,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
631526827,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.403401,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
631577460,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.405392,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
631625229,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.407607,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
631674655,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.409693,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
631723261,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.411822,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
631772499,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.414119,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
631821015,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.41644,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
631870782,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.419065,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
631919804,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.42158,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
631971155,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.4242,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
632017005,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.426932,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
632067181,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.429978,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
632119586,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.433118,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
632164271,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.435849,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
632213140,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.438903,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
632268129,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.442303,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
632311502,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.445543,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
632360238,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.448871,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
632409156,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.452329,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
632463967,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.455789,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
632507986,3,0,0,0,0,0,0,0,0,45.2203716398,-93.1453866985,0.0,0.0,0.0,0.0,0.0,0.0,277.38,nan,0.0,50.0,0.0,0.0,0.0,0.0,20.0,13.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,-0.459599,0.0,100.0,0.0,0.0,0.0,0.0,0.0,17.0,0.6,1,2,0,0,0,0,0,0,0,1,0,0,0,45.2223434448,-93.1464004517,0.0,0.0,0.0,0.0,0.0,0.0,352.365,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,13.0,0.6,0,2,0,0,0,0,0,0,0,1,0,0
