timestamp,param5,param6,param1,param2,param3,param4,param7,command,target_system,target_component,source_system,source_component,confirmation
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,241,1,1,27,0,0
0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,241,1,1,27,0,0
0,45.2222595215,-93.1462097168,0.0,17.0,-1.0,0.0,50.0,178,1,1,1,1,0
0,45.2228279114,-93.1474533081,0.0,20.0,-1.0,0.0,50.0,178,1,1,1,1,0
0,45.2228279114,-93.1474533081,0.0,14.0,-1.0,0.0,50.0,178,1,1,1,1,0
