timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust,landing_gear,q_d_valid,roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,disable_mc_yaw_control,apply_flaps
265652038,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0
265652038,-3.44245e-09,-0.0961712,0.0,0.0,0.998844,-1.71923e-09,-0.0480671,-8.27342e-11,0.631847,0.0,1,0,0,0,0,0,0
265652038,-4.17615e-11,-0.0961712,0.0,0.0,0.998844,-2.08566e-11,-0.0480671,-1.00368e-12,0.632055,0.0,1,0,0,0,0,0,0
265652038,6.58653e-10,-0.0961712,0.0,0.0,0.998844,3.28946e-10,-0.0480671,1.58298e-11,0.632109,0.0,1,0,0,0,0,0,0
265652038,2.51568e-10,-0.0961712,0.0,0.0,0.998844,1.25639e-10,-0.0480671,6.04607e-12,0.631879,0.0,1,0,0,0,0,0,0
265652038,-3.60135e-11,-0.0958401,0.0,0.0,0.998852,-1.79861e-11,-0.0479017,-8.62554e-13,0.631784,0.0,1,0,0,0,0,0,0
265652038,-6.25689e-11,-0.0950556,0.0,0.0,0.998871,-3.12491e-11,-0.0475099,-1.48632e-12,0.631585,0.0,1,0,0,0,0,0,0
265652038,-1.60689e-11,-0.0944994,0.0,0.0,0.998884,-8.02549e-12,-0.0472321,-3.79484e-13,0.631321,0.0,1,0,0,0,0,0,0
265652038,6.31407e-12,-0.0944475,0.0,0.0,0.998885,3.15352e-12,-0.0472062,1.49032e-13,0.631472,0.0,1,0,0,0,0,0,0
265652038,5.47977e-12,-0.0945372,0.0,0.0,0.998883,2.73682e-12,-0.047251,1.29462e-13,0.631996,0.0,1,0,0,0,0,0,0
265652038,7.88529e-13,-0.0945805,0.0,0.0,0.998882,3.93823e-13,-0.0472726,1.86379e-14,0.632369,0.0,1,0,0,0,0,0,0
265652038,-7.81642e-13,-0.094579,0.0,0.0,0.998882,-3.90384e-13,-0.0472719,-1.84748e-14,0.632196,0.0,1,0,0,0,0,0,0
265652038,-4.43244e-13,-0.0942388,0.0,0.0,0.99889,-2.21376e-13,-0.047102,-1.04388e-14,0.63185,0.0,1,0,0,0,0,0,0
265652038,-1.07331e-14,-0.0941134,0.0,0.0,0.998893,-5.36059e-15,-0.0470393,-2.52438e-16,0.631756,0.0,1,0,0,0,0,0,0
265652038,-1.07331e-14,-0.0941134,0.0,0.0,0.998893,-5.36059e-15,-0.0470393,-2.52438e-16,0.631756,0.0,1,0,0,0,0,0,0
