timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,fix_type,vel_ned_valid,satellites_used
326849080,1492463069399994,452206015,-931453379,278247,247212,0.42,0.633545,1.306,1.729,0.81,1.12,90,3,0.17,0.17,-0.03,0.0,6.26387,-594879,3,1,10
327234073,1492463070399994,452206017,-931453376,278202,247167,0.42,0.63358,1.313,1.726,0.81,1.12,90,4,0.16,0.06,0.12,-0.08,6.26387,23016,3,1,10
327435076,1492463070399994,452206018,-931453374,278213,247177,0.42,0.633599,1.316,1.725,0.81,1.12,90,4,0.09,0.09,-0.02,-0.02,6.26387,-177987,3,1,10
327634273,1492463070399994,452206016,-931453373,278210,247175,0.46,0.633619,1.318,1.724,0.81,1.12,90,4,0.28,-0.24,-0.02,-0.15,6.26387,-377184,3,1,10
327839126,1492463070399994,452206014,-931453373,278186,247150,0.41,0.633637,1.32,1.723,0.81,1.12,90,4,0.17,0.01,-0.07,-0.15,6.26387,-582037,3,1,10
328037227,1492463070399994,452206013,-931453372,278154,247119,0.45,0.633656,1.321,1.721,0.81,1.12,90,5,0.04,-0.04,-0.01,-0.02,6.26387,-780138,3,1,10
328235249,1492463071399995,452206013,-931453373,278119,247084,0.43,0.633675,1.322,1.718,0.81,1.12,90,5,0.13,-0.05,-0.04,-0.11,6.26387,20831,3,1,10
328437200,1492463071399995,452206013,-931453372,278117,247082,0.43,0.633693,1.323,1.715,0.81,1.12,90,5,0.1,0.09,0.05,0.03,6.26387,-181120,3,1,10
328633074,1492463071399995,452206012,-931453370,278118,247083,0.42,0.633712,1.324,1.712,0.81,1.12,90,5,0.08,-0.06,0.04,-0.03,6.26387,-376994,3,1,10
328840152,1492463071399995,452206013,-931453371,278074,247039,0.4,0.633729,1.325,1.71,0.81,1.12,90,5,0.19,0.09,-0.17,0.02,6.26387,-584072,3,1,10
329034667,1492463071399995,452206014,-931453370,277995,246959,0.42,0.633747,1.327,1.709,0.81,1.12,90,5,0.17,0.03,0.13,-0.1,6.26387,-778587,3,1,10
329238083,1492463072399995,452206013,-931453367,277938,246903,0.41,0.633764,1.327,1.705,0.81,1.12,90,5,0.09,-0.06,-0.04,0.04,6.26387,21917,3,1,10
329437071,1492463072399995,452206014,-931453366,277879,246844,0.43,0.633783,1.326,1.701,0.81,1.12,90,5,0.15,0.14,0.03,0.05,6.26387,-177071,3,1,10
329636227,1492463072399995,452206014,-931453364,277822,246787,0.37,0.633799,1.325,1.698,0.81,1.12,90,5,0.21,-0.12,0.09,0.15,6.26387,-376227,3,1,10
329836072,1492463072399995,452206012,-931453363,277797,246762,0.42,0.633818,1.322,1.695,0.81,1.12,90,5,0.25,-0.02,-0.1,0.23,6.26387,-576072,3,1,10
330037069,1492463072399995,452206012,-931453362,277715,246680,0.44,0.633837,1.321,1.696,0.81,1.12,90,5,0.3,0.0,0.09,0.29,6.26387,-777069,3,1,10
330234070,1492463073399995,452206013,-931453358,277683,246648,0.49,0.633858,1.321,1.7,0.81,1.12,90,5,0.22,0.13,0.13,0.13,6.26387,22191,3,1,10
330438194,1492463073399995,452206015,-931453354,277614,246579,0.51,0.63388,1.321,1.703,0.81,1.12,90,5,0.26,0.11,0.1,0.21,6.26387,-181933,3,1,10
330638066,1492463073399995,452206015,-931453351,277611,246576,0.4,0.633898,1.32,1.704,0.81,1.12,90,5,0.09,-0.08,0.04,0.04,6.26387,-381805,3,1,10
330842064,1492463073399995,452206014,-931453349,277604,246568,0.38,0.633914,1.318,1.706,0.81,1.12,90,5,0.06,0.0,-0.06,-0.01,6.26387,-585803,3,1,10
331042589,1492463073399995,452206014,-931453349,277594,246559,0.45,0.633934,1.317,1.709,0.81,1.12,90,5,0.13,0.04,-0.07,0.11,6.26387,-786328,3,1,10
331240070,1492463074399995,452206012,-931453350,277599,246564,0.49,0.633955,1.316,1.713,0.81,1.12,90,5,0.24,-0.19,-0.14,-0.07,6.26387,22019,3,1,10
331437649,1492463074399995,452206011,-931453352,277605,246570,0.46,0.633975,1.315,1.715,0.81,1.12,90,5,0.29,0.02,-0.14,-0.25,6.26387,-175560,3,1,10
331640069,1492463074399995,452206010,-931453350,277642,246606,0.47,0.633995,1.315,1.719,0.81,1.12,90,5,0.22,-0.08,0.09,-0.18,6.26387,-377980,3,1,10
331834904,1492463074399995,452206010,-931453349,277690,246654,0.48,0.634015,1.319,1.727,0.81,1.12,90,5,0.28,0.01,-0.04,-0.28,6.26387,-572815,3,1,10
332042450,1492463074399995,452206011,-931453348,277697,246662,0.48,0.634036,1.322,1.734,0.81,1.12,90,6,0.08,0.0,-0.03,-0.07,6.26387,-780361,3,1,10
332234071,1492463075399996,452206012,-931453345,277679,246644,0.48,0.634057,1.322,1.736,0.81,1.12,90,6,0.08,0.08,0.03,-0.02,6.26387,21999,3,1,10
332438065,1492463075399996,452206014,-931453342,277647,246612,0.39,0.634074,1.323,1.737,0.81,1.12,90,6,0.06,0.05,-0.02,-0.02,6.26387,-181995,3,1,10
332636073,1492463075399996,452206015,-931453340,277595,246560,0.5,0.634095,1.322,1.741,0.81,1.12,90,6,0.12,-0.07,-0.04,-0.09,6.26387,-380003,3,1,10
332848070,1492463075399996,452206015,-931453339,277637,246602,0.49,0.634117,1.324,1.748,0.81,1.12,90,6,0.05,-0.01,0.0,-0.05,6.26387,-592000,3,1,10
333042071,1492463075399996,452206015,-931453338,277627,246592,0.43,0.634135,1.327,1.757,0.81,1.12,90,3,0.09,0.06,-0.03,-0.07,6.26387,-786001,3,1,10
333241215,1492463076399996,452206018,-931453336,277620,246584,0.42,0.634153,1.328,1.764,0.81,1.12,90,3,0.18,0.1,-0.03,-0.15,6.26387,22142,3,1,10
333435221,1492463076399996,452206020,-931453334,277629,246594,0.4,0.634171,1.325,1.764,0.81,1.12,90,3,0.18,0.15,-0.03,-0.09,6.26387,-171864,3,1,10
333637501,1492463076399996,452206023,-931453332,277627,246591,0.39,0.634187,1.323,1.767,0.81,1.12,90,3,0.15,0.13,-0.02,-0.06,6.26387,-374144,3,1,10
333831082,1492463076399996,452206026,-931453333,277574,246539,0.36,0.634203,1.32,1.766,0.81,1.12,90,3,0.26,0.08,-0.23,-0.07,6.26387,-567725,3,1,10
334040071,1492463076399996,452206027,-931453339,277601,246566,0.4,0.63422,1.318,1.768,0.81,1.12,90,3,0.36,-0.02,-0.36,-0.03,6.26387,-776714,3,1,10
334234436,1492463077399996,452206028,-931453342,277634,246599,0.39,0.634237,1.318,1.769,0.81,1.12,90,4,0.14,0.08,-0.06,-0.1,6.26387,21765,3,1,10
334429069,1492463077399996,452206030,-931453343,277728,246692,0.42,0.634255,1.321,1.775,0.81,1.12,90,4,0.19,0.11,-0.07,-0.15,6.26387,-172868,3,1,10
334636423,1492463077399996,452206035,-931453341,277711,246676,0.5,0.634277,1.324,1.783,0.81,1.12,90,4,0.37,0.33,0.16,-0.04,6.26387,-380222,3,1,10
334835080,1492463077399996,452206041,-931453335,277740,246705,0.44,0.634299,1.328,1.788,0.81,1.12,90,4,0.52,0.27,0.25,-0.37,6.26387,-578879,3,1,10
335035103,1492463077399996,452206046,-931453329,277738,246703,0.43,0.634318,1.331,1.795,0.81,1.12,90,4,0.39,0.22,0.21,-0.26,6.26387,-778902,3,1,10
335239079,1492463078399996,452206050,-931453323,277792,246757,0.43,0.634337,1.335,1.801,0.81,1.12,90,4,0.37,0.18,0.19,-0.27,6.26387,23595,3,1,10
335433237,1492463078399996,452206054,-931453317,277796,246761,0.43,0.63436,1.339,1.807,0.81,1.12,90,4,0.54,0.27,0.22,-0.41,6.26387,-170563,3,1,10
335635370,1492463078399996,452206059,-931453315,277864,246829,0.45,0.63438,1.343,1.816,0.81,1.12,90,4,0.46,0.23,-0.09,-0.38,6.26387,-372696,3,1,10
335834069,1492463078399996,452206062,-931453318,277879,246844,0.46,0.634403,1.346,1.824,0.81,1.12,90,4,0.53,0.13,-0.17,-0.49,6.26387,-571395,3,1,10
336035077,1492463078399996,452206066,-931453324,277894,246859,0.45,0.634423,1.352,1.833,0.81,1.12,89,3,0.47,0.19,-0.39,0.19,6.26387,-772403,3,1,10
336237247,1492463079399997,452206068,-931453331,277851,246816,0.54,0.634447,1.358,1.844,0.81,1.12,89,3,0.29,-0.01,-0.22,-0.18,6.26387,22824,3,1,10
336433157,1492463079399997,452206070,-931453334,277893,246858,0.53,0.634469,1.366,1.86,0.81,1.12,89,3,0.37,0.19,-0.15,-0.29,6.26387,-173086,3,1,10
336629198,1492463079399997,452206075,-931453336,277916,246880,0.54,0.634492,1.375,1.875,0.81,1.12,89,3,0.36,0.28,-0.09,-0.19,6.26387,-369127,3,1,10
336837088,1492463079399997,452206082,-931453339,277936,246900,0.51,0.634527,1.385,1.888,0.81,1.12,89,3,0.79,0.47,-0.19,-0.61,6.26387,-577017,3,1,10
337033076,1492463079399997,452206086,-931453338,277916,246881,0.53,0.634549,1.393,1.901,0.81,1.12,89,3,0.4,-0.06,0.19,0.35,6.26387,-773005,3,1,10
337236094,1492463080399997,452206090,-931453335,277882,246846,0.5,0.634571,1.401,1.913,0.81,1.12,89,2,0.49,0.41,0.01,-0.28,6.26387,22146,3,1,10
337431070,1492463080399997,452206097,-931453336,277946,246911,0.5,0.634595,1.408,1.926,0.81,1.12,89,2,0.56,0.38,-0.1,-0.4,6.26387,-172830,3,1,10
337634106,1492463080399997,452206103,-931453337,277982,246946,0.47,0.634616,1.416,1.937,0.81,1.12,89,2,0.41,0.29,0.05,-0.28,6.26387,-375866,3,1,10
337830072,1492463080399997,452206109,-931453340,277972,246937,0.54,0.634639,1.422,1.947,0.81,1.12,89,2,0.36,0.25,-0.24,-0.11,6.26387,-571832,3,1,10
338034110,1492463080399997,452206111,-931453347,277906,246871,0.53,0.634662,1.428,1.956,0.81,1.12,89,2,0.36,0.08,-0.25,-0.25,6.26387,-775870,3,1,10
338235170,1492463081399997,452206111,-931453354,277900,246864,0.5,0.634684,1.432,1.964,0.81,1.12,89,4,0.28,-0.07,-0.2,-0.18,6.26387,22056,3,1,10
338431078,1492463081399997,452206109,-931453356,277927,246891,0.53,0.634707,1.436,1.971,0.81,1.12,89,4,0.24,-0.11,0.11,-0.19,6.26387,-173852,3,1,10
338633156,1492463081399997,452206106,-931453351,277960,246924,0.5,0.634728,1.439,1.978,0.81,1.12,89,4,0.4,-0.19,0.33,-0.12,6.26387,-375930,3,1,10
338842439,1492463081399997,452206105,-931453348,277936,246900,0.41,0.634746,1.441,1.983,0.81,1.12,89,4,0.11,0.03,0.08,-0.07,6.26387,-585213,3,1,10
339032043,1492463081399997,452206103,-931453346,277964,246928,0.49,0.634767,1.443,1.987,0.81,1.12,89,4,0.44,-0.25,0.26,-0.25,6.26387,-774817,3,1,10
339234065,1492463082399997,452206100,-931453345,277936,246901,0.53,0.63479,1.445,1.991,0.81,1.12,89,4,0.2,-0.08,-0.1,-0.15,6.26387,22600,3,1,10
339434628,1492463082399997,452206098,-931453346,277877,246842,0.43,0.634808,1.447,1.996,0.81,1.12,89,4,0.18,-0.06,0.16,-0.06,6.26387,-177963,3,1,10
339636067,1492463082399997,452206097,-931453345,277837,246802,0.42,0.634826,1.449,2.0,0.81,1.12,89,4,0.09,-0.02,0.07,-0.06,6.26387,-379402,3,1,10
339833070,1492463082399997,452206096,-931453346,277881,246845,0.5,0.634848,1.45,2.003,0.81,1.12,89,4,0.23,-0.12,-0.13,-0.15,6.26387,-576405,3,1,10
340036033,1492463082399997,452206094,-931453348,277842,246806,0.42,0.634866,1.451,2.007,0.81,1.12,89,4,0.07,-0.03,0.06,-0.03,6.26387,-779368,3,1,10
340233566,1492463083399997,452206093,-931453349,277781,246745,0.5,0.634888,1.453,2.01,0.81,1.12,89,4,0.15,-0.07,-0.01,-0.14,6.26387,21635,3,1,10
340443078,1492463083399997,452206092,-931453351,277753,246718,0.49,0.634909,1.453,2.012,0.81,1.12,89,4,0.3,-0.09,-0.14,-0.25,6.26387,-187877,3,1,10
340633171,1492463083399997,452206091,-931453353,277786,246751,0.44,0.634928,1.451,2.012,0.81,1.12,89,4,0.07,0.01,0.01,-0.06,6.26387,-377970,3,1,10
340836238,1492463083399997,452206093,-931453358,277779,246744,0.42,0.634946,1.45,2.012,0.81,1.12,89,4,0.37,0.2,-0.3,-0.09,6.26387,-581037,3,1,10
341033070,1492463083399997,452206100,-931453368,277828,246792,0.43,0.65393,1.45,2.012,0.81,1.12,89,4,0.72,0.57,-0.41,-0.16,5.97061,-777869,3,1,10
341235268,1492463084399998,452206107,-931453380,277829,246794,0.45,0.653954,1.452,2.015,0.81,1.12,89,4,0.56,0.35,-0.36,-0.25,5.97061,21909,3,1,10
341440790,1492463084399998,452206113,-931453392,277899,246864,0.49,0.708154,1.454,2.017,0.81,1.12,89,4,0.75,0.44,-0.5,-0.34,5.72687,-183613,3,1,10
341640335,1492463084399998,452206126,-931453414,277826,246790,0.46,0.32906,1.455,2.016,0.81,1.12,89,4,1.5,0.91,-1.1,0.48,5.46027,-383158,3,1,10
341833067,1492463084399998,452206149,-931453452,277736,246701,0.47,0.21868,1.457,2.018,0.81,1.12,89,4,2.37,1.69,-1.62,-0.36,5.50121,-575890,3,1,10
342041072,1492463084399998,452206204,-931453524,278238,247203,0.55,0.106099,1.462,2.026,0.81,1.12,89,4,6.26,4.19,-3.69,-2.83,5.54986,-783895,3,1,10
342237072,1492463085399998,452206284,-931453625,278899,247864,0.54,0.0951737,1.469,2.033,0.81,1.12,89,3,7.1,4.75,-4.16,-3.26,5.55745,21192,3,1,10
342433618,1492463085399998,452206366,-931453732,279683,248648,0.53,0.0890692,1.473,2.038,0.81,1.12,89,3,7.44,4.55,-4.09,-4.23,5.55417,-175354,3,1,10
342632082,1492463085399998,452206440,-931453835,280745,249710,0.52,0.0918891,1.477,2.044,0.81,1.12,89,3,7.38,3.89,-4.03,-4.81,5.51727,-373818,3,1,10
342835069,1492463085399998,452206516,-931453952,281707,250672,0.62,0.0808957,1.484,2.053,0.81,1.12,89,3,8.0,4.42,-5.02,-4.39,5.46995,-576805,3,1,10
343031645,1492463085399998,452206601,-931454086,282474,251439,0.61,0.0786396,1.495,2.062,0.81,1.12,89,3,8.23,4.9,-5.4,-3.82,5.4489,-773381,3,1,10
343235817,1492463086399998,452206688,-931454231,283213,252178,0.58,0.073438,1.503,2.066,0.81,1.12,89,3,8.49,4.89,-5.88,-3.7,5.40596,21272,3,1,10
343418530,1492463086399998,452206775,-931454379,284186,253150,0.57,0.0712656,1.51,2.07,0.81,1.12,89,3,8.95,4.86,-5.93,-4.61,5.39933,-161441,3,1,10
343614546,1492463086399998,452206854,-931454527,285406,254371,0.56,0.0769685,1.516,2.074,0.81,1.12,89,3,9.3,4.1,-5.76,-6.05,5.33044,-357457,3,1,10
343834064,1492463086399998,452206925,-931454673,286711,255675,0.57,0.076218,1.523,2.081,0.81,1.12,89,3,9.27,3.96,-5.76,-6.09,5.31417,-576975,3,1,10
344037072,1492463086399998,452206998,-931454828,287910,256875,0.59,0.0687414,1.532,2.089,0.81,1.12,89,3,9.56,4.19,-6.32,-5.82,5.29848,-779983,3,1,10
344230074,1492463087399998,452207084,-931454993,288822,257787,0.66,0.0672507,1.54,2.1,0.81,1.12,83,5,9.61,5.1,-6.53,-4.87,5.37579,23081,3,1,10
344432803,1492463087399998,452207183,-931455166,289652,258617,0.65,0.0602098,1.551,2.111,0.81,1.12,83,5,10.05,5.68,-6.95,-4.52,5.39831,-179648,3,1,10
344634106,1492463087399998,452207294,-931455351,290425,259390,0.65,0.0557954,1.559,2.122,0.81,1.12,83,5,10.58,6.35,-7.38,-4.13,5.42321,-380951,3,1,10
344844354,1492463087399998,452207414,-931455537,291166,260131,0.62,0.052713,1.568,2.132,0.81,1.12,83,5,10.76,6.91,-7.27,-3.89,5.47277,-591199,3,1,10
345033650,1492463087399998,452207546,-931455727,291823,260788,0.61,0.0491165,1.574,2.141,0.81,1.12,83,5,11.28,7.5,-7.54,-3.77,5.49502,-780495,3,1,10
345233202,1492463088399999,452207687,-931455921,292538,261503,0.61,0.0465378,1.579,2.15,0.81,1.12,83,4,11.75,8.04,-7.57,-4.03,5.52779,20882,3,1,10
345432070,1492463088399999,452207839,-931456117,293293,262258,0.64,0.0431358,1.585,2.158,0.81,1.12,83,4,12.38,8.75,-7.77,-4.06,5.55738,-177986,3,1,10
345638250,1492463088399999,452207997,-931456312,294005,262970,0.66,0.0428337,1.592,2.167,0.81,1.12,83,4,12.25,8.79,-7.54,-3.99,5.57415,-384166,3,1,10
345834211,1492463088399999,452208153,-931456499,294805,263770,0.65,0.0436742,1.596,2.171,0.81,1.12,83,4,11.97,8.66,-7.19,-4.08,5.59011,-580127,3,1,10
346032805,1492463088399999,452208308,-931456680,295763,264728,0.62,0.0422994,1.598,2.174,0.81,1.12,83,4,12.01,8.58,-6.95,-4.72,5.60227,-778721,3,1,10
346232069,1492463089399999,452208464,-931456849,296588,265553,0.63,0.0455754,1.603,2.182,0.81,1.12,83,4,11.77,8.67,-6.33,-4.84,5.65283,23016,3,1,10
346432070,1492463089399999,452208620,-931457005,297346,266311,0.63,0.0470288,1.605,2.189,0.81,1.12,83,4,11.46,8.63,-6.02,-4.54,5.67418,-176985,3,1,10
346634212,1492463089399999,452208777,-931457156,298167,267133,0.64,0.0470441,1.608,2.196,0.81,1.12,83,4,11.39,8.73,-5.93,-4.29,5.68674,-379127,3,1,10
346833100,1492463089399999,452208934,-931457300,299036,268001,0.61,0.0453381,1.61,2.2,0.81,1.12,83,4,11.28,8.86,-5.48,-4.31,5.7295,-578015,3,1,10
347030071,1492463089399999,452209093,-931457434,299909,268874,0.61,0.04565,1.612,2.204,0.81,1.12,83,4,11.12,8.84,-5.09,-4.43,5.76042,-774986,3,1,10
347235080,1492463090399999,452209250,-931457558,300850,269815,0.63,0.0480994,1.614,2.208,0.81,1.12,83,4,10.8,8.69,-4.68,-4.39,5.7891,23007,3,1,10
347433071,1492463090399999,452209403,-931457659,301908,270873,0.63,0.0564228,1.62,2.214,0.81,1.12,83,4,10.43,8.53,-3.44,-4.9,5.89942,-174984,3,1,10
347634104,1492463090399999,452209563,-931457737,302780,271745,0.63,0.0553514,1.626,2.221,0.81,1.12,83,4,10.67,9.04,-2.85,-4.9,5.97835,-376017,3,1,10
347831445,1492463090399999,452209730,-931457801,303691,272656,0.62,0.0559031,1.634,2.228,0.81,1.12,83,4,10.78,9.38,-2.3,-4.8,6.043,-573358,3,1,10
348032206,1492463090399999,452209898,-931457845,304599,273564,0.59,0.0603008,1.641,2.236,0.81,1.12,83,4,10.46,9.5,-1.48,-4.12,6.12828,-774119,3,1,10
348230068,1492463091399999,452210072,-931457868,305386,274351,0.55,0.0577186,1.645,2.242,0.81,1.12,83,3,10.49,9.77,-0.63,-3.77,6.2185,22051,3,1,10
348434066,1492463091399999,452210249,-931457873,306246,275211,0.51,0.0537642,1.649,2.245,0.81,1.12,83,3,10.69,10.01,0.12,-3.76,0.0116625,-181947,3,1,10
348629728,1492463091399999,452210435,-931457859,306921,275886,0.51,0.0468486,1.649,2.248,0.81,1.12,83,3,11.01,10.41,0.84,-3.48,0.080061,-377609,3,1,10
348834071,1492463091399999,452210621,-931457826,307573,276539,0.52,0.0471192,1.651,2.253,0.81,1.12,83,3,10.8,10.27,1.63,-2.92,0.157757,-581952,3,1,10
349028075,1492463091399999,452210805,-931457768,308051,277016,0.49,0.0512708,1.653,2.257,0.81,1.12,83,3,10.7,10.01,2.79,-2.56,0.271409,-775956,3,1,10
349232355,1492463092400000,452210990,-931457693,308459,277424,0.46,0.047684,1.655,2.257,0.81,1.12,83,4,11.0,10.31,3.17,-2.19,0.29864,21730,3,1,10
349430069,1492463092400000,452211177,-931457598,308794,277759,0.48,0.0510594,1.657,2.26,0.81,1.12,83,4,11.35,10.35,4.24,-1.93,0.388618,-175984,3,1,10
349633068,1492463092400000,452211367,-931457472,309238,278203,0.46,0.0481962,1.66,2.261,0.81,1.12,83,4,12.19,10.74,5.43,-1.94,0.468449,-378983,3,1,10
349834068,1492463092400000,452211560,-931457324,309506,278471,0.45,0.0433178,1.659,2.259,0.81,1.12,83,4,12.24,10.42,6.23,-1.57,0.538761,-579983,3,1,10
350034367,1492463092400000,452211749,-931457155,309793,278758,0.43,0.0415804,1.656,2.255,0.81,1.12,83,4,12.52,10.32,6.99,-1.19,0.595241,-780282,3,1,10
350229628,1492463093400000,452211933,-931456962,310067,279032,0.49,0.0443488,1.657,2.259,0.81,1.12,83,5,13.05,10.18,8.06,-1.33,0.670075,21628,3,1,10
350430437,1492463093400000,452212113,-931456737,310427,279392,0.48,0.0414207,1.659,2.262,0.81,1.12,83,5,13.73,9.65,9.56,-2.0,0.780398,-179181,3,1,10
350630093,1492463093400000,452212281,-931456480,310976,279941,0.49,0.0410828,1.662,2.268,0.81,1.12,83,5,14.07,8.91,10.56,-2.62,0.869903,-378837,3,1,10
350845191,1492463093400000,452212435,-931456194,311614,280579,0.53,0.0383609,1.667,2.275,0.81,1.12,83,5,14.68,8.28,11.73,-3.03,0.956069,-593935,3,1,10
351030072,1492463093400000,452212578,-931455880,312244,281209,0.55,0.0361018,1.671,2.284,0.81,1.12,83,5,15.2,7.56,12.81,-3.14,1.03747,-778816,3,1,10
351232871,1492463094400000,452212708,-931455550,312684,281649,0.55,0.0300015,1.671,2.283,0.81,1.12,83,5,14.8,6.78,12.97,-2.2,1.0892,21243,3,1,10
351429658,1492463094400000,452212828,-931455207,313022,281987,0.55,0.0288931,1.669,2.281,0.81,1.12,83,5,15.21,6.19,13.78,-1.79,1.14832,-175544,3,1,10
351632068,1492463094400000,452212926,-931454841,313240,282205,0.64,0.0349818,1.674,2.29,0.81,1.12,83,5,15.56,4.64,14.79,-1.37,1.26709,-377954,3,1,10
351832077,1492463094400000,452213001,-931454450,313368,282333,0.82,0.0417875,1.685,2.304,0.81,1.12,83,5,16.21,3.66,15.76,-0.92,1.34276,-577963,3,1,10
352028076,1492463094400000,452213048,-931454035,313366,282331,0.73,0.0381918,1.702,2.318,0.81,1.12,83,5,16.78,1.77,16.68,-0.35,1.46525,-773962,3,1,10
352230133,1492463095400000,452213060,-931453602,313329,282293,0.68,0.0365948,1.717,2.332,0.81,1.12,83,3,17.29,-0.26,17.29,-0.02,1.5856,22722,3,1,10
352432842,1492463095400000,452213042,-931453165,313079,282044,0.57,0.0309215,1.727,2.339,0.81,1.12,83,3,17.25,-2.06,17.12,0.39,1.69038,-179987,3,1,10
352628169,1492463095400000,452212987,-931452728,312863,281828,0.54,0.0304734,1.73,2.341,0.81,1.12,83,3,17.7,-4.01,17.22,0.75,1.79942,-375314,3,1,10
352830070,1492463095400000,452212896,-931452294,312537,281501,0.51,0.0307808,1.725,2.339,0.81,1.12,83,3,18.09,-6.19,16.97,1.06,1.92062,-577215,3,1,10
353031259,1492463095400000,452212775,-931451862,312132,281097,0.5,0.0303502,1.725,2.337,0.81,1.12,83,3,18.66,-7.83,16.89,1.33,2.00484,-778404,3,1,10
353230073,1492463096400000,452212619,-931451442,311744,280708,0.5,0.0321308,1.729,2.342,0.81,1.12,90,4,18.97,-9.76,16.22,1.15,2.11244,22018,3,1,10
353426088,1492463096400000,452212423,-931451042,311531,280495,0.49,0.0322699,1.734,2.348,0.81,1.12,90,4,19.53,-11.9,15.45,0.99,2.22701,-173997,3,1,10
353631206,1492463096400000,452212194,-931450666,311319,280284,0.48,0.0324081,1.738,2.355,0.81,1.12,90,4,19.75,-13.46,14.42,0.96,2.32179,-379115,3,1,10
353827081,1492463096400000,452211939,-931450322,311154,280118,0.46,0.0327898,1.743,2.363,0.81,1.12,90,4,19.62,-14.68,12.99,0.77,2.4172,-574990,3,1,10
354032210,1492463096400000,452211662,-931450010,310984,279948,0.56,0.0322717,1.75,2.373,0.81,1.12,90,4,19.88,-16.06,11.71,0.41,2.51192,-780119,3,1,10
354228069,1492463097400001,452211365,-931449733,310936,279901,0.54,0.0308368,1.756,2.378,0.81,1.12,90,4,19.97,-17.02,10.44,-0.23,2.59138,22687,3,1,10
354431159,1492463097400001,452211052,-931449490,310954,279919,0.54,0.0306215,1.762,2.385,0.81,1.12,90,4,19.92,-17.83,8.87,-0.56,2.68002,-180403,3,1,10
354627919,1492463097400001,452210724,-931449279,311013,279977,0.55,0.0297453,1.769,2.396,0.81,1.12,90,4,20.23,-18.62,7.86,-0.72,2.74245,-377163,3,1,10
354829203,1492463097400001,452210375,-931449091,311362,280326,0.6,0.0285262,1.776,2.408,0.81,1.12,90,4,20.87,-19.53,7.26,-1.2,2.78553,-578447,3,1,10
355030078,1492463097400001,452210023,-931448933,311624,280589,0.61,0.0289072,1.782,2.417,0.81,1.12,90,4,20.38,-19.56,5.51,-1.48,2.86729,-779322,3,1,10
355230069,1492463098400001,452209672,-931448810,311853,280818,0.65,0.0310749,1.791,2.431,0.81,1.12,84,4,20.13,-19.6,4.26,-1.74,2.92746,23023,3,1,10
355428655,1492463098400001,452209319,-931448716,312097,281061,0.55,0.0282408,1.799,2.443,0.81,1.12,84,4,20.04,-19.7,3.36,-1.47,2.97273,-175563,3,1,10
355630081,1492463098400001,452208964,-931448640,312364,281328,0.53,0.027959,1.805,2.454,0.81,1.12,84,4,19.95,-19.71,2.79,-1.33,3.00086,-376989,3,1,10
355830429,1492463098400001,452208611,-931448579,312408,281372,0.55,0.0274174,1.811,2.464,0.81,1.12,84,4,19.89,-19.78,2.05,-0.56,3.03808,-577337,3,1,10
356630089,1492463099400001,452207195,-931448475,311982,280947,0.36,0.0217594,1.798,2.447,0.81,1.12,84,5,20.09,-20.06,0.43,1.07,3.11993,-378625,3,1,10
356837687,1492463099400001,452206836,-931448472,311644,280609,0.42,0.0204209,1.79,2.437,0.81,1.12,84,5,20.29,-20.21,0.01,1.81,3.14124,-586223,3,1,10
357033067,1492463099400001,452206471,-931448480,311263,280227,0.45,0.0217669,1.788,2.435,0.81,1.12,84,5,20.66,-20.57,-0.66,1.81,3.1739,-781603,3,1,10
357237141,1492463100400001,452206103,-931448503,310852,279816,0.48,0.0227022,1.787,2.436,0.81,1.12,90,3,20.78,-20.68,-1.21,1.69,3.20017,21943,3,1,10
357431079,1492463100400001,452205734,-931448540,310558,279523,0.47,0.0229799,1.786,2.431,0.81,1.12,90,3,20.69,-20.59,-1.55,1.2,3.21678,-171995,3,1,10
357637069,1492463100400001,452205367,-931448587,310440,279405,0.47,0.0224142,1.782,2.422,0.81,1.12,90,3,20.58,-20.47,-2.06,0.19,3.24174,-377985,3,1,10
357830069,1492463100400001,452205003,-931448643,310559,279523,0.45,0.0214819,1.773,2.406,0.81,1.12,90,3,20.31,-20.14,-2.43,-0.99,3.26154,-570985,3,1,10
358037069,1492463100400001,452204650,-931448710,310941,279905,0.5,0.0232076,1.768,2.4,0.81,1.12,90,3,19.62,-19.31,-2.61,-2.28,3.276,-777985,3,1,10
358234279,1492463101400002,452204310,-931448781,311473,280438,0.48,0.0236923,1.763,2.393,0.81,1.12,90,5,19.21,-18.79,-2.74,-2.87,3.28641,20811,3,1,10
358436073,1492463101400002,452203979,-931448866,312163,281127,0.49,0.0246203,1.759,2.386,0.81,1.12,90,5,18.93,-18.24,-3.55,-3.58,3.33374,-180983,3,1,10
358631238,1492463101400002,452203659,-931448958,312926,281891,0.51,0.0256679,1.754,2.379,0.81,1.12,90,5,18.44,-17.49,-3.82,-4.42,3.35682,-376148,3,1,10
358838068,1492463101400002,452203351,-931449055,313762,282726,0.54,0.0264236,1.749,2.372,0.81,1.12,90,5,18.01,-16.86,-4.09,-4.82,3.3798,-582978,3,1,10
