timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,fix_type,vel_ned_valid,satellites_used
605251085,1492463348400080,452190167,-931438471,385607,354570,0.53,0.0390238,1.747,2.27,0.81,1.11,84,6,15.37,13.41,6.04,-4.48,0.423111,22019,3,1,10
605448844,1492463348400080,452190409,-931438331,386450,355414,0.52,0.0390746,1.753,2.28,0.81,1.11,84,6,14.88,13.38,5.07,-4.08,0.362075,-175740,3,1,10
605650083,1492463348400080,452190654,-931438214,387308,356272,0.51,0.0376703,1.758,2.287,0.81,1.11,84,6,14.77,13.67,4.2,-3.66,0.298329,-376979,3,1,10
605851074,1492463348400080,452190905,-931438116,388018,356981,0.5,0.0362788,1.761,2.293,0.81,1.11,84,6,14.74,14.0,3.39,-3.15,0.237436,-577970,3,1,10
606049068,1492463348400080,452191161,-931438032,388625,357589,0.48,0.0346875,1.764,2.298,0.81,1.11,84,6,14.77,14.23,3.09,-2.47,0.213705,-775964,3,1,10
606248429,1492463349400081,452191421,-931437964,389150,358113,0.49,0.034594,1.765,2.303,0.81,1.11,78,4,14.74,14.44,2.08,-2.12,0.143099,22124,3,1,10
606451644,1492463349400081,452191687,-931437917,389696,358660,0.48,0.0331599,1.767,2.307,0.81,1.11,78,4,15.01,14.77,1.41,-2.27,0.0953159,-181091,3,1,10
606649066,1492463349400081,452191959,-931437890,390204,359168,0.49,0.0334782,1.768,2.312,0.81,1.11,78,4,15.24,15.07,0.48,-2.24,0.0315561,-378513,3,1,10
606850376,1492463349400081,452192233,-931437890,390701,359665,0.5,0.0342763,1.77,2.317,0.81,1.11,78,4,15.07,14.86,-0.7,-2.4,6.23631,-579823,3,1,10
607046311,1492463349400081,452192507,-931437914,391263,360226,0.49,0.0327487,1.77,2.317,0.81,1.11,78,4,15.41,15.15,-1.54,-2.35,6.18191,-775758,3,1,10
607251160,1492463350400081,452192783,-931437958,391751,360714,0.47,0.0315863,1.768,2.313,0.81,1.11,78,5,15.32,14.97,-2.4,-2.17,6.12397,22873,3,1,10
607450701,1492463350400081,452193057,-931438024,391926,360889,0.48,0.0324701,1.765,2.311,0.81,1.11,78,5,15.27,14.89,-3.07,-1.46,6.07994,-176668,3,1,10
607648223,1492463350400081,452193332,-931438097,392066,361029,0.5,0.0329262,1.765,2.311,0.81,1.11,78,5,15.59,15.29,-3.04,-0.44,6.08663,-374190,3,1,10
607845070,1492463350400081,452193613,-931438176,392012,360975,0.49,0.0316638,1.765,2.314,0.81,1.11,78,5,16.07,15.72,-3.28,0.54,6.07759,-571037,3,1,10
608047716,1492463350400081,452193900,-931438261,391784,360748,0.49,0.0322361,1.763,2.314,0.81,1.11,84,5,16.71,16.29,-3.5,1.29,6.0716,-773683,3,1,10
608248081,1492463351400081,452194194,-931438355,391475,360439,0.45,0.0311372,1.762,2.309,0.81,1.11,84,5,17.02,16.53,-3.83,1.35,6.05571,22014,3,1,10
609254649,1492463352400082,452195668,-931438917,390186,359150,0.53,0.0387835,1.77,2.313,0.89,1.17,90,4,16.38,15.39,-4.61,3.23,5.99198,21437,3,1,9
609453069,1492463352400082,452195941,-931439028,389288,358252,0.47,0.0365343,1.772,2.31,0.89,1.17,90,4,16.36,14.94,-4.45,4.97,5.9938,-176983,3,1,9
609658070,1492463352400082,452196208,-931439134,388326,357290,0.5,0.0376202,1.773,2.312,0.89,1.17,90,4,16.68,15.11,-4.21,5.68,6.01148,-381984,3,1,9
609856935,1492463352400082,452196468,-931439244,386940,355903,0.52,0.040954,1.775,2.316,0.89,1.17,90,4,16.08,13.88,-4.5,6.76,5.96981,-580849,3,1,9
610054072,1492463352400082,452196718,-931439350,385471,354435,0.54,0.040608,1.778,2.321,0.89,1.17,90,4,16.73,14.07,-4.16,8.03,5.99577,-777986,3,1,9
610253664,1492463353400082,452196966,-931439452,383786,352750,0.53,0.0402204,1.776,2.324,0.89,1.17,90,4,17.05,13.86,-4.15,9.02,5.99248,20811,3,1,9
610459163,1492463353400082,452197216,-931439559,382041,351005,0.53,0.0378956,1.776,2.328,0.81,1.11,90,4,17.15,13.9,-4.3,9.08,5.98283,-184688,3,1,10
610649614,1492463353400082,452197466,-931439672,380168,349131,0.52,0.0359751,1.774,2.332,0.81,1.11,90,4,17.39,13.91,-4.52,9.42,5.96917,-375139,3,1,10
610850071,1492463353400082,452197716,-931439786,378261,347225,0.52,0.0354548,1.772,2.335,0.81,1.11,90,4,17.6,14.03,-4.54,9.61,5.9699,-575596,3,1,10
611049069,1492463353400082,452197969,-931439904,376235,345198,0.52,0.034838,1.769,2.339,0.81,1.11,90,4,17.84,14.06,-4.77,9.89,5.95589,-774594,3,1,10
611258069,1492463354400082,452198228,-931440032,374331,343294,0.5,0.0316474,1.765,2.342,0.81,1.11,96,4,18.13,14.65,-5.29,9.28,5.93665,22013,3,1,10
611453666,1492463354400082,452198489,-931440168,372312,341276,0.49,0.0314943,1.761,2.345,0.81,1.11,96,4,18.13,14.41,-5.37,9.59,5.92675,-173584,3,1,10
611650090,1492463354400082,452198751,-931440302,370301,339264,0.5,0.0315304,1.758,2.35,0.81,1.11,96,4,18.59,14.74,-5.28,10.01,5.9396,-370008,3,1,10
611852962,1492463354400082,452199015,-931440438,368300,337263,0.51,0.0325806,1.755,2.355,0.81,1.11,96,4,18.73,14.86,-5.47,10.01,5.93056,-572880,3,1,10
612057065,1492463354400082,452199282,-931440576,366232,335195,0.55,0.0334672,1.755,2.362,0.81,1.11,96,4,19.22,15.01,-5.51,10.66,5.93125,-776983,3,1,10
612253082,1492463355400083,452199548,-931440717,363886,332850,0.56,0.036224,1.757,2.371,0.81,1.11,96,4,19.45,14.63,-5.6,11.53,5.91752,22594,3,1,10
612453122,1492463355400083,452199811,-931440861,361425,330389,0.54,0.0348863,1.759,2.378,0.81,1.11,96,4,19.57,14.62,-5.69,11.7,5.91178,-177446,3,1,10
612649070,1492463355400083,452200079,-931441009,359076,328040,0.53,0.0328499,1.762,2.385,0.81,1.11,96,4,20.24,15.26,-5.98,11.88,5.90941,-373394,3,1,10
612856570,1492463355400083,452200358,-931441166,356723,325686,0.52,0.0322116,1.764,2.392,0.81,1.11,96,4,20.42,15.68,-6.19,11.52,5.90686,-580894,3,1,10
613046067,1492463355400083,452200642,-931441331,354388,323351,0.53,0.0326366,1.767,2.399,0.81,1.11,96,4,20.44,15.84,-6.58,11.11,5.88959,-770391,3,1,10
613254071,1492463356400083,452200931,-931441501,352077,321040,0.53,0.031991,1.77,2.406,0.81,1.11,96,5,20.6,16.16,-6.62,10.93,5.89446,21023,3,1,10
613454067,1492463356400083,452201228,-931441662,349912,318876,0.52,0.030703,1.773,2.412,0.81,1.11,96,5,21.09,16.86,-6.24,11.04,5.92887,-178973,3,1,10
613655077,1492463356400083,452201530,-931441817,347782,316745,0.53,0.0300094,1.775,2.418,0.81,1.11,96,5,21.11,16.87,-6.18,11.09,5.93195,-379983,3,1,10
613850345,1492463356400083,452201829,-931441980,345530,314494,0.54,0.030113,1.776,2.425,0.81,1.11,96,5,20.91,16.52,-6.55,11.02,5.9054,-575251,3,1,10
614055359,1492463356400083,452202125,-931442144,343277,312241,0.53,0.0297776,1.776,2.429,0.81,1.11,96,5,20.96,16.41,-6.48,11.3,5.90726,-780265,3,1,10
614250075,1492463357400083,452202417,-931442307,340921,309885,0.53,0.0303951,1.777,2.433,0.81,1.11,90,5,21.04,16.22,-6.51,11.73,5.90161,22015,3,1,10
614460112,1492463357400083,452202708,-931442469,338596,307559,0.53,0.0295109,1.777,2.438,0.81,1.11,90,5,21.26,16.26,-6.43,12.09,5.90644,-188022,3,1,10
614651078,1492463357400083,452203000,-931442629,336116,305080,0.51,0.0292369,1.776,2.439,0.81,1.11,90,5,21.62,16.32,-6.44,12.63,5.90741,-378988,3,1,10
614863079,1492463357400083,452203287,-931442797,333406,302370,0.52,0.0303993,1.774,2.439,0.81,1.11,90,5,21.26,15.73,-6.67,12.65,5.88209,-590989,3,1,10
615054256,1492463357400083,452203574,-931442965,330877,299841,0.52,0.0304005,1.773,2.441,0.81,1.11,90,5,21.88,16.32,-6.72,12.93,5.89269,-782166,3,1,10
615255108,1492463358400084,452203867,-931443136,328310,297274,0.52,0.032051,1.774,2.445,0.81,1.11,90,4,22.07,16.46,-6.8,13.03,5.89139,20996,3,1,10
615456072,1492463358400084,452204157,-931443315,325510,294473,0.53,0.0332112,1.776,2.448,0.81,1.11,90,4,21.79,15.79,-7.11,13.22,5.86035,-179968,3,1,10
615655282,1492463358400084,452204445,-931443499,322839,291802,0.52,0.0315264,1.777,2.453,0.81,1.11,90,4,22.23,16.28,-7.35,13.22,5.85914,-379178,3,1,10
615849069,1492463358400084,452204738,-931443687,320053,289016,0.52,0.0310991,1.778,2.456,0.81,1.11,90,4,22.35,16.23,-7.35,13.49,5.85814,-572965,3,1,10
616057072,1492463358400084,452205032,-931443877,317293,286257,0.51,0.0302499,1.779,2.458,0.81,1.11,90,5,22.44,16.43,-7.49,13.31,5.85555,-780968,3,1,10
616250070,1492463359400084,452205327,-931444068,314565,283529,0.52,0.0307005,1.78,2.461,0.81,1.11,90,5,22.54,16.38,-7.54,13.53,5.85166,22371,3,1,10
616456073,1492463359400084,452205621,-931444260,311872,280836,0.53,0.0318858,1.781,2.465,0.81,1.11,90,5,22.57,16.34,-7.62,13.58,5.8468,-183632,3,1,10
616655066,1492463359400084,452205914,-931444458,309030,277994,0.52,0.0311609,1.784,2.47,0.81,1.11,90,5,22.69,16.31,-7.82,13.7,5.83623,-382625,3,1,10
616851126,1492463359400084,452206211,-931444665,306249,275213,0.53,0.031062,1.786,2.475,0.81,1.11,90,5,22.75,16.56,-8.27,13.23,5.82025,-578685,3,1,10
617053106,1492463359400084,452206515,-931444876,303789,272753,0.53,0.0300511,1.788,2.479,0.81,1.11,90,5,22.75,17.18,-8.33,12.37,5.83174,-780665,3,1,10
617254561,1492463360400085,452206835,-931445099,301722,270686,0.53,0.0287438,1.79,2.483,0.81,1.11,90,5,22.82,18.29,-8.93,10.32,5.82915,21528,3,1,10
617450509,1492463360400085,452207164,-931445331,299725,268689,0.54,0.0289592,1.792,2.489,0.81,1.11,90,5,22.43,18.23,-9.17,9.31,5.81718,-174420,3,1,10
617653133,1492463360400085,452207497,-931445564,298126,267090,0.54,0.0277045,1.795,2.496,0.81,1.11,90,5,22.18,18.76,-9.06,7.63,5.83346,-377044,3,1,10
617848071,1492463360400085,452207838,-931445789,296794,265758,0.56,0.02779,1.797,2.503,0.81,1.11,90,5,22.08,19.13,-8.69,6.78,5.85685,-571982,3,1,10
618051413,1492463360400085,452208183,-931446010,295890,264854,0.57,0.0278754,1.8,2.51,0.81,1.11,90,5,21.77,19.37,-8.65,4.87,5.8631,-775324,3,1,10
618247298,1492463361400085,452208529,-931446229,295341,264305,0.57,0.0280097,1.804,2.516,0.81,1.11,90,5,21.27,19.25,-8.48,3.15,5.86816,22521,3,1,10
618449214,1492463361400085,452208877,-931446445,294966,263930,0.59,0.0274158,1.806,2.523,0.81,1.11,90,5,21.34,19.47,-8.47,2.14,5.87286,-179395,3,1,10
618650255,1492463361400085,452209225,-931446666,294792,263756,0.58,0.026884,1.809,2.528,0.81,1.11,90,5,21.37,19.42,-8.86,1.05,5.85515,-380436,3,1,10
618849145,1492463361400085,452209576,-931446888,294806,263770,0.57,0.0267091,1.812,2.531,0.81,1.11,90,5,21.43,19.61,-8.64,0.05,5.86824,-579326,3,1,10
619047076,1492463361400085,452209928,-931447110,294917,263881,0.56,0.0259778,1.814,2.534,0.81,1.11,90,5,21.41,19.54,-8.76,-0.4,5.86169,-777257,3,1,10
619249581,1492463362400085,452210279,-931447334,294855,263819,0.58,0.0262792,1.816,2.537,0.81,1.11,90,6,21.42,19.49,-8.89,0.58,5.85533,21512,3,1,10
619447268,1492463362400085,452210633,-931447560,294688,263652,0.58,0.0263896,1.818,2.541,0.81,1.11,90,6,21.74,19.78,-8.96,1.1,5.8579,-176175,3,1,10
619653190,1492463362400085,452210988,-931447788,294622,263586,0.61,0.0276389,1.822,2.547,0.81,1.11,90,6,21.63,19.71,-8.89,0.33,5.8593,-382097,3,1,10
619846638,1492463362400085,452211340,-931448014,294712,263677,0.63,0.0277554,1.828,2.553,0.81,1.11,90,6,21.48,19.58,-8.82,-0.58,5.85979,-575545,3,1,10
620050069,1492463362400085,452211683,-931448240,295092,264057,0.69,0.0278766,1.835,2.559,0.81,1.11,90,6,20.81,18.72,-8.85,-2.02,5.84171,-778976,3,1,10
620248238,1492463363400086,452212017,-931448472,295856,264820,0.69,0.0278418,1.841,2.56,0.81,1.11,90,5,20.99,18.46,-9.25,-3.78,5.81892,21849,3,1,10
620449079,1492463363400086,452212335,-931448699,296889,265853,0.69,0.0298385,1.847,2.561,0.81,1.11,90,5,19.99,17.22,-8.7,-5.23,5.81546,-178992,3,1,10
620646071,1492463363400086,452212641,-931448917,297882,266846,0.67,0.0301153,1.854,2.565,0.81,1.11,90,5,19.54,16.82,-8.51,-5.12,5.81507,-375984,3,1,10
620862397,1492463363400086,452212942,-931449140,298750,267714,0.71,0.0304129,1.861,2.572,0.81,1.11,90,5,19.47,16.7,-8.95,-4.46,5.79102,-592310,3,1,10
621040183,1492463363400086,452213239,-931449363,299232,268196,0.69,0.0303534,1.867,2.576,0.81,1.11,90,5,18.73,16.3,-8.79,-2.82,5.78849,-770096,3,1,10
621248070,1492463364400086,452213534,-931449586,299592,268557,0.67,0.0305187,1.874,2.58,0.81,1.11,90,6,18.79,16.51,-8.77,-1.91,5.79517,23282,3,1,10
621448130,1492463364400086,452213829,-931449816,299892,268856,0.67,0.0303008,1.879,2.583,0.81,1.11,90,6,18.87,16.38,-9.23,-1.66,5.76979,-176778,3,1,10
621647403,1492463364400086,452214123,-931450055,300087,269052,0.6,0.0260176,1.881,2.581,0.81,1.11,90,6,19.02,16.45,-9.52,-0.78,5.75863,-376051,3,1,10
621848916,1492463364400086,452214409,-931450309,300285,269249,0.59,0.026266,1.881,2.579,0.81,1.11,90,6,18.68,15.53,-10.3,-1.34,5.69769,-577564,3,1,10
622049595,1492463364400086,452214679,-931450586,300582,269546,0.65,0.0271025,1.882,2.577,0.81,1.11,90,6,18.61,14.62,-11.34,-1.96,5.62343,-778243,3,1,10
622246071,1492463365400086,452214941,-931450884,300892,269857,0.61,0.0259358,1.883,2.574,0.81,1.11,90,4,18.79,14.39,-11.91,-2.08,5.59155,22788,3,1,10
622448070,1492463365400086,452215193,-931451190,301339,270303,0.62,0.0258576,1.883,2.57,0.81,1.11,90,4,18.58,13.88,-12.12,-2.43,5.56564,-179211,3,1,10
622644071,1492463365400086,452215431,-931451502,301945,270909,0.57,0.0279998,1.885,2.568,0.81,1.11,90,4,18.18,12.83,-12.48,-3.19,5.51135,-375212,3,1,10
622850506,1492463365400086,452215649,-931451833,302639,271604,0.55,0.0281925,1.886,2.564,0.81,1.11,90,4,18.14,11.45,-13.49,-4.0,5.41625,-581647,3,1,10
623045293,1492463365400086,452215844,-931452183,303471,272435,0.55,0.0295987,1.887,2.563,0.81,1.11,90,4,18.01,10.15,-14.03,-4.95,5.33863,-776434,3,1,10
623246068,1492463366400087,452216008,-931452550,304549,273513,0.6,0.031517,1.891,2.564,0.81,1.11,89,5,17.95,8.43,-14.81,-5.66,5.23001,24019,3,1,10
623442070,1492463366400087,452216142,-931452929,305666,274630,0.59,0.0328483,1.895,2.56,0.81,1.11,89,5,17.44,6.65,-15.01,-5.9,5.12931,-171983,3,1,10
623647083,1492463366400087,452216240,-931453310,306995,275959,0.57,0.0345936,1.897,2.554,0.81,1.11,89,5,17.31,4.8,-15.09,-6.98,5.0204,-376996,3,1,10
623843097,1492463366400087,452216311,-931453687,308361,277325,0.55,0.0378764,1.899,2.547,0.81,1.11,89,5,17.1,2.94,-14.81,-8.03,4.9085,-573010,3,1,10
624047075,1492463366400087,452216344,-931454050,309949,278913,0.55,0.0416345,1.901,2.542,0.81,1.11,89,5,16.48,0.94,-13.97,-8.68,4.77937,-776988,3,1,10
624245564,1492463367400087,452216344,-931454394,311653,280618,0.55,0.0436173,1.902,2.534,0.81,1.11,86,5,15.82,-0.53,-13.24,-8.64,4.67205,20725,3,1,10
624446070,1492463367400087,452216324,-931454727,313203,282168,0.56,0.043406,1.901,2.525,0.81,1.11,86,5,15.36,-1.59,-13.07,-7.91,4.59156,-179781,3,1,10
624645068,1492463367400087,452216289,-931455057,314642,283607,0.56,0.0439456,1.901,2.513,0.81,1.11,86,5,15.03,-2.09,-13.01,-7.22,4.55282,-378779,3,1,10
624845070,1492463367400087,452216243,-931455386,315911,284876,0.54,0.0430177,1.899,2.501,0.81,1.11,86,5,14.94,-2.94,-13.02,-6.71,4.49056,-578781,3,1,10
625051419,1492463367400087,452216182,-931455698,317494,286459,0.53,0.0445132,1.896,2.49,0.81,1.11,86,5,14.04,-2.95,-12.1,-6.48,4.47327,-785130,3,1,10
625248976,1492463368400087,452216112,-931456002,318885,287850,0.52,0.0426745,1.892,2.481,0.81,1.11,86,5,14.29,-4.19,-12.11,-6.32,4.37893,21111,3,1,10
625444113,1492463368400087,452216026,-931456299,320221,289186,0.52,0.0436255,1.887,2.473,0.81,1.11,86,5,13.85,-4.77,-11.68,-5.72,4.32447,-174026,3,1,10
625648960,1492463368400087,452215928,-931456599,321271,290236,0.54,0.0410693,1.885,2.47,0.81,1.11,86,5,14.25,-5.82,-11.95,-5.12,4.25905,-378873,3,1,10
625845768,1492463368400087,452215814,-931456897,322260,291225,0.52,0.0401291,1.883,2.465,0.81,1.11,86,5,14.2,-6.53,-11.64,-4.83,4.20142,-575681,3,1,10
626053721,1492463368400087,452215691,-931457189,323325,292290,0.53,0.0391065,1.882,2.46,0.81,1.11,86,5,14.34,-6.87,-11.62,-4.83,4.17839,-783634,3,1,10
626249710,1492463369400088,452215562,-931457483,324281,293246,0.56,0.0399207,1.883,2.456,0.81,1.11,86,4,14.44,-7.26,-11.71,-4.34,4.15717,21380,3,1,10
626452356,1492463369400088,452215417,-931457771,325112,294077,0.51,0.0383285,1.879,2.444,0.81,1.11,86,4,14.68,-8.54,-11.09,-4.43,4.05616,-181266,3,1,10
626647265,1492463369400088,452215252,-931458041,325888,294853,0.54,0.0328836,1.874,2.431,0.81,1.11,86,4,14.9,-9.69,-10.52,-4.17,3.96788,-376175,3,1,10
626858075,1492463369400088,452215071,-931458291,326763,295728,0.54,0.0349172,1.87,2.421,0.81,1.11,86,4,14.54,-10.15,-9.44,-4.41,3.89079,-586985,3,1,10
627049922,1492463369400088,452214875,-931458516,327525,296490,0.61,0.0365439,1.869,2.416,0.81,1.11,86,4,14.87,-11.47,-8.01,-5.04,3.75154,-778832,3,1,10
627250071,1492463370400088,452214659,-931458692,328634,297599,0.82,0.0433894,1.876,2.423,0.81,1.11,86,5,15.0,-12.44,-6.11,-5.75,3.59811,21023,3,1,10
627447073,1492463370400088,452214431,-931458817,329874,298840,0.69,0.0446923,1.886,2.429,0.81,1.11,86,5,15.06,-12.96,-4.12,-6.46,3.44924,-175979,3,1,10
627647423,1492463370400088,452214199,-931458892,331262,300227,0.63,0.0468047,1.894,2.436,0.81,1.11,86,5,14.76,-12.94,-2.3,-6.73,3.31731,-376329,3,1,10
627848069,1492463370400088,452213970,-931458924,332674,301640,0.58,0.0486999,1.898,2.438,0.81,1.11,86,5,14.38,-12.63,-0.65,-6.83,3.19274,-576975,3,1,10
628048070,1492463370400088,452213744,-931458917,334092,303057,0.56,0.0467773,1.897,2.437,0.81,1.11,86,5,14.29,-12.53,0.82,-6.81,3.07621,-776976,3,1,10
628248063,1492463371400089,452213519,-931458878,335391,304356,0.53,0.0450237,1.893,2.433,0.81,1.11,86,6,14.28,-12.51,2.14,-6.54,2.97221,22418,3,1,10
628446093,1492463371400089,452213289,-931458818,336519,305485,0.51,0.0412215,1.885,2.42,0.81,1.11,86,6,14.34,-12.81,2.7,-5.86,2.93354,-175612,3,1,10
628648262,1492463371400089,452213059,-931458740,337588,306553,0.5,0.0409615,1.873,2.407,0.81,1.11,86,6,14.15,-12.86,3.28,-4.92,2.8922,-377781,3,1,10
628849233,1492463371400089,452212820,-931458653,338248,307213,0.52,0.0389036,1.861,2.396,0.81,1.11,86,6,14.36,-13.58,3.48,-3.14,2.8905,-578752,3,1,10
629043106,1492463371400089,452212565,-931458569,338408,307373,0.52,0.0397125,1.853,2.387,0.81,1.11,86,6,14.94,-14.6,3.15,-0.56,2.92923,-772625,3,1,10
629255079,1492463372400089,452212293,-931458488,338365,307330,0.5,0.0361517,1.844,2.379,0.81,1.11,98,5,15.74,-15.4,3.23,0.35,2.93461,21849,3,1,10
629449695,1492463372400089,452212016,-931458396,338549,307514,0.47,0.0350883,1.835,2.373,0.81,1.11,98,5,15.99,-15.42,4.08,-1.15,2.88268,-172767,3,1,10
629650070,1492463372400089,452211744,-931458270,338981,307946,0.46,0.0326932,1.825,2.362,0.81,1.11,98,5,16.34,-15.03,5.85,-2.61,2.77057,-373142,3,1,10
629847331,1492463372400089,452211484,-931458096,339726,308691,0.44,0.0335739,1.814,2.352,0.81,1.11,98,5,16.42,-14.01,7.75,-3.64,2.63594,-570403,3,1,10
630047079,1492463372400089,452211236,-931457886,340404,309369,0.43,0.0328476,1.804,2.343,0.81,1.11,98,5,16.68,-13.64,8.84,-3.76,2.56622,-770151,3,1,10
630250069,1492463373400089,452210994,-931457652,341025,309990,0.45,0.0328509,1.794,2.333,0.81,1.11,105,4,16.71,-13.25,9.7,-3.08,2.50938,21021,3,1,10
630447242,1492463373400089,452210758,-931457393,341561,310527,0.43,0.0274319,1.782,2.316,0.81,1.11,105,4,16.99,-13.01,10.65,-2.48,2.45545,-176152,3,1,10
630648093,1492463373400089,452210522,-931457114,342005,310970,0.41,0.0260468,1.771,2.3,0.81,1.11,105,4,17.48,-13.13,11.36,-2.0,2.42868,-377003,3,1,10
630850070,1492463373400089,452210287,-931456819,342369,311334,0.47,0.0273413,1.767,2.297,0.81,1.11,105,4,17.65,-12.93,11.92,-1.51,2.39691,-578980,3,1,10
631046089,1492463373400089,452210053,-931456509,342627,311592,0.47,0.0276116,1.764,2.295,0.81,1.11,105,4,18.01,-13.01,12.41,-1.04,2.37999,-774999,3,1,10
631254069,1492463374400090,452209823,-931456194,342726,311691,0.48,0.0273842,1.762,2.292,0.81,1.11,105,4,17.65,-12.57,12.39,-0.3,2.36332,21110,3,1,10
631449074,1492463374400090,452209600,-931455875,342643,311608,0.49,0.026552,1.76,2.286,0.81,1.11,105,4,17.53,-12.34,12.42,0.83,2.35311,-173895,3,1,10
631649087,1492463374400090,452209381,-931455555,342326,311291,0.48,0.0270229,1.757,2.284,0.81,1.11,105,4,17.62,-12.13,12.65,1.84,2.33488,-373908,3,1,10
631845102,1492463374400090,452209167,-931455223,341874,310839,0.48,0.0263667,1.754,2.28,0.81,1.11,105,4,17.92,-11.87,13.2,2.41,2.30288,-569923,3,1,10
632051083,1492463374400090,452208964,-931454865,341445,310410,0.48,0.0242896,1.75,2.273,0.81,1.11,105,4,18.54,-11.06,14.75,1.94,2.21418,-775904,3,1,10
632247073,1492463375400090,452208782,-931454470,341186,310150,0.47,0.0258749,1.747,2.27,0.81,1.11,97,4,18.69,-9.42,16.08,1.36,2.10097,22015,3,1,10
632451356,1492463375400090,452208626,-931454044,340969,309934,0.48,0.0246149,1.743,2.268,0.81,1.11,97,4,19.04,-8.2,17.16,0.88,2.01661,-182268,3,1,10
632650064,1492463375400090,452208498,-931453593,340907,309872,0.48,0.0288981,1.743,2.271,0.81,1.11,97,4,19.14,-6.16,18.13,0.15,1.89832,-380976,3,1,10
632861558,1492463375400090,452208404,-931453122,341013,309978,0.53,0.0278432,1.743,2.273,0.81,1.11,97,4,19.39,-4.52,18.85,-0.55,1.80637,-592470,3,1,10
633048087,1492463375400090,452208340,-931452639,341148,310113,0.56,0.0297587,1.745,2.279,0.81,1.11,97,4,19.3,-2.73,19.09,-0.86,1.71267,-778999,3,1,10
633249128,1492463376400090,452208300,-931452149,341330,310294,0.6,0.0313831,1.745,2.286,0.81,1.11,91,3,19.57,-1.64,19.48,-0.82,1.65457,21121,3,1,10
633451113,1492463376400090,452208289,-931451648,341551,310516,0.56,0.0295936,1.748,2.291,0.81,1.11,91,3,20.03,0.3,19.99,-1.16,1.55569,-180864,3,1,10
633648834,1492463376400090,452208318,-931451150,341944,310908,0.56,0.0310918,1.75,2.3,0.81,1.11,91,3,19.83,2.7,19.54,-2.05,1.43344,-378585,3,1,10
633846515,1492463376400090,452208392,-931450659,342360,311324,0.56,0.0316936,1.753,2.308,0.81,1.11,91,3,20.22,5.34,19.37,-2.25,1.30171,-576266,3,1,10
634048094,1492463376400090,452208510,-931450178,342854,311818,0.54,0.0299738,1.755,2.316,0.81,1.11,91,3,20.46,7.56,18.85,-2.52,1.18945,-777845,3,1,10
634246535,1492463377400091,452208666,-931449722,343416,312381,0.54,0.0311576,1.758,2.323,0.81,1.11,91,3,20.24,9.71,17.53,-2.82,1.06494,21634,3,1,10
634448474,1492463377400091,452208862,-931449303,344055,313019,0.53,0.0322551,1.761,2.328,0.81,1.11,91,3,20.08,11.8,15.9,-3.34,0.932359,-180305,3,1,10
634648309,1492463377400091,452209085,-931448920,344677,313642,0.52,0.0321722,1.76,2.33,0.81,1.11,91,3,20.05,13.09,14.84,-3.24,0.847791,-380140,3,1,10
634848004,1492463377400091,452209330,-931448570,345316,314281,0.51,0.0325361,1.758,2.328,0.81,1.11,91,3,19.94,14.34,13.43,-3.37,0.752653,-579835,3,1,10
635049079,1492463377400091,452209594,-931448249,345973,314938,0.59,0.033522,1.761,2.337,0.81,1.11,91,3,19.59,15.0,12.16,-3.29,0.681265,-780910,3,1,10
635248070,1492463378400091,452209874,-931447962,346730,315695,0.61,0.0323499,1.765,2.344,0.81,1.11,91,3,19.78,16.15,10.9,-3.39,0.593869,23021,3,1,10
635447078,1492463378400091,452210176,-931447708,347595,316559,0.58,0.0307586,1.77,2.35,0.81,1.11,91,3,20.1,17.36,9.53,-3.43,0.502284,-175987,3,1,10
635647080,1492463378400091,452210487,-931447496,348351,317315,0.58,0.0303357,1.773,2.354,0.81,1.11,91,3,19.26,17.37,7.62,-3.34,0.413345,-375989,3,1,10
635849080,1492463378400091,452210803,-931447325,349063,318027,0.56,0.0297662,1.775,2.358,0.81,1.11,91,3,19.15,17.82,6.12,-3.44,0.331089,-577989,3,1,10
636049067,1492463378400091,452211125,-931447190,349833,318797,0.55,0.0291508,1.776,2.36,0.81,1.11,91,3,19.07,18.12,4.79,-3.51,0.258491,-777976,3,1,10
636246087,1492463379400091,452211451,-931447089,350392,319356,0.62,0.0298177,1.778,2.363,0.81,1.11,90,3,18.77,18.21,3.36,-3.05,0.182652,22134,3,1,10
636447081,1492463379400091,452211774,-931447026,350930,319894,0.59,0.0308293,1.78,2.365,0.81,1.11,90,3,18.25,17.89,1.89,-3.06,0.105468,-178860,3,1,10
636651072,1492463379400091,452212095,-931446998,351567,320531,0.58,0.0303984,1.782,2.365,0.81,1.11,90,3,18.28,18.05,0.64,-2.83,0.0352061,-382851,3,1,10
636846070,1492463379400091,452212416,-931446997,352055,321019,0.56,0.0318641,1.785,2.364,0.81,1.11,90,3,17.92,17.76,-0.37,-2.4,6.2622,-577849,3,1,10
637045070,1492463379400091,452212736,-931447014,352474,321438,0.57,0.0322861,1.784,2.353,0.81,1.11,90,3,18.11,18.02,-0.79,-1.62,6.23956,-776849,3,1,10
