timestamp,heartbeat_time,telem_time,rxerrors,fixed,type,rssi,remote_rssi,noise,remote_noise,txbuf,system_id,component_id
374598101,374598101,0,0,0,0,0,0,0,0,0,0,0
375660308,375660308,0,0,0,0,0,0,0,0,0,0,0
376779353,376779353,0,0,0,0,0,0,0,0,0,0,0
377652265,377652265,0,0,0,0,0,0,0,0,0,0,0
378665510,378665510,0,0,0,0,0,0,0,0,0,0,0
379833194,379833194,0,0,0,0,0,0,0,0,0,0,0
380707502,380707502,0,0,0,0,0,0,0,0,0,0,0
381724262,381724262,0,0,0,0,0,0,0,0,0,0,0
382670067,382670067,0,0,0,0,0,0,0,0,0,0,0
383689066,383689066,0,0,0,0,0,0,0,0,0,0,0
384849067,384849067,0,0,0,0,0,0,0,0,0,0,0
385723058,385723058,0,0,0,0,0,0,0,0,0,0,0
386731119,386731119,0,0,0,0,0,0,0,0,0,0,0
387903141,387903141,0,0,0,0,0,0,0,0,0,0,0
388777071,388777071,0,0,0,0,0,0,0,0,0,0,0
389790382,389790382,0,0,0,0,0,0,0,0,0,0,0
390889448,390889448,0,0,0,0,0,0,0,0,0,0,0
391833074,391833074,0,0,0,0,0,0,0,0,0,0,0
392908880,392908880,0,0,0,0,0,0,0,0,0,0,0
393926077,393926077,0,0,0,0,0,0,0,0,0,0,0
394873320,394873320,0,0,0,0,0,0,0,0,0,0,0
395963230,395963230,0,0,0,0,0,0,0,0,0,0,0
396973213,396973213,0,0,0,0,0,0,0,0,0,0,0
397923058,397923058,0,0,0,0,0,0,0,0,0,0,0
398942062,398942062,0,0,0,0,0,0,0,0,0,0,0
400104180,400104180,0,0,0,0,0,0,0,0,0,0,0
400975082,400975082,0,0,0,0,0,0,0,0,0,0,0
402066071,402066071,0,0,0,0,0,0,0,0,0,0,0
403158325,403158325,0,0,0,0,0,0,0,0,0,0,0
404030108,404030108,0,0,0,0,0,0,0,0,0,0,0
405051124,405051124,0,0,0,0,0,0,0,0,0,0,0
405993489,405993489,0,0,0,0,0,0,0,0,0,0,0
407078561,407078561,0,0,0,0,0,0,0,0,0,0,0
408101860,408101860,0,0,0,0,0,0,0,0,0,0,0
409044533,409044533,0,0,0,0,0,0,0,0,0,0,0
410064139,410064139,0,0,0,0,0,0,0,0,0,0,0
411192063,411192063,0,0,0,0,0,0,0,0,0,0,0
412096366,412096366,0,0,0,0,0,0,0,0,0,0,0
413122652,413122652,0,0,0,0,0,0,0,0,0,0,0
414202828,414202828,0,0,0,0,0,0,0,0,0,0,0
415147236,415147236,0,0,0,0,0,0,0,0,0,0,0
416233309,416233309,0,0,0,0,0,0,0,0,0,0,0
417326570,417326570,0,0,0,0,0,0,0,0,0,0,0
418198273,418198273,0,0,0,0,0,0,0,0,0,0,0
419215944,419215944,0,0,0,0,0,0,0,0,0,0,0
420295141,420295141,0,0,0,0,0,0,0,0,0,0,0
421236186,421236186,0,0,0,0,0,0,0,0,0,0,0
422249057,422249057,0,0,0,0,0,0,0,0,0,0,0
423348888,423348888,0,0,0,0,0,0,0,0,0,0,0
424287098,424287098,0,0,0,0,0,0,0,0,0,0,0
425378067,425378067,0,0,0,0,0,0,0,0,0,0,0
426430442,426430442,0,0,0,0,0,0,0,0,0,0,0
427340983,427340983,0,0,0,0,0,0,0,0,0,0,0
428432051,428432051,0,0,0,0,0,0,0,0,0,0,0
429447092,429447092,0,0,0,0,0,0,0,0,0,0,0
430392799,430392799,0,0,0,0,0,0,0,0,0,0,0
431409286,431409286,0,0,0,0,0,0,0,0,0,0,0
432352136,432352136,0,0,0,0,0,0,0,0,0,0,0
433446539,433446539,0,0,0,0,0,0,0,0,0,0,0
434537514,434537514,0,0,0,0,0,0,0,0,0,0,0
435413293,435413293,0,0,0,0,0,0,0,0,0,0,0
436434069,436434069,0,0,0,0,0,0,0,0,0,0,0
437601140,437601140,0,0,0,0,0,0,0,0,0,0,0
438435137,438435137,0,0,0,0,0,0,0,0,0,0,0
439450068,439450068,0,0,0,0,0,0,0,0,0,0,0
440545066,440545066,0,0,0,0,0,0,0,0,0,0,0
441661623,441661623,0,0,0,0,0,0,0,0,0,0,0
442510063,442510063,0,0,0,0,0,0,0,0,0,0,0
443550066,443550066,0,0,0,0,0,0,0,0,0,0,0
444686086,444686086,0,0,0,0,0,0,0,0,0,0,0
445560059,445560059,0,0,0,0,0,0,0,0,0,0,0
446570114,446570114,0,0,0,0,0,0,0,0,0,0,0
447711079,447711079,0,0,0,0,0,0,0,0,0,0,0
448609066,448609066,0,0,0,0,0,0,0,0,0,0,0
449626220,449626220,0,0,0,0,0,0,0,0,0,0,0
450742068,450742068,0,0,0,0,0,0,0,0,0,0,0
451661088,451661088,0,0,0,0,0,0,0,0,0,0,0
452748068,452748068,0,0,0,0,0,0,0,0,0,0,0
453763073,453763073,0,0,0,0,0,0,0,0,0,0,0
454713746,454713746,0,0,0,0,0,0,0,0,0,0,0
455804519,455804519,0,0,0,0,0,0,0,0,0,0,0
456818069,456818069,0,0,0,0,0,0,0,0,0,0,0
457769377,457769377,0,0,0,0,0,0,0,0,0,0,0
458784101,458784101,0,0,0,0,0,0,0,0,0,0,0
459730359,459730359,0,0,0,0,0,0,0,0,0,0,0
460805095,460805095,0,0,0,0,0,0,0,0,0,0,0
462887140,462887140,0,0,0,0,0,0,0,0,0,0,0
463859564,463859564,0,0,0,0,0,0,0,0,0,0,0
464871219,464871219,0,0,0,0,0,0,0,0,0,0,0
465819153,465819153,0,0,0,0,0,0,0,0,0,0,0
467923071,467923071,0,0,0,0,0,0,0,0,0,0,0
468870068,468870068,0,0,0,0,0,0,0,0,0,0,0
469963350,469963350,0,0,0,0,0,0,0,0,0,0,0
470979277,470979277,0,0,0,0,0,0,0,0,0,0,0
471924915,471924915,0,0,0,0,0,0,0,0,0,0,0
473013068,473013068,0,0,0,0,0,0,0,0,0,0,0
474105065,474105065,0,0,0,0,0,0,0,0,0,0,0
474949303,474949303,0,0,0,0,0,0,0,0,0,0,0
476000098,476000098,0,0,0,0,0,0,0,0,0,0,0
477128147,477128147,0,0,0,0,0,0,0,0,0,0,0
478002068,478002068,0,0,0,0,0,0,0,0,0,0,0
479050051,479050051,0,0,0,0,0,0,0,0,0,0,0
479988263,479988263,0,0,0,0,0,0,0,0,0,0,0
481004245,481004245,0,0,0,0,0,0,0,0,0,0,0
482170244,482170244,0,0,0,0,0,0,0,0,0,0,0
483260190,483260190,0,0,0,0,0,0,0,0,0,0,0
484062061,484062061,0,0,0,0,0,0,0,0,0,0,0
485156407,485156407,0,0,0,0,0,0,0,0,0,0,0
486245851,486245851,0,0,0,0,0,0,0,0,0,0,0
487185710,487185710,0,0,0,0,0,0,0,0,0,0,0
488201070,488201070,0,0,0,0,0,0,0,0,0,0,0
489148106,489148106,0,0,0,0,0,0,0,0,0,0,0
490238071,490238071,0,0,0,0,0,0,0,0,0,0,0
492202253,492202253,0,0,0,0,0,0,0,0,0,0,0
493277068,493277068,0,0,0,0,0,0,0,0,0,0,0
494289055,494289055,0,0,0,0,0,0,0,0,0,0,0
495236133,495236133,0,0,0,0,0,0,0,0,0,0,0
496255061,496255061,0,0,0,0,0,0,0,0,0,0,0
497349240,497349240,0,0,0,0,0,0,0,0,0,0,0
498303101,498303101,0,0,0,0,0,0,0,0,0,0,0
499395135,499395135,0,0,0,0,0,0,0,0,0,0,0
500485211,500485211,0,0,0,0,0,0,0,0,0,0,0
501357076,501357076,0,0,0,0,0,0,0,0,0,0,0
502446071,502446071,0,0,0,0,0,0,0,0,0,0,0
503462063,503462063,0,0,0,0,0,0,0,0,0,0,0
504409203,504409203,0,0,0,0,0,0,0,0,0,0,0
505422107,505422107,0,0,0,0,0,0,0,0,0,0,0
506372274,506372274,0,0,0,0,0,0,0,0,0,0,0
507411133,507411133,0,0,0,0,0,0,0,0,0,0,0
508477472,508477472,0,0,0,0,0,0,0,0,0,0,0
509423075,509423075,0,0,0,0,0,0,0,0,0,0,0
510512234,510512234,0,0,0,0,0,0,0,0,0,0,0
511528820,511528820,0,0,0,0,0,0,0,0,0,0,0
512472061,512472061,0,0,0,0,0,0,0,0,0,0,0
513565318,513565318,0,0,0,0,0,0,0,0,0,0,0
514579843,514579843,0,0,0,0,0,0,0,0,0,0,0
515525065,515525065,0,0,0,0,0,0,0,0,0,0,0
516543662,516543662,0,0,0,0,0,0,0,0,0,0,0
517706668,517706668,0,0,0,0,0,0,0,0,0,0,0
518576065,518576065,0,0,0,0,0,0,0,0,0,0,0
519638592,519638592,0,0,0,0,0,0,0,0,0,0,0
520678067,520678067,0,0,0,0,0,0,0,0,0,0,0
521626500,521626500,0,0,0,0,0,0,0,0,0,0,0
522715071,522715071,0,0,0,0,0,0,0,0,0,0,0
523593081,523593081,0,0,0,0,0,0,0,0,0,0,0
524681777,524681777,0,0,0,0,0,0,0,0,0,0,0
525697512,525697512,0,0,0,0,0,0,0,0,0,0,0
526833191,526833191,0,0,0,0,0,0,0,0,0,0,0
528751274,528751274,0,0,0,0,0,0,0,0,0,0,0
529698112,529698112,0,0,0,0,0,0,0,0,0,0,0
530709199,530709199,0,0,0,0,0,0,0,0,0,0,0
531794216,531794216,0,0,0,0,0,0,0,0,0,0,0
532748279,532748279,0,0,0,0,0,0,0,0,0,0,0
533761066,533761066,0,0,0,0,0,0,0,0,0,0,0
534897459,534897459,0,0,0,0,0,0,0,0,0,0,0
536858057,536858057,0,0,0,0,0,0,0,0,0,0,0
537951211,537951211,0,0,0,0,0,0,0,0,0,0,0
538828131,538828131,0,0,0,0,0,0,0,0,0,0,0
539911067,539911067,0,0,0,0,0,0,0,0,0,0,0
540926065,540926065,0,0,0,0,0,0,0,0,0,0,0
542033156,542033156,0,0,0,0,0,0,0,0,0,0,0
542961784,542961784,0,0,0,0,0,0,0,0,0,0,0
544050618,544050618,0,0,0,0,0,0,0,0,0,0,0
544923070,544923070,0,0,0,0,0,0,0,0,0,0,0
546014207,546014207,0,0,0,0,0,0,0,0,0,0,0
547031079,547031079,0,0,0,0,0,0,0,0,0,0,0
547972362,547972362,0,0,0,0,0,0,0,0,0,0,0
549063171,549063171,0,0,0,0,0,0,0,0,0,0,0
550153207,550153207,0,0,0,0,0,0,0,0,0,0,0
551023859,551023859,0,0,0,0,0,0,0,0,0,0,0
552043172,552043172,0,0,0,0,0,0,0,0,0,0,0
553191078,553191078,0,0,0,0,0,0,0,0,0,0,0
554063303,554063303,0,0,0,0,0,0,0,0,0,0,0
555109855,555109855,0,0,0,0,0,0,0,0,0,0,0
556169064,556169064,0,0,0,0,0,0,0,0,0,0,0
557118076,557118076,0,0,0,0,0,0,0,0,0,0,0
558210074,558210074,0,0,0,0,0,0,0,0,0,0,0
559231072,559231072,0,0,0,0,0,0,0,0,0,0,0
560173076,560173076,0,0,0,0,0,0,0,0,0,0,0
561221297,561221297,0,0,0,0,0,0,0,0,0,0,0
562283299,562283299,0,0,0,0,0,0,0,0,0,0,0
563226343,563226343,0,0,0,0,0,0,0,0,0,0,0
564320258,564320258,0,0,0,0,0,0,0,0,0,0,0
565189798,565189798,0,0,0,0,0,0,0,0,0,0,0
566201270,566201270,0,0,0,0,0,0,0,0,0,0,0
567277285,567277285,0,0,0,0,0,0,0,0,0,0,0
568243445,568243445,0,0,0,0,0,0,0,0,0,0,0
569331074,569331074,0,0,0,0,0,0,0,0,0,0,0
570400110,570400110,0,0,0,0,0,0,0,0,0,0,0
571296106,571296106,0,0,0,0,0,0,0,0,0,0,0
572307108,572307108,0,0,0,0,0,0,0,0,0,0,0
573430191,573430191,0,0,0,0,0,0,0,0,0,0,0
574345137,574345137,0,0,0,0,0,0,0,0,0,0,0
575454074,575454074,0,0,0,0,0,0,0,0,0,0,0
576556153,576556153,0,0,0,0,0,0,0,0,0,0,0
577428214,577428214,0,0,0,0,0,0,0,0,0,0,0
578441099,578441099,0,0,0,0,0,0,0,0,0,0,0
579389831,579389831,0,0,0,0,0,0,0,0,0,0,0
580480646,580480646,0,0,0,0,0,0,0,0,0,0,0
581570068,581570068,0,0,0,0,0,0,0,0,0,0,0
582441152,582441152,0,0,0,0,0,0,0,0,0,0,0
583454067,583454067,0,0,0,0,0,0,0,0,0,0,0
584547475,584547475,0,0,0,0,0,0,0,0,0,0,0
585494076,585494076,0,0,0,0,0,0,0,0,0,0,0
586506785,586506785,0,0,0,0,0,0,0,0,0,0,0
587598116,587598116,0,0,0,0,0,0,0,0,0,0,0
588548240,588548240,0,0,0,0,0,0,0,0,0,0,0
589568358,589568358,0,0,0,0,0,0,0,0,0,0,0
590652159,590652159,0,0,0,0,0,0,0,0,0,0,0
591600066,591600066,0,0,0,0,0,0,0,0,0,0,0
592618060,592618060,0,0,0,0,0,0,0,0,0,0,0
593704285,593704285,0,0,0,0,0,0,0,0,0,0,0
594619082,594619082,0,0,0,0,0,0,0,0,0,0,0
595668993,595668993,0,0,0,0,0,0,0,0,0,0,0
596836172,596836172,0,0,0,0,0,0,0,0,0,0,0
597705102,597705102,0,0,0,0,0,0,0,0,0,0,0
598722094,598722094,0,0,0,0,0,0,0,0,0,0,0
599678070,599678070,0,0,0,0,0,0,0,0,0,0,0
600740294,600740294,0,0,0,0,0,0,0,0,0,0,0
601846054,601846054,0,0,0,0,0,0,0,0,0,0,0
602720242,602720242,0,0,0,0,0,0,0,0,0,0,0
603808066,603808066,0,0,0,0,0,0,0,0,0,0,0
604807899,604807899,0,0,0,0,0,0,0,0,0,0,0
605769557,605769557,0,0,0,0,0,0,0,0,0,0,0
606872433,606872433,0,0,0,0,0,0,0,0,0,0,0
607961079,607961079,0,0,0,0,0,0,0,0,0,0,0
609830074,609830074,0,0,0,0,0,0,0,0,0,0,0
610940063,610940063,0,0,0,0,0,0,0,0,0,0,0
611886754,611886754,0,0,0,0,0,0,0,0,0,0,0
612901080,612901080,0,0,0,0,0,0,0,0,0,0,0
613992354,613992354,0,0,0,0,0,0,0,0,0,0,0
614867069,614867069,0,0,0,0,0,0,0,0,0,0,0
615956351,615956351,0,0,0,0,0,0,0,0,0,0,0
617118065,617118065,0,0,0,0,0,0,0,0,0,0,0
617913061,617913061,0,0,0,0,0,0,0,0,0,0,0
619080903,619080903,0,0,0,0,0,0,0,0,0,0,0
619953066,619953066,0,0,0,0,0,0,0,0,0,0,0
621018921,621018921,0,0,0,0,0,0,0,0,0,0,0
622059098,622059098,0,0,0,0,0,0,0,0,0,0,0
623004158,623004158,0,0,0,0,0,0,0,0,0,0,0
624095077,624095077,0,0,0,0,0,0,0,0,0,0,0
625106151,625106151,0,0,0,0,0,0,0,0,0,0,0
626032206,626032206,0,0,0,0,0,0,0,0,0,0,0
627074806,627074806,0,0,0,0,0,0,0,0,0,0,0
628162929,628162929,0,0,0,0,0,0,0,0,0,0,0
629111065,629111065,0,0,0,0,0,0,0,0,0,0,0
630202601,630202601,0,0,0,0,0,0,0,0,0,0,0
631222077,631222077,0,0,0,0,0,0,0,0,0,0,0
632164074,632164074,0,0,0,0,0,0,0,0,0,0,0
633164085,633164085,0,0,0,0,0,0,0,0,0,0,0
634349173,634349173,0,0,0,0,0,0,0,0,0,0,0
635223130,635223130,0,0,0,0,0,0,0,0,0,0,0
636314067,636314067,0,0,0,0,0,0,0,0,0,0,0
637186556,637186556,0,0,0,0,0,0,0,0,0,0,0
638276062,638276062,0,0,0,0,0,0,0,0,0,0,0
639364067,639364067,0,0,0,0,0,0,0,0,0,0,0
640240991,640240991,0,0,0,0,0,0,0,0,0,0,0
641269229,641269229,0,0,0,0,0,0,0,0,0,0,0
642344143,642344143,0,0,0,0,0,0,0,0,0,0,0
643294065,643294065,0,0,0,0,0,0,0,0,0,0,0
644381312,644381312,0,0,0,0,0,0,0,0,0,0,0
645448784,645448784,0,0,0,0,0,0,0,0,0,0,0
646537909,646537909,0,0,0,0,0,0,0,0,0,0,0
647386783,647386783,0,0,0,0,0,0,0,0,0,0,0
648424270,648424270,0,0,0,0,0,0,0,0,0,0,0
649373062,649373062,0,0,0,0,0,0,0,0,0,0,0
650396230,650396230,0,0,0,0,0,0,0,0,0,0,0
651486067,651486067,0,0,0,0,0,0,0,0,0,0,0
652403672,652403672,0,0,0,0,0,0,0,0,0,0,0
653442344,653442344,0,0,0,0,0,0,0,0,0,0,0
654572066,654572066,0,0,0,0,0,0,0,0,0,0,0
655445077,655445077,0,0,0,0,0,0,0,0,0,0,0
656540214,656540214,0,0,0,0,0,0,0,0,0,0,0
657554068,657554068,0,0,0,0,0,0,0,0,0,0,0
658501538,658501538,0,0,0,0,0,0,0,0,0,0,0
659519249,659519249,0,0,0,0,0,0,0,0,0,0,0
660680292,660680292,0,0,0,0,0,0,0,0,0,0,0
661552130,661552130,0,0,0,0,0,0,0,0,0,0,0
662646392,662646392,0,0,0,0,0,0,0,0,0,0,0
663660394,663660394,0,0,0,0,0,0,0,0,0,0,0
664580196,664580196,0,0,0,0,0,0,0,0,0,0,0
665597059,665597059,0,0,0,0,0,0,0,0,0,0,0
666687362,666687362,0,0,0,0,0,0,0,0,0,0,0
667633189,667633189,0,0,0,0,0,0,0,0,0,0,0
668651434,668651434,0,0,0,0,0,0,0,0,0,0,0
669747076,669747076,0,0,0,0,0,0,0,0,0,0,0
670697548,670697548,0,0,0,0,0,0,0,0,0,0,0
671786799,671786799,0,0,0,0,0,0,0,0,0,0,0
672876067,672876067,0,0,0,0,0,0,0,0,0,0,0
673704067,673704067,0,0,0,0,0,0,0,0,0,0,0
674768931,674768931,0,0,0,0,0,0,0,0,0,0,0
675938466,675938466,0,0,0,0,0,0,0,0,0,0,0
676807924,676807924,0,0,0,0,0,0,0,0,0,0,0
677806729,677806729,0,0,0,0,0,0,0,0,0,0,0
680923391,680923391,0,0,0,0,0,0,0,0,0,0,0
681822066,681822066,0,0,0,0,0,0,0,0,0,0,0
684054805,684054805,0,0,0,0,0,0,0,0,0,0,0
686029194,686029194,0,0,0,0,0,0,0,0,0,0,0
686902524,686902524,0,0,0,0,0,0,0,0,0,0,0
687905031,687905031,0,0,0,0,0,0,0,0,0,0,0
689021234,689021234,0,0,0,0,0,0,0,0,0,0,0
689946073,689946073,0,0,0,0,0,0,0,0,0,0,0
690962390,690962390,0,0,0,0,0,0,0,0,0,0,0
692057061,692057061,0,0,0,0,0,0,0,0,0,0,0
692999330,692999330,0,0,0,0,0,0,0,0,0,0,0
694093070,694093070,0,0,0,0,0,0,0,0,0,0,0
695119137,695119137,0,0,0,0,0,0,0,0,0,0,0
696057065,696057065,0,0,0,0,0,0,0,0,0,0,0
697149250,697149250,0,0,0,0,0,0,0,0,0,0,0
698157058,698157058,0,0,0,0,0,0,0,0,0,0,0
700117172,700117172,0,0,0,0,0,0,0,0,0,0,0
701208097,701208097,0,0,0,0,0,0,0,0,0,0,0
702150066,702150066,0,0,0,0,0,0,0,0,0,0,0
703166789,703166789,0,0,0,0,0,0,0,0,0,0,0
704264149,704264149,0,0,0,0,0,0,0,0,0,0,0
705183489,705183489,0,0,0,0,0,0,0,0,0,0,0
706226914,706226914,0,0,0,0,0,0,0,0,0,0,0
707170334,707170334,0,0,0,0,0,0,0,0,0,0,0
708191934,708191934,0,0,0,0,0,0,0,0,0,0,0
709254429,709254429,0,0,0,0,0,0,0,0,0,0,0
710224198,710224198,0,0,0,0,0,0,0,0,0,0,0
712224234,712224234,0,0,0,0,0,0,0,0,0,0,0
713317083,713317083,0,0,0,0,0,0,0,0,0,0,0
714415827,714415827,0,0,0,0,0,0,0,0,0,0,0
717438104,717438104,0,0,0,0,0,0,0,0,0,0,0
718386907,718386907,0,0,0,0,0,0,0,0,0,0,0
719453070,719453070,0,0,0,0,0,0,0,0,0,0,0
720347074,720347074,0,0,0,0,0,0,0,0,0,0,0
721440829,721440829,0,0,0,0,0,0,0,0,0,0,0
722457692,722457692,0,0,0,0,0,0,0,0,0,0,0
723398067,723398067,0,0,0,0,0,0,0,0,0,0,0
724461996,724461996,0,0,0,0,0,0,0,0,0,0,0
726629065,726629065,0,0,0,0,0,0,0,0,0,0,0
727490038,727490038,0,0,0,0,0,0,0,0,0,0,0
728579375,728579375,0,0,0,0,0,0,0,0,0,0,0
729672456,729672456,0,0,0,0,0,0,0,0,0,0,0
730544165,730544165,0,0,0,0,0,0,0,0,0,0,0
731634748,731634748,0,0,0,0,0,0,0,0,0,0,0
732509057,732509057,0,0,0,0,0,0,0,0,0,0,0
733599843,733599843,0,0,0,0,0,0,0,0,0,0,0
734604067,734604067,0,0,0,0,0,0,0,0,0,0,0
735550308,735550308,0,0,0,0,0,0,0,0,0,0,0
737742067,737742067,0,0,0,0,0,0,0,0,0,0,0
738616160,738616160,0,0,0,0,0,0,0,0,0,0,0
739730479,739730479,0,0,0,0,0,0,0,0,0,0,0
740808872,740808872,0,0,0,0,0,0,0,0,0,0,0
741676073,741676073,0,0,0,0,0,0,0,0,0,0,0
742670066,742670066,0,0,0,0,0,0,0,0,0,0,0
743789955,743789955,0,0,0,0,0,0,0,0,0,0,0
744732320,744732320,0,0,0,0,0,0,0,0,0,0,0
745750059,745750059,0,0,0,0,0,0,0,0,0,0,0
746833133,746833133,0,0,0,0,0,0,0,0,0,0,0
747785742,747785742,0,0,0,0,0,0,0,0,0,0,0
748801923,748801923,0,0,0,0,0,0,0,0,0,0,0
749752483,749752483,0,0,0,0,0,0,0,0,0,0,0
750780382,750780382,0,0,0,0,0,0,0,0,0,0,0
751955470,751955470,0,0,0,0,0,0,0,0,0,0,0
752826252,752826252,0,0,0,0,0,0,0,0,0,0,0
753843610,753843610,0,0,0,0,0,0,0,0,0,0,0
755011158,755011158,0,0,0,0,0,0,0,0,0,0,0
755881316,755881316,0,0,0,0,0,0,0,0,0,0,0
756898075,756898075,0,0,0,0,0,0,0,0,0,0,0
757845379,757845379,0,0,0,0,0,0,0,0,0,0,0
761979557,761979557,0,0,0,0,0,0,0,0,0,0,0
765101242,765101242,0,0,0,0,0,0,0,0,0,0,0
766180198,766180198,0,0,0,0,0,0,0,0,0,0,0
767057071,767057071,0,0,0,0,0,0,0,0,0,0,0
768071095,768071095,0,0,0,0,0,0,0,0,0,0,0
769019433,769019433,0,0,0,0,0,0,0,0,0,0,0
770116328,770116328,0,0,0,0,0,0,0,0,0,0,0
771204065,771204065,0,0,0,0,0,0,0,0,0,0,0
772076330,772076330,0,0,0,0,0,0,0,0,0,0,0
773096290,773096290,0,0,0,0,0,0,0,0,0,0,0
774258723,774258723,0,0,0,0,0,0,0,0,0,0,0
775133126,775133126,0,0,0,0,0,0,0,0,0,0,0
776223341,776223341,0,0,0,0,0,0,0,0,0,0,0
777288154,777288154,0,0,0,0,0,0,0,0,0,0,0
778141876,778141876,0,0,0,0,0,0,0,0,0,0,0
780367291,780367291,0,0,0,0,0,0,0,0,0,0,0
781240470,781240470,0,0,0,0,0,0,0,0,0,0,0
782319377,782319377,0,0,0,0,0,0,0,0,0,0,0
783209225,783209225,0,0,0,0,0,0,0,0,0,0,0
784295712,784295712,0,0,0,0,0,0,0,0,0,0,0
785304066,785304066,0,0,0,0,0,0,0,0,0,0,0
786259319,786259319,0,0,0,0,0,0,0,0,0,0,0
787271038,787271038,0,0,0,0,0,0,0,0,0,0,0
788437945,788437945,0,0,0,0,0,0,0,0,0,0,0
789309712,789309712,0,0,0,0,0,0,0,0,0,0,0
790367093,790367093,0,0,0,0,0,0,0,0,0,0,0
791476067,791476067,0,0,0,0,0,0,0,0,0,0,0
792345068,792345068,0,0,0,0,0,0,0,0,0,0,0
793451304,793451304,0,0,0,0,0,0,0,0,0,0,0
794539065,794539065,0,0,0,0,0,0,0,0,0,0,0
795411315,795411315,0,0,0,0,0,0,0,0,0,0,0
796419058,796419058,0,0,0,0,0,0,0,0,0,0,0
797504043,797504043,0,0,0,0,0,0,0,0,0,0,0
798451149,798451149,0,0,0,0,0,0,0,0,0,0,0
799546228,799546228,0,0,0,0,0,0,0,0,0,0,0
800561820,800561820,0,0,0,0,0,0,0,0,0,0,0
801470054,801470054,0,0,0,0,0,0,0,0,0,0,0
803648362,803648362,0,0,0,0,0,0,0,0,0,0,0
805560226,805560226,0,0,0,0,0,0,0,0,0,0,0
806606070,806606070,0,0,0,0,0,0,0,0,0,0,0
807674082,807674082,0,0,0,0,0,0,0,0,0,0,0
808615429,808615429,0,0,0,0,0,0,0,0,0,0,0
809713085,809713085,0,0,0,0,0,0,0,0,0,0,0
810800466,810800466,0,0,0,0,0,0,0,0,0,0,0
811672959,811672959,0,0,0,0,0,0,0,0,0,0,0
812721161,812721161,0,0,0,0,0,0,0,0,0,0,0
813638683,813638683,0,0,0,0,0,0,0,0,0,0,0
814726060,814726060,0,0,0,0,0,0,0,0,0,0,0
815819324,815819324,0,0,0,0,0,0,0,0,0,0,0
816694553,816694553,0,0,0,0,0,0,0,0,0,0,0
817748205,817748205,0,0,0,0,0,0,0,0,0,0,0
818873205,818873205,0,0,0,0,0,0,0,0,0,0,0
