timestamp,altitudeSp,altitude_filtered,flightPathAngleSp,flightPathAngle,flightPathAngleFiltered,airspeedSp,airspeed_filtered,airspeedDerivativeSp,airspeedDerivative,totalEnergyError,energyDistributionError,totalEnergyRateError,energyDistributionRateError,throttle_integ,pitch_integ,mode
630933136,338.5,338.49,0.000498962,0.0,0.0,17.0,15.5295,0.0294107,1.0811,24.0157,-23.8198,-3.26545,16.337,8.74615e-05,-0.0476396,0
630953144,338.519,338.493,0.000228882,-0.0691304,-0.0691304,17.0,15.5488,0.0290233,0.964494,23.8718,-23.3621,-5.38542,15.2257,0.000174434,-0.0943825,0
630973165,338.546,338.498,0.000595093,-0.144011,-0.144011,17.0,15.5671,0.0286584,0.833955,23.8088,-22.8572,-6.53194,13.9542,0.000261233,-0.140145,0
630993204,338.581,338.504,0.00124664,-0.221607,-0.221607,17.0,15.5835,0.0283295,0.677141,23.8313,-22.3225,-6.81062,12.2962,0.000348192,-0.184877,0
631013204,338.622,338.511,0.00230865,-0.304727,-0.304727,17.0,15.5968,0.0280637,0.51247,23.959,-21.7803,-6.35734,10.5662,0.000435447,-0.228437,0
631033219,338.668,338.518,0.00376129,-0.37875,-0.37875,17.0,15.6081,0.0278378,0.3488,24.1707,-21.2161,-5.33756,8.76077,0.000523539,-0.270901,0
631053257,338.721,338.525,0.00578156,-0.441956,-0.441956,17.0,15.6175,0.027649,0.196916,24.468,-20.6243,-3.92059,7.03434,0.000612816,-0.312228,0
631073313,338.778,338.532,0.00800476,-0.494516,-0.494516,17.0,15.6244,0.0275126,0.0467318,24.8538,-20.0251,-2.21092,5.22833,0.000703584,-0.352391,0
631093415,338.839,338.538,0.010611,-0.551071,-0.551071,17.0,15.6294,0.0274128,-0.0986622,25.3174,-19.4058,-0.273,3.53775,0.000796256,-0.3914,0
631113411,338.904,338.543,0.0135361,-0.600586,-0.600586,17.0,15.6323,0.0273547,-0.237217,25.8601,-18.7722,1.81327,1.88663,0.000890415,-0.428937,0
631133826,338.973,338.547,0.0167511,-0.638414,-0.638414,17.0,15.6333,0.0273347,-0.35618,26.4763,-18.1248,3.93472,0.429391,0.000988839,-0.465939,0
631153625,339.045,338.55,0.0203415,-0.669132,-0.669132,17.0,15.6325,0.0273499,-0.455116,27.1646,-17.46,6.00849,-0.78072,0.00108677,-0.500508,0
631173479,339.12,338.552,0.0240616,-0.713875,-0.713875,17.0,15.6297,0.0274059,-0.56812,27.9248,-16.7876,8.11571,-2.0712,0.00118773,-0.533838,0
631193488,339.197,338.552,0.02798,-0.756305,-0.756305,17.0,15.6251,0.0274979,-0.659637,28.7513,-16.1047,10.1781,-3.04535,0.00129248,-0.566062,0
631213661,339.277,338.551,0.0320892,-0.802931,-0.802931,17.0,15.6193,0.0276146,-0.729147,29.6346,-15.4036,12.1443,-3.63131,0.00140134,-0.597135,0
631233540,339.358,338.548,0.0363754,-0.854648,-0.854648,17.0,15.6119,0.0277613,-0.798272,30.5762,-14.6914,14.0422,-4.15801,0.00151202,-0.626341,0
631253518,339.442,338.544,0.0408371,-0.920284,-0.920284,17.0,15.6029,0.0279414,-0.85626,31.5797,-13.969,15.8781,-4.37075,0.0016269,-0.654248,0
631273530,339.527,338.537,0.0454758,-0.987679,-0.987679,17.0,15.5933,0.0281338,-0.891322,32.6277,-13.2209,17.5963,-4.20557,0.0017458,-0.680706,0
631293702,339.613,338.528,0.0502853,-1.07235,-1.07235,17.0,15.5827,0.0283458,-0.913474,33.7297,-12.4495,19.2141,-3.66684,0.0018697,-0.705819,0
631313598,339.701,338.517,0.0551941,-1.16238,-1.16238,17.0,15.5716,0.0285689,-0.926536,34.8715,-11.6553,20.7338,-2.9321,0.00199603,-0.729008,0
631353580,339.881,338.489,0.0656326,-1.3124,-1.3124,17.0,15.5497,0.0290057,-0.906104,37.2467,-9.95972,23.3053,-1.02683,0.0022628,-0.77057,0
631373634,339.972,338.473,0.0710175,-1.35799,-1.35799,17.0,15.5396,0.0292073,-0.862041,38.4545,-9.06519,24.2169,0.164088,0.00240323,-0.78875,0
631393827,340.064,338.456,0.0764572,-1.4017,-1.4017,17.0,15.531,0.0293795,-0.801397,39.6588,-8.12842,24.8533,1.593,0.00254905,-0.805163,0
631414284,340.157,338.438,0.0819962,-1.44784,-1.44784,17.0,15.5234,0.029532,-0.753742,40.8726,-7.15137,25.315,2.8435,0.0027013,-0.819793,0
631433700,340.251,338.418,0.0879318,-1.49058,-1.49058,17.0,15.5175,0.0296494,-0.704502,42.0728,-6.1333,25.6264,4.08771,0.00285005,-0.831701,0
631453698,340.345,338.398,0.0935883,-1.52194,-1.52194,17.0,15.5135,0.0297295,-0.633452,43.2605,-5.07007,25.7274,5.55467,0.00300758,-0.84184,0
631473704,340.44,338.376,0.0994354,-1.54648,-1.54648,17.0,15.5118,0.0297644,-0.570641,44.4267,-3.95801,25.6727,6.82757,0.00316943,-0.849759,0
631493774,340.535,338.354,0.10531,-1.5624,-1.5624,17.0,15.5126,0.0297477,-0.495286,45.5637,-2.79517,25.438,8.20997,0.00333595,-0.855369,0
631513743,340.631,338.332,0.111266,-1.58699,-1.58699,17.0,15.5156,0.0296875,-0.416152,46.6771,-1.58838,25.0648,9.73668,0.00350567,-0.858541,0
631533764,340.727,338.307,0.117665,-1.60793,-1.60793,17.0,15.5209,0.0295816,-0.347982,47.7803,-0.320801,24.6083,11.0622,0.00367986,-0.859183,0
631553769,340.824,338.282,0.123711,-1.63164,-1.63164,17.0,15.5283,0.0294335,-0.262009,48.8587,0.987549,24.0346,12.6885,0.00385784,-0.857207,0
631573796,340.921,338.257,0.129897,-1.64896,-1.64896,17.0,15.5382,0.0292365,-0.189549,49.909,2.34399,23.3965,14.0451,0.00403985,-0.852513,0
631593805,341.018,338.23,0.136176,-1.66613,-1.66613,17.0,15.5501,0.0289976,-0.101451,50.9375,3.74365,22.6578,15.6461,0.00422544,-0.845022,0
631615310,341.116,338.201,0.142577,-1.68031,-1.68031,17.0,15.5656,0.0286878,-0.0291273,51.9485,5.23657,21.8815,16.9765,0.00442886,-0.833761,0
631634096,341.214,338.173,0.14933,-1.70423,-1.70423,17.0,15.5817,0.028365,0.0538189,52.9261,6.71704,21.0613,18.5738,0.00460991,-0.821142,0
631653864,341.312,338.143,0.155736,-1.72222,-1.72222,17.0,15.6011,0.0279784,0.121814,53.8773,8.271,20.2396,19.8804,0.00480385,-0.804792,0
631673908,341.41,338.111,0.162598,-1.73239,-1.73239,17.0,15.6226,0.027548,0.216143,54.818,9.88354,19.3191,21.5299,0.00500393,-0.784982,0
631713952,341.607,338.049,0.175781,-1.64048,-1.64048,17.0,15.6734,0.0265328,0.412883,56.5645,13.2188,16.9332,23.8669,0.00541326,-0.735414,0
631733959,341.706,338.02,0.182344,-1.56045,-1.56045,17.0,15.7026,0.0259476,0.515681,57.3623,14.9346,15.4267,24.7811,0.00562224,-0.705535,0
631754112,341.805,337.993,0.188469,-1.47568,-1.47568,17.0,15.7338,0.025323,0.612004,58.1058,16.6599,13.7592,25.5505,0.00583547,-0.67196,0
631774815,341.904,337.964,0.195483,-1.40178,-1.40178,17.0,15.7692,0.0246157,0.709201,58.8043,18.4724,11.981,26.4592,0.00605715,-0.633717,0
631794597,342.003,337.938,0.201947,-1.31731,-1.31731,17.0,15.8059,0.0238815,0.793223,59.4541,20.2812,10.1325,27.059,0.00627132,-0.593596,0
631814195,342.103,337.914,0.208232,-1.23744,-1.23744,17.0,15.844,0.02312,0.888881,60.0615,22.0938,8.19806,27.8943,0.00648565,-0.550297,0
631836837,342.203,337.886,0.214977,-1.1385,-1.1385,17.0,15.8916,0.0221689,0.967016,60.5659,24.1074,6.21005,28.2882,0.00673536,-0.495713,0
631856809,342.304,337.864,0.221208,-1.03202,-1.03202,17.0,15.9366,0.0212677,1.05486,61.0483,26.0239,4.13164,28.7619,0.00695738,-0.443738,0
631874598,342.403,337.846,0.227689,-0.919457,-0.919457,17.0,15.9781,0.0204372,1.14659,61.5446,27.8455,1.95649,29.2434,0.00715674,-0.394204,0
631894711,342.503,337.826,0.233739,-0.798497,-0.798497,17.0,16.0289,0.0194225,1.23073,61.8977,29.8225,-0.293441,29.5387,0.00738343,-0.334222,0
631914757,342.602,337.81,0.239682,-0.672004,-0.672004,17.0,16.0827,0.0183463,1.32134,62.1732,31.8259,-2.63777,29.8963,0.00761038,-0.270423,0
631934764,342.702,337.795,0.245532,-0.553398,-0.553398,17.0,16.137,0.0172606,1.38977,62.4168,33.8186,-4.97286,29.9829,0.00783777,-0.202762,0
631954972,342.802,337.783,0.251309,-0.447594,-0.447594,17.0,16.1941,0.0161174,1.46369,62.5948,35.8447,-7.29594,30.296,0.0080681,-0.130327,0
631974970,342.901,337.772,0.257028,-0.343012,-0.343012,17.0,16.2506,0.0149879,1.51093,62.7628,37.845,-9.52187,30.1944,0.00829665,-0.0546451,0
631994994,343.001,337.762,0.262698,-0.275419,-0.275419,17.0,16.3088,0.0138241,1.54776,62.892,39.8689,-11.5654,30.2938,0.00852597,0.0251884,0
632014654,343.101,337.751,0.268613,-0.241772,-0.241772,17.0,16.3651,0.0126982,1.55993,63.0544,41.8704,-13.3154,30.3257,0.0087517,0.107506,0
632034666,343.201,337.741,0.274242,-0.205175,-0.205175,17.0,16.4236,0.0115276,1.57623,63.1753,43.9106,-14.8516,30.3995,0.00898191,0.19538,0
632074710,343.4,337.72,0.285544,-0.140972,-0.140972,17.0,16.5422,0.00915524,1.60962,63.3781,48.0237,-17.4365,30.6579,0.00944364,0.383573,0
632094703,343.5,337.71,0.291229,-0.122393,-0.122393,17.0,16.6018,0.0079636,1.62743,63.4723,50.0928,-18.5152,30.9424,0.00967471,0.483723,0
632116861,343.601,337.698,0.29698,-0.099114,-0.099114,17.0,16.6662,0.00667557,1.62755,63.5067,52.2698,-19.438,30.8982,0.00993095,0.599542,0
632137254,343.702,337.687,0.302763,-0.0688402,-0.0688402,17.0,16.7255,0.00548973,1.65533,63.6135,54.3562,-20.3405,31.2386,0.0101672,0.710391,0
632157136,343.803,337.676,0.308557,-0.0320637,-0.0320637,17.0,16.7815,0.00436913,1.65909,63.767,56.3872,-21.1581,31.1091,0.010398,0.8225,0
632175033,343.902,337.666,0.314372,-0.00890067,-0.00890067,17.0,16.8315,0.0033699,1.66998,64.0035,58.3032,-21.9027,31.2218,0.0106066,0.926845,0
632194978,344.002,337.655,0.320143,0.0200252,0.0200252,17.0,16.8856,0.00228718,1.67919,64.1834,60.3083,-22.5967,31.2588,0.0108397,1.04713,0
632214681,344.102,337.644,0.325784,0.0606286,0.0606286,17.0,16.9382,0.00123688,1.69407,64.38,62.281,-23.292,31.2738,0.0110707,1.16984,0
632234748,344.201,337.633,0.331404,0.117498,0.117498,17.0,16.9905,0.000190125,1.71303,64.5712,64.248,-24.0344,31.1997,0.0113066,1.29877,0
632254703,344.301,337.624,0.337007,0.180475,0.180475,17.0,17.0406,-0.000811005,1.73084,64.7896,66.1699,-24.8222,31.0434,0.0115421,1.43081,0
632275156,344.401,337.616,0.342552,0.264576,0.264576,17.0,17.0905,-0.00181084,1.75647,64.997,68.0835,-25.7148,30.8146,0.0117841,1.57006,0
632294708,344.5,337.609,0.348048,0.355119,0.355119,17.0,17.1368,-0.00273659,1.7894,65.2458,69.9167,-26.728,30.6422,0.0120164,1.70676,0
632314709,344.6,337.604,0.353426,0.448021,0.448021,17.0,17.1823,-0.00364506,1.82776,65.4935,71.7234,-27.8615,30.5401,0.012255,1.85022,0
632335091,344.7,337.6,0.358754,0.506864,0.506864,17.0,17.2255,-0.00451084,1.83123,65.77,73.4893,-28.904,30.1692,0.0124991,2.0,0
632354689,344.8,337.597,0.364009,0.557526,0.557526,17.0,17.2647,-0.0052932,1.8538,66.1054,75.1738,-29.9221,30.1989,0.012735,2.14733,0
632374741,344.9,337.594,0.369191,0.609077,0.609077,17.0,17.3012,-0.00602425,1.85652,66.4754,76.8074,-30.8531,29.8719,0.0129777,2.30134,0
632394708,345.0,337.592,0.37424,0.621747,0.621747,17.0,17.3343,-0.00668514,1.84565,66.9002,78.3767,-31.5897,29.6817,0.0132209,2.45784,0
632434736,345.199,337.59,0.384236,0.625859,0.625859,17.0,17.3881,-0.00776295,1.8021,67.9504,81.2981,-32.4841,29.1007,0.0137142,2.78042,0
632454711,345.299,337.589,0.3892,0.621816,0.621816,17.0,17.4096,-0.0081929,1.78358,68.5652,82.6609,-32.6823,28.9129,0.0139636,2.94553,0
632475325,345.399,337.588,0.394154,0.617881,0.617881,17.0,17.4273,-0.00854668,1.7536,69.2466,83.9585,-32.7266,28.5155,0.0142235,3.1186,0
632495341,345.499,337.587,0.399217,0.602903,0.602903,17.0,17.4399,-0.00879898,1.73588,70.0191,85.1709,-32.6662,28.4296,0.0144787,3.28908,0
632515367,345.6,337.586,0.404234,0.612929,0.612929,17.0,17.4478,-0.00895672,1.71348,70.871,86.2979,-32.5528,28.0062,0.0147371,3.4619,0
632535320,345.7,337.586,0.409225,0.630778,0.630778,17.0,17.4529,-0.0090583,1.71896,71.7657,87.3699,-32.5086,27.9863,0.0149979,3.63623,0
632555388,345.8,337.587,0.414232,0.669786,0.669786,17.0,17.4534,-0.0090675,1.72425,72.7336,88.3538,-32.5585,27.7461,0.0152637,3.81354,0
632575381,345.9,337.588,0.419194,0.707202,0.707202,17.0,17.4488,-0.00897541,1.73052,73.7817,89.2412,-32.6821,27.5277,0.0155323,3.99196,0
632595357,346.0,337.591,0.424065,0.753194,0.753194,17.0,17.4392,-0.00878407,1.74001,74.9051,90.031,-32.8907,27.2698,0.0158047,4.1718,0
632615816,346.1,337.595,0.428838,0.805846,0.805846,17.0,17.4265,-0.00853001,1.7427,76.0699,90.7529,-33.1556,26.8206,0.0160881,4.35748,0
632636054,346.201,337.601,0.433493,0.897177,0.897177,17.0,17.41,-0.00819992,1.77781,77.278,91.386,-33.6528,26.5472,0.0163729,4.54242,0
632655474,346.301,337.611,0.437859,1.0266,1.0266,17.0,17.3926,-0.0078513,1.81536,78.4659,91.9673,-34.419,25.9368,0.0166504,4.72102,0
632695361,346.501,337.641,0.446423,1.29995,1.29995,17.0,17.3474,-0.00694725,1.90146,80.9234,92.8545,-36.6419,24.7355,0.0172337,5.09062,0
632715807,346.601,337.66,0.450453,1.40515,1.40515,17.0,17.3213,-0.00642693,1.913,82.1637,93.1926,-37.8354,23.8847,0.0175396,5.28116,0
632737644,346.702,337.684,0.454395,1.47504,1.47504,17.0,17.2903,-0.00580585,1.91053,83.467,93.4211,-38.897,23.1249,0.0178715,5.48516,0
632755534,346.802,337.703,0.458054,1.44507,1.44507,17.0,17.2626,-0.00525166,1.87715,84.7384,93.7351,-39.5525,22.8158,0.0181475,5.65286,0
632776056,346.902,337.725,0.461829,1.40926,1.40926,17.0,17.2286,-0.00457298,1.83091,86.0888,93.915,-39.8248,22.3318,0.0184692,5.84559,0
632795796,347.003,337.745,0.465631,1.33999,1.33999,17.0,17.1935,-0.00386997,1.78735,87.4772,94.0935,-39.7342,22.2227,0.0187837,6.03133,0
632815829,347.103,337.764,0.469469,1.24022,1.24022,17.0,17.1557,-0.00311398,1.74776,88.9203,94.2383,-39.3065,22.4789,0.0191081,6.22012,0
632837629,347.204,337.785,0.473398,1.20889,1.20889,17.0,17.1133,-0.00226585,1.71092,90.4346,94.2993,-38.7514,22.1056,0.019467,6.42569,0
632855589,347.304,337.802,0.47719,1.1606,1.1606,17.0,17.0775,-0.00154911,1.68746,91.8612,94.5007,-38.1103,22.1419,0.0197675,6.59541,0
632875483,347.403,337.819,0.481128,1.07949,1.07949,17.0,17.0374,-0.0007481,1.67779,93.3493,94.6223,-37.3814,22.73,0.0201056,6.78365,0
632895514,347.503,337.837,0.485202,1.06947,1.06947,17.0,16.9963,7.47299e-05,1.66053,94.8543,94.7273,-36.6954,22.4919,0.0204516,6.9734,0
632915823,347.603,337.855,0.489302,1.06824,1.06824,17.0,16.9543,0.000914116,1.64515,96.3707,94.8188,-36.0672,22.1994,0.020808,7.16597,0
632936167,347.703,337.872,0.493428,1.01252,1.01252,17.0,16.9131,0.00173805,1.6474,97.8857,94.9385,-35.4385,22.7426,0.0211706,7.35911,0
632955559,347.803,337.888,0.497385,0.946763,0.946763,17.0,16.8751,0.00249786,1.6513,99.3551,95.1243,-34.7969,23.4169,0.0215214,7.54358,0
632975460,347.903,337.903,0.501537,0.924479,0.924479,17.0,16.8382,0.00323627,1.65846,100.802,95.3269,-34.2412,23.7232,0.0218867,7.73329,0
632995418,348.003,337.92,0.505687,0.945863,0.945863,17.0,16.803,0.00393902,1.66872,102.212,95.5547,-33.851,23.6568,0.0222582,7.924,0
633015474,348.103,337.937,0.509802,0.965856,0.965856,17.0,16.7712,0.0045763,1.68986,103.559,95.8318,-33.6281,23.7919,0.0226364,8.1162,0
633035561,348.203,337.954,0.513896,0.954174,0.954174,17.0,16.7433,0.00513481,1.71584,104.84,96.177,-33.4946,24.3251,0.0230199,8.30939,0
633076067,348.403,337.988,0.521947,0.915607,0.915607,17.0,16.6967,0.00606602,1.76996,107.248,97.0276,-33.398,25.5908,0.0238065,8.70142,0
633095499,348.503,338.006,0.525809,0.928226,0.928226,17.0,16.6801,0.00639721,1.7872,108.328,97.5552,-33.4485,25.7576,0.0241898,8.89099,0
633115468,348.603,338.026,0.529652,0.959257,0.959257,17.0,16.665,0.00669964,1.79564,109.365,98.0874,-33.5639,25.5997,0.0245875,9.08686,0
633135659,348.703,338.048,0.533473,1.0134,1.0134,17.0,16.6528,0.00694336,1.80927,110.335,98.6514,-33.7952,25.3074,0.0249932,9.28604,0
633155508,348.803,338.07,0.537273,1.05918,1.05918,17.0,16.6433,0.0071344,1.8327,111.25,99.2485,-34.1365,25.2653,0.0253952,9.48304,0
633176140,348.903,338.095,0.54106,1.09654,1.09654,17.0,16.6349,0.00730202,1.86545,112.129,99.8489,-34.5807,25.4627,0.0258165,9.68905,0
633195503,349.003,338.119,0.544937,1.1449,1.1449,17.0,16.6292,0.00741604,1.9179,112.97,100.501,-35.1952,25.8861,0.0262148,9.88365,0
633215474,349.103,338.146,0.548476,1.24066,1.24066,17.0,16.6244,0.0075111,1.95788,113.761,101.133,-35.9985,25.6358,0.0266285,10.0856,0
633235506,349.203,338.176,0.552043,1.35067,1.35067,17.0,16.6209,0.00758232,1.9921,114.506,101.76,-36.9621,25.1526,0.0270462,10.2895,0
633255525,349.303,338.208,0.55553,1.43695,1.43695,17.0,16.6182,0.00763542,2.02691,115.22,102.385,-38.0098,24.9131,0.0274662,10.4944,0
633275631,349.403,338.24,0.558966,1.48398,1.48398,17.0,16.6159,0.0076828,2.04457,115.92,103.007,-38.991,24.7733,0.0278906,10.7015,0
633295522,349.502,338.273,0.562457,1.52134,1.52134,17.0,16.6142,0.00771622,2.07488,116.608,103.639,-39.9424,24.9409,0.028313,10.9077,0
633315545,349.602,338.307,0.56591,1.58481,1.58481,17.0,16.613,0.00773903,2.0941,117.276,104.27,-40.8845,24.6689,0.0287406,11.1165,0
633335573,349.702,338.342,0.56917,1.66644,1.66644,17.0,16.6121,0.00775814,2.10888,117.923,104.885,-41.8405,24.1435,0.0291706,11.3265,0
633355575,349.802,338.38,0.572353,1.75073,1.75073,17.0,16.6107,0.00778542,2.09414,118.56,105.476,-42.7148,23.1,0.0296024,11.5375,0
633375574,349.902,338.418,0.575636,1.83329,1.83329,17.0,16.6092,0.00781528,2.08424,119.188,106.055,-43.536,22.1544,0.0300365,11.7496,0
633395579,350.002,338.458,0.578885,1.95082,1.95082,17.0,16.6085,0.00782944,2.12576,119.786,106.629,-44.5548,21.7216,0.0304728,11.9629,0
633415646,350.102,338.501,0.58204,2.10386,2.10386,17.0,16.6092,0.0078157,2.20531,120.336,107.202,-45.9284,21.5747,0.0309126,12.178,0
633435605,350.202,338.546,0.585101,2.24341,2.24341,17.0,16.6108,0.00778316,2.28378,120.852,107.772,-47.5564,21.5438,0.0313518,12.3931,0
633455645,350.302,338.594,0.587784,2.38494,2.38494,17.0,16.613,0.00774086,2.33946,121.327,108.318,-49.3173,21.1127,0.0317945,12.6102,0
633495806,350.502,338.697,0.593291,2.7035,2.7035,17.0,16.617,0.00765938,2.44541,122.212,109.337,-53.1618,19.8141,0.0326867,13.0483,0
633515805,350.603,338.753,0.595642,2.89703,2.89703,17.0,16.6201,0.00759716,2.5405,122.585,109.814,-55.4627,19.5283,0.0331331,13.2679,0
633535825,350.703,338.811,0.598138,3.01851,3.01851,17.0,16.6226,0.00754848,2.59274,122.958,110.268,-57.7118,19.2367,0.0335813,13.4887,0
633555862,350.803,338.869,0.600508,3.04257,3.04257,17.0,16.6229,0.00754211,2.60649,123.368,110.689,-59.5995,19.2536,0.0340315,13.7105,0
633575821,350.903,338.927,0.60249,3.02418,3.02418,17.0,16.6213,0.00757317,2.59422,123.812,111.081,-61.028,19.2449,0.0344814,13.9322,0
633595879,351.003,338.984,0.604753,3.01986,3.01986,17.0,16.6162,0.00767677,2.57761,124.319,111.416,-62.0997,19.0183,0.0349355,14.1557,0
633615869,351.103,339.04,0.606993,3.01009,3.01009,17.0,16.6066,0.00786827,2.53599,124.906,111.685,-62.7897,18.4172,0.0353902,14.3789,0
633636014,351.203,339.096,0.609245,2.97815,2.97815,17.0,16.5943,0.00811363,2.49582,125.54,111.912,-63.1344,18.0509,0.0358507,14.6044,0
633655919,351.303,339.151,0.611249,2.91918,2.91918,17.0,16.5786,0.00842804,2.47164,126.247,112.097,-63.2014,18.2036,0.0363083,14.8275,0
633675928,351.403,339.205,0.613559,2.84289,2.84289,17.0,16.5598,0.00880398,2.45159,127.015,112.242,-63.024,18.5898,0.036771,15.0521,0
633695950,351.499,339.256,0.615843,2.77254,2.77254,17.0,16.5398,0.00920349,2.44237,127.783,112.349,-62.698,19.0941,0.0372369,15.277,0
633716007,351.586,339.306,0.617664,2.7175,2.7175,17.0,16.5174,0.00965271,2.42243,128.51,112.334,-62.2474,19.2602,0.0377063,15.5023,0
633735996,351.664,339.356,0.61908,2.69733,2.69733,17.0,16.4931,0.010138,2.40837,129.188,112.21,-61.785,19.1736,0.0381765,15.7266,0
633756004,351.734,339.408,0.619777,2.7308,2.7308,17.0,16.469,0.010621,2.4412,129.767,111.993,-61.5742,19.327,0.0386493,15.9507,0
633776138,351.797,339.46,0.620386,2.76063,2.76063,17.0,16.4433,0.0111344,2.46258,130.297,111.678,-61.519,19.3211,0.039127,16.1756,0
633796126,351.854,339.512,0.620392,2.76375,2.76375,17.0,16.4166,0.0116677,2.48877,130.774,111.28,-61.5522,19.6465,0.0396029,16.398,0
633816088,351.905,339.565,0.620432,2.76114,2.76114,17.0,16.3903,0.0121947,2.52064,131.196,110.836,-61.6632,20.1209,0.0400798,16.6192,0
633836108,351.951,339.616,0.620094,2.71897,2.71897,17.0,16.363,0.0127393,2.52874,131.585,110.334,-61.681,20.5865,0.0405595,16.8401,0
633856138,351.992,339.668,0.619514,2.68901,2.68901,17.0,16.3354,0.0132925,2.5259,131.941,109.785,-61.6127,20.7496,0.0410408,17.06,0
633876130,352.029,339.718,0.618956,2.65169,2.65169,17.0,16.3079,0.0138412,2.51428,132.264,109.213,-61.4324,20.8428,0.0415222,17.2784,0
633896160,352.063,339.767,0.618323,2.64138,2.64138,17.0,16.2808,0.0143843,2.49377,132.554,108.618,-61.1871,20.527,0.0420057,17.4959,0
633936166,352.12,339.863,0.616628,2.648,2.648,17.0,16.2288,0.0154246,2.43539,133.015,107.388,-60.5528,19.3521,0.0429739,17.9268,0
633956192,352.145,339.911,0.615578,2.64327,2.64327,17.0,16.2045,0.0159105,2.41791,133.182,106.767,-60.2038,19.0382,0.0434596,18.1406,0
633976201,352.167,339.959,0.613913,2.61796,2.61796,17.0,16.1822,0.0163564,2.40251,133.285,106.148,-59.8163,18.9601,0.0439452,18.353,0
633996231,352.187,340.007,0.612566,2.61415,2.61415,17.0,16.1615,0.0167707,2.39817,133.343,105.536,-59.4762,18.858,0.0444315,18.5644,0
634016229,352.204,340.057,0.610658,2.64755,2.64755,17.0,16.1433,0.0171331,2.38688,133.319,104.927,-59.2271,18.2805,0.044917,18.7742,0
634036243,352.22,340.108,0.609142,2.70811,2.70811,17.0,16.1275,0.0174493,2.36631,133.234,104.332,-59.0747,17.2975,0.0454026,18.983,0
634056260,352.235,340.159,0.607463,2.76534,2.76534,17.0,16.1127,0.0177464,2.33354,133.112,103.73,-58.9548,16.1521,0.0458878,19.1907,0
634076313,352.248,340.211,0.605739,2.80961,2.80961,17.0,16.0996,0.0180079,2.30482,132.944,103.141,-58.8497,15.2041,0.0463732,19.3975,0
634096332,352.26,340.262,0.604019,2.82882,2.82882,17.0,16.0886,0.0182277,2.27657,132.736,102.58,-58.7101,14.5159,0.0468571,19.6028,0
634116333,352.27,340.312,0.602237,2.81614,2.81614,17.0,16.0786,0.0184289,2.23943,132.513,102.033,-58.4523,13.9996,0.0473397,19.8069,0
634136461,352.28,340.361,0.600343,2.79388,2.79388,17.0,16.0701,0.0185987,2.18085,132.259,101.506,-58.0136,13.2363,0.0478244,20.0112,0
634156365,352.288,340.412,0.597804,2.81237,2.81237,17.0,16.0636,0.0187273,2.12397,131.947,100.988,-57.518,12.1004,0.0483027,20.2122,0
634176346,352.296,340.464,0.595712,2.86815,2.86815,17.0,16.0581,0.0188371,2.07821,131.602,100.466,-57.0853,10.7847,0.0487815,20.413,0
634196368,352.303,340.516,0.593518,2.91824,2.91824,17.0,16.0552,0.0188965,2.03172,131.2,99.9683,-56.691,9.51852,0.0492598,20.6131,0
634216357,352.309,340.57,0.59124,2.9695,2.9695,17.0,16.0554,0.0188927,2.00353,130.732,99.5073,-56.3902,8.5413,0.0497357,20.812,0
634236404,352.314,340.624,0.588811,3.00211,3.00211,17.0,16.0572,0.0188559,1.9805,130.224,99.0576,-56.1451,7.83214,0.050211,21.0106,0
634256426,352.319,340.679,0.586217,3.00774,3.00774,17.0,16.0622,0.0187566,1.94613,129.654,98.6475,-55.8571,7.21072,0.0506837,21.2081,0
634276457,352.324,340.736,0.583136,3.00698,3.00698,17.0,16.0696,0.0186073,1.89772,129.02,98.2529,-55.4789,6.42688,0.0511543,21.4049,0
634296476,352.328,340.793,0.580533,3.00195,3.00195,17.0,16.0774,0.0184519,1.8342,128.379,97.8616,-54.9709,5.44659,0.0516223,21.6009,0
634316501,352.332,340.85,0.57787,3.01883,3.01883,17.0,16.0869,0.0182618,1.77318,127.702,97.491,-54.4105,4.29358,0.052088,21.7961,0
634356609,352.338,340.967,0.571887,2.99198,2.99198,17.0,16.1097,0.0178054,1.65587,126.245,96.7688,-53.0642,2.65585,0.0530126,22.1849,0
634376673,352.341,341.025,0.569051,2.94688,2.94688,17.0,16.1228,0.017545,1.60366,125.496,96.4397,-52.2296,2.25403,0.0534711,22.3784,0
634396676,352.343,341.082,0.566154,2.88721,2.88721,17.0,16.1371,0.017258,1.55706,124.731,96.137,-51.3056,2.08618,0.0539255,22.5707,0
634416722,352.345,341.139,0.563264,2.85013,2.85013,17.0,16.1516,0.0169684,1.50762,123.963,95.8362,-50.3451,1.64985,0.0543779,22.7628,0
634436719,352.347,341.196,0.560367,2.8467,2.8467,17.0,16.1671,0.0166586,1.45911,123.169,95.543,-49.4243,0.898886,0.0548264,22.9539,0
634456968,352.349,341.255,0.557155,2.83044,2.83044,17.0,16.1837,0.0163268,1.41335,122.337,95.2476,-48.5199,0.315598,0.0552775,23.1468,0
634477965,352.351,341.316,0.554308,2.84017,2.84017,17.0,16.2008,0.0159841,1.37039,121.474,94.9399,-47.6878,-0.47415,0.055742,23.3461,0
634496798,352.352,341.371,0.551558,2.86411,2.86411,17.0,16.2166,0.0156683,1.33364,120.695,94.6724,-46.9605,-1.30534,0.0561559,23.5244,0
