timestamp,error_count,differential_pressure_raw_pa,differential_pressure_filtered_pa,max_differential_pressure_pa,temperature
465284389,0,207.359,207.731,1406.31,20.702
465333132,0,199.294,207.148,1406.31,20.5919
465381257,0,205.712,206.579,1406.31,20.5934
465433775,0,200.461,206.461,1406.31,20.5648
465484820,0,205.159,206.527,1406.31,20.672
465545688,0,212.924,206.461,1406.31,20.6371
465596639,0,212.229,206.575,1406.31,20.5128
465646332,0,203.603,206.857,1406.31,20.5099
465698105,0,202.765,206.875,1406.31,20.4985
465757840,0,205.383,206.379,1406.31,20.5342
465806889,0,216.395,205.848,1406.31,20.6414
465855594,0,202.555,205.533,1406.31,20.4956
465910223,0,200.227,204.947,1406.31,20.5357
465957859,0,193.496,204.084,1406.31,20.53
466018240,0,192.672,202.851,1406.31,20.4756
466065660,0,206.745,201.91,1406.31,20.5528
466117401,0,213.905,201.844,1406.31,20.5357
466177549,0,209.715,203.358,1406.31,20.4785
466225481,0,223.774,205.083,1406.31,20.5986
466277928,0,230.11,207.426,1406.31,20.5271
466329919,0,235.138,210.23,1406.31,20.5957
466387353,0,228.001,214.341,1406.31,20.5414
466439459,0,229.063,217.475,1406.31,20.5128
466487622,0,234.171,220.22,1406.31,20.6543
466547511,0,246.278,223.267,1406.31,20.6329
466595847,0,236.537,225.884,1406.31,20.4999
466647162,0,250.505,228.496,1406.31,20.5757
466699096,0,217.385,231.096,1406.31,20.5114
466746987,0,206.093,232.129,1406.31,20.6157
466798857,0,196.876,230.831,1406.31,20.4899
466851240,0,228.987,228.26,1406.31,20.7415
466911748,0,207.816,225.222,1406.31,20.4956
466961565,0,196.338,222.458,1406.31,20.5257
467008942,0,209.244,219.025,1406.31,20.63
467060817,0,210.449,215.775,1406.31,20.4885
467113288,0,211.81,213.048,1406.31,20.5071
467160643,0,202.136,211.089,1406.31,20.4899
467212947,0,211.601,209.762,1406.31,20.5042
467273766,0,210.33,209.16,1406.31,20.53
467324966,0,212.005,209.273,1406.31,20.5528
467373198,0,211.705,209.599,1406.31,20.5057
467433563,0,213.5,210.32,1406.31,20.4871
467481113,0,216.642,211.151,1406.31,20.53
467534105,0,215.185,212.163,1406.31,20.4814
467584846,0,222.322,213.303,1406.31,20.5357
467633630,0,219.389,214.597,1406.31,20.4956
467681908,0,235.766,216.084,1406.31,20.6043
467742339,0,226.078,218.099,1406.31,20.63
467790325,0,222.636,219.494,1406.31,20.54
467841781,0,230.087,220.539,1406.31,20.5986
467902000,0,221.274,221.738,1406.31,20.5214
467950787,0,220.832,222.153,1406.31,20.5871
467998458,0,221.484,222.506,1406.31,20.5242
468049512,0,220.96,222.991,1406.31,20.5171
468109202,0,228.606,223.28,1406.31,20.6214
468161277,0,210.553,223.309,1406.31,20.4899
468209626,0,230.467,222.954,1406.31,20.7186
468259911,0,223.802,222.6,1406.31,20.5128
468323210,0,223.579,222.459,1406.31,20.5528
468371417,0,229.877,222.576,1406.31,20.5957
468419318,0,219.284,222.719,1406.31,20.4942
468472950,0,211.496,222.49,1406.31,20.5028
468531844,0,210.33,221.554,1406.31,20.53
468578877,0,218.004,220.475,1406.31,20.5485
468632003,0,222.546,219.73,1406.31,20.3979
468679893,0,219.913,219.434,1406.31,20.4051
468731934,0,224.64,219.515,1406.31,20.5242
468783218,0,217.909,219.868,1406.31,20.5185
468833009,0,216.338,219.875,1406.31,20.4971
468892938,0,210.539,219.466,1406.31,20.5328
468940919,0,219.808,218.561,1406.31,20.5014
468989015,0,219.98,217.922,1406.31,20.5209
469044289,0,218.708,217.603,1406.31,20.5466
469092981,0,226.316,217.743,1406.31,20.4494
469152912,0,218.132,218.561,1406.31,20.3808
469200724,0,213.486,219.374,1406.31,20.53
469260883,0,206.131,219.473,1406.31,20.5014
469308936,0,196.428,218.687,1406.31,20.57
469357672,0,202.136,216.96,1406.31,20.4899
469418312,0,209.387,214.49,1406.31,20.5171
469470233,0,216.185,212.762,1406.31,20.6386
469518781,0,207.292,211.408,1406.31,20.3908
469566317,0,214.1,210.354,1406.31,20.4837
469617554,0,206.978,209.462,1406.31,20.4842
469678924,0,211.81,208.82,1406.31,20.5071
469729629,0,219.327,208.884,1406.31,20.6814
469777843,0,211.391,209.328,1406.31,20.4037
469829624,0,221.146,209.991,1406.31,20.4937
469889494,0,224.731,211.019,1406.31,20.4708
469941123,0,209.701,211.817,1406.31,20.4237
469989672,0,221.222,212.534,1406.31,20.6786
470037526,0,197.295,213.229,1406.31,20.4956
470085698,0,217.637,213.571,1406.31,20.7015
470139009,0,206.759,213.745,1406.31,20.5099
470191118,0,201.484,213.644,1406.31,20.4551
470251190,0,220.832,212.741,1406.31,20.4894
470298783,0,210.749,212.056,1406.31,20.438
470358913,0,203.603,210.994,1406.31,20.4122
470410616,0,206.55,209.956,1406.31,20.4094
470459554,0,206.34,209.047,1406.31,20.4065
470511241,0,215.581,208.498,1406.31,20.4608
470563309,0,214.481,208.3,1406.31,20.6038
470614656,0,207.387,208.538,1406.31,20.4208
470663893,0,218.699,209.016,1406.31,20.5752
470715926,0,207.387,209.753,1406.31,20.4208
470775906,0,209.911,210.637,1406.31,20.4265
470824200,0,213.276,211.339,1406.31,20.4294
470875900,0,210.344,211.955,1406.31,20.3894
470928688,0,218.737,212.502,1406.31,20.4608
470976314,0,214.966,213.055,1406.31,20.4094
471027655,0,219.561,213.367,1406.31,20.5151
471087887,0,217.452,213.292,1406.31,20.5294
471136416,0,202.765,213.203,1406.31,20.4008
471195878,0,208.025,212.852,1406.31,20.4008
471247916,0,209.692,212.445,1406.31,20.4523
471292627,0,202.555,211.83,1406.31,20.3979
471352115,0,203.288,210.734,1406.31,20.4079
471403675,0,200.423,209.534,1406.31,20.4837
471453799,0,213.067,208.437,1406.31,20.4265
471505961,0,213.262,208.01,1406.31,20.4723
471562589,0,205.921,208.149,1406.31,20.4008
471607575,0,201.075,208.11,1406.31,20.4208
471665648,0,214.519,207.681,1406.31,20.4894
471712959,0,206.968,207.517,1406.31,20.4151
471774304,0,202.765,207.5,1406.31,20.4008
471825588,0,209.692,207.56,1406.31,20.4523
471877574,0,202.555,207.57,1406.31,20.3979
471925667,0,201.075,207.323,1406.31,20.4208
471973900,0,210.33,207.196,1406.31,20.4322
472027506,0,211.891,207.469,1406.31,20.4823
472075215,0,209.073,207.932,1406.31,20.4151
472136595,0,210.972,208.662,1406.31,20.3979
472190573,0,211.586,209.329,1406.31,20.4494
472238575,0,205.712,209.692,1406.31,20.3979
472283335,0,210.948,209.79,1406.31,20.4694
472343683,0,222.284,209.977,1406.31,20.5523
472391624,0,211.996,210.293,1406.31,20.4837
472451256,0,217.061,210.774,1406.31,20.438
472498901,0,214.338,211.6,1406.31,20.3031
472549596,0,225.478,212.736,1406.31,20.3403
472596693,0,216.223,214.237,1406.31,20.4265
472648947,0,213.067,215.411,1406.31,20.4265
472713312,0,213.486,215.965,1406.31,20.4322
472762736,0,212.634,216.125,1406.31,20.4637
472817069,0,216.223,216.104,1406.31,20.4265
472864786,0,217.675,216.166,1406.31,20.4894
472924613,0,223.764,216.252,1406.31,20.5294
472977180,0,210.749,216.355,1406.31,20.438
473028692,0,222.179,216.143,1406.31,20.5509
473077407,0,215.804,215.962,1406.31,20.4208
473126693,0,212.843,215.732,1406.31,20.4665
473186917,0,209.063,215.17,1406.31,20.4437
473238283,0,208.435,214.527,1406.31,20.4351
473291081,0,213.891,213.901,1406.31,20.4808
473338280,0,210.33,213.205,1406.31,20.4322
473398220,0,202.136,212.188,1406.31,20.3922
473446580,0,212.31,211.357,1406.31,20.488
473494382,0,213.291,210.878,1406.31,20.3865
473546018,0,202.332,210.451,1406.31,20.438
473606432,0,211.786,209.61,1406.31,20.4808
473654404,0,214.862,209.501,1406.31,20.4079
473700096,0,205.293,209.787,1406.31,20.3922
473764016,0,204.217,209.652,1406.31,20.4637
473811927,0,198.352,209.06,1406.31,20.3837
473864160,0,206.745,208.069,1406.31,20.4551
473911916,0,198.561,206.803,1406.31,20.3865
473975885,0,196.457,205.108,1406.31,20.3865
474027709,0,198.328,203.765,1406.31,20.4551
474072186,0,190.144,202.462,1406.31,20.3865
474132321,0,196.966,200.638,1406.31,20.4365
474183653,0,187.378,199.216,1406.31,20.478
474229663,0,206.302,197.799,1406.31,20.5209
474282399,0,205.474,196.914,1406.31,20.4808
474329461,0,203.984,196.82,1406.31,20.5323
474387695,0,200.018,197.255,1406.31,20.4351
474433663,0,196.443,197.691,1406.31,20.4294
474497256,0,199.818,198.204,1406.31,20.4037
474545924,0,211.772,198.971,1406.31,20.5237
474593914,0,204.65,199.972,1406.31,20.4265
474654205,0,198.97,201.316,1406.31,20.4208
474701819,0,206.102,202.142,1406.31,20.3917
474749406,0,204.207,202.872,1406.31,20.3946
474807589,0,197.28,203.311,1406.31,20.4408
474863155,0,193.181,203.047,1406.31,20.428
474912790,0,190.972,202.449,1406.31,20.4265
474963259,0,196.838,201.633,1406.31,20.5066
475015929,0,206.34,201.146,1406.31,20.3088
475063364,0,200.841,200.955,1406.31,20.3917
475119027,0,192.239,200.562,1406.31,20.4151
475170841,0,212.843,200.163,1406.31,20.4665
475219389,0,200.227,200.487,1406.31,20.438
475269170,0,197.714,200.864,1406.31,20.4037
475330723,0,207.792,200.911,1406.31,20.4694
475377867,0,204.874,201.152,1406.31,20.3865
475435659,0,201.075,201.762,1406.31,20.4208
475484857,0,208.606,202.192,1406.31,20.5523
475532412,0,201.298,202.668,1406.31,20.3808
475595996,0,200.551,203.092,1406.31,20.4137
475636220,0,197.923,203.086,1406.31,20.4065
475696588,0,198.875,202.778,1406.31,20.3908
475744749,0,212.61,202.473,1406.31,20.4374
475804749,0,209.377,202.639,1406.31,20.3503
475852240,0,204.231,202.973,1406.31,20.4208
475903992,0,195.581,203.26,1406.31,20.4894
