timestamp,error_count,differential_pressure_raw_pa,differential_pressure_filtered_pa,max_differential_pressure_pa,temperature
336724769,0,-1.13716,1.10292,1406.31,23.4325
336773532,0,0.957565,0.909412,1406.31,23.4611
336821001,0,1.49552,0.791342,1406.31,23.4253
336882620,0,-2.40826,0.765923,1406.31,23.4582
336928735,0,-1.76557,0.478639,1406.31,23.4239
336977229,0,-3.45562,-0.0230944,1406.31,23.4439
337037111,0,-6.39777,-0.664775,1406.31,23.4325
337088691,0,-0.299255,-0.961074,1406.31,23.4439
337146563,0,0.643372,-1.10083,1406.31,23.4568
337194572,0,-0.403992,-1.14393,1406.31,23.4425
337242409,0,-2.1988,-1.1729,1406.31,23.4611
337302450,0,-1.55611,-1.24113,1406.31,23.4268
337351451,0,-1.55611,-1.28698,1406.31,23.4268
337398552,0,1.39079,-1.22709,1406.31,23.4239
337460037,0,0.762383,-0.975563,1406.31,23.4153
337506142,0,-3.45562,-0.952538,1406.31,23.4439
337564762,0,-1.76557,-1.29874,1406.31,23.4239
337612809,0,-1.34662,-1.57099,1406.31,23.4296
337671886,0,-1.03243,-1.69592,1406.31,23.4339
337720730,0,-4.81721,-1.78198,1406.31,23.4253
337768176,0,2.00493,-1.94554,1406.31,23.4754
337828477,0,2.64761,-1.77559,1406.31,23.4411
337879835,0,0.11969,-1.40993,1406.31,23.4496
337927327,0,0.0149307,-1.07531,1406.31,23.4482
337975369,0,0.433884,-0.793876,1406.31,23.4539
338033798,0,2.33343,-0.479799,1406.31,23.4368
338081791,0,-3.14143,-0.306144,1406.31,23.4482
338141770,0,-4.40777,-0.605327,1406.31,23.4596
338189909,0,-4.29353,-1.09545,1406.31,23.4325
338249324,0,-6.60722,-1.74199,1406.31,23.4296
338299667,0,-6.20255,-2.28138,1406.31,23.4782
338349495,0,-0.718208,-2.88271,1406.31,23.4382
338397430,0,-2.61775,-3.17049,1406.31,23.4554
338457843,0,-1.76557,-3.26183,1406.31,23.4239
338507535,0,-3.45562,-3.16327,1406.31,23.4439
338554789,0,-2.61775,-3.01744,1406.31,23.4554
338615611,0,-2.39398,-2.79059,1406.31,23.4153
338663165,0,-4.08404,-2.66159,1406.31,23.4353
338711079,0,-3.87457,-2.63955,1406.31,23.4382
338771279,0,-0.718208,-2.63131,1406.31,23.4382
338818463,0,-4.50298,-2.47324,1406.31,23.4296
338867160,0,0.11969,-2.40306,1406.31,23.4496
338928844,0,-0.927673,-2.28195,1406.31,23.4353
338976887,0,-3.24616,-2.09241,1406.31,23.4468
339025782,0,-2.61775,-1.93552,1406.31,23.4554
339086792,0,-1.98931,-1.80652,1406.31,23.4639
339133552,0,-0.927673,-1.76624,1406.31,23.4353
339189316,0,0.538612,-1.71413,1406.31,23.4554
339244608,0,-1.97504,-1.80908,1406.31,23.4211
339292692,0,-3.87457,-2.01827,1406.31,23.4382
339340592,0,-1.13716,-2.22241,1406.31,23.4325
339398300,0,-1.15144,-2.28701,1406.31,23.4754
339446757,0,-0.927673,-2.23073,1406.31,23.4353
339502254,0,-2.61775,-2.02196,1406.31,23.4554
339550320,0,1.18133,-1.84581,1406.31,23.4211
339610366,0,-5.14091,-1.48253,1406.31,23.4496
339658253,0,-0.927673,-1.46818,1406.31,23.4353
339706431,0,-3.87457,-1.58895,1406.31,23.4382
339767038,0,-0.718208,-1.80454,1406.31,23.4382
