timestamp,main_state
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
272792471,0
