timestamp,rollspeed,pitchspeed,yawspeed,q[0],q[1],q[2],q[3]
495249751,0.137876,0.337086,0.478607,0.00367118,0.168335,-0.317525,-0.933181
495262368,0.243563,0.279014,0.492258,0.00698217,0.169318,-0.319315,-0.932374
495269872,0.207224,0.312937,0.465855,0.00914927,0.170106,-0.320491,-0.931808
495283480,0.310559,0.291667,0.448917,0.0122143,0.171268,-0.322536,-0.930854
495293770,0.354957,0.419553,0.424933,0.0152223,0.172745,-0.324755,-0.929764
495302031,0.391379,0.354712,0.421032,0.0171238,0.17367,-0.326345,-0.929002
495313804,0.411734,0.476967,0.378067,0.0198811,0.175408,-0.328862,-0.927732
495325758,0.396435,0.462424,0.330982,0.0224336,0.17717,-0.33146,-0.926413
495337963,0.461988,0.37381,0.32349,0.0248232,0.178922,-0.334355,-0.924974
495349771,0.562932,0.394435,0.332684,0.027116,0.180844,-0.337599,-0.923356
495359091,0.544953,0.368353,0.308638,0.02856,0.182166,-0.339787,-0.92225
495369725,0.551172,0.439466,0.284555,0.0306637,0.184189,-0.343041,-0.920575
495382390,0.470982,0.497729,0.249714,0.0326614,0.186246,-0.34599,-0.918987
495393858,0.408045,0.419523,0.233919,0.034587,0.188197,-0.348666,-0.917507
495406240,0.408181,0.380513,0.244644,0.0365102,0.190193,-0.351188,-0.916057
495413965,0.347956,0.413474,0.234411,0.0378512,0.191638,-0.352688,-0.915125
495426564,0.328488,0.40943,0.243278,0.0398742,0.19374,-0.354755,-0.913796
495437978,0.228694,0.486841,0.215521,0.0419077,0.195927,-0.356286,-0.912643
495446518,0.167913,0.419966,0.216872,0.0432578,0.197265,-0.356991,-0.912016
495458013,0.054356,0.506808,0.19054,0.0453537,0.199442,-0.357584,-0.911208
495467276,-0.015883,0.456805,0.198124,0.0467796,0.200779,-0.357626,-0.910826
495477754,-0.140554,0.523596,0.167212,0.0490776,0.202974,-0.357148,-0.910406
495489726,-0.1941,0.468825,0.165009,0.0514444,0.205124,-0.35637,-0.910098
495498654,-0.179544,0.536761,0.169985,0.0531056,0.206686,-0.355862,-0.909848
495510193,-0.140872,0.446056,0.191509,0.0555523,0.208845,-0.355255,-0.909446
495522714,-0.0843892,0.422081,0.221335,0.0580015,0.210968,-0.354805,-0.908979
495533706,-0.0454393,0.501592,0.226846,0.0604705,0.213144,-0.354548,-0.90841
495545886,-0.0612698,0.495765,0.217642,0.0628996,0.2152,-0.354464,-0.907793
495554569,0.00720761,0.471039,0.251931,0.0646967,0.216593,-0.354584,-0.907288
495567361,-0.00266719,0.519119,0.246798,0.0673651,0.218757,-0.354745,-0.906512
495579363,-0.0195256,0.458262,0.249684,0.069882,0.220661,-0.354963,-0.905774
495591379,0.0329625,0.376433,0.291043,0.0724409,0.222449,-0.355313,-0.904998
495599655,-0.0121408,0.412839,0.2678,0.0741842,0.223767,-0.355483,-0.904465
495611351,0.014149,0.377283,0.305146,0.0768076,0.225583,-0.355809,-0.903666
495623809,-0.00352171,0.479235,0.303401,0.0795274,0.227514,-0.355938,-0.902896
495635342,-0.0595367,0.516659,0.273957,0.08225,0.229435,-0.355892,-0.902184
495648036,-0.107768,0.408348,0.285824,0.0850113,0.231125,-0.35565,-0.901591
495659433,-0.0709602,0.363687,0.321484,0.0878029,0.232768,-0.355415,-0.900994
495671879,-0.0734164,0.465284,0.31304,0.0906765,0.234618,-0.355157,-0.900331
495679422,-0.072724,0.402457,0.337918,0.092628,0.23572,-0.35498,-0.899914
495691840,-0.127589,0.497728,0.308338,0.0956294,0.237581,-0.354576,-0.89927
495703472,-0.174446,0.477087,0.290363,0.0986178,0.239305,-0.353964,-0.898731
495712329,-0.20419,0.48812,0.298499,0.100649,0.240376,-0.353465,-0.898416
495723369,-0.233671,0.407506,0.286022,0.103631,0.241867,-0.352636,-0.898003
495735845,-0.216638,0.319564,0.323666,0.106635,0.243212,-0.351751,-0.897635
495747398,-0.194716,0.401831,0.334148,0.109686,0.244632,-0.350834,-0.89724
495759363,-0.243149,0.447134,0.298455,0.112673,0.245968,-0.349843,-0.896891
495767568,-0.212334,0.432298,0.322721,0.114677,0.246767,-0.349215,-0.896663
495780064,-0.285091,0.419802,0.304357,0.117712,0.248008,-0.348051,-0.89638
495791400,-0.276177,0.317229,0.326672,0.120784,0.24913,-0.346868,-0.896118
495804078,-0.2429,0.336435,0.352037,0.123888,0.250342,-0.345738,-0.895793
495815383,-0.264128,0.420479,0.331498,0.127027,0.251581,-0.344519,-0.895476
495824037,-0.272914,0.349519,0.347438,0.129068,0.252228,-0.343659,-0.895333
495835354,-0.3511,0.403027,0.321648,0.132173,0.253255,-0.342102,-0.895186
495847819,-0.299236,0.325156,0.320446,0.135212,0.254045,-0.340696,-0.895045
495860939,-0.178481,0.269439,0.373401,0.138235,0.254901,-0.339842,-0.894664
495871306,-0.0973527,0.350427,0.396701,0.141379,0.256061,-0.339448,-0.893991
495880221,-0.0889728,0.301896,0.401115,0.143453,0.256807,-0.339282,-0.89351
495892039,-0.1514,0.396036,0.389922,0.14669,0.258037,-0.338732,-0.892838
495904037,-0.232662,0.439381,0.36468,0.149964,0.259217,-0.337941,-0.892252
495915872,-0.25,0.333013,0.37222,0.153258,0.260206,-0.337045,-0.891743
495927392,-0.236618,0.288346,0.409943,0.156618,0.261141,-0.336102,-0.891242
495936063,-0.301181,0.279065,0.388491,0.158883,0.261767,-0.335278,-0.890967
495947352,-0.304122,0.326125,0.408874,0.162334,0.262588,-0.333922,-0.890613
495959992,-0.379688,0.391623,0.392359,0.165869,0.263375,-0.332243,-0.890357
495971361,-0.383578,0.321101,0.395946,0.169384,0.263946,-0.330601,-0.890137
495983382,-0.347431,0.246081,0.428701,0.172915,0.264365,-0.329105,-0.889889
495991637,-0.375035,0.274248,0.424456,0.175337,0.264748,-0.328081,-0.889679
496003820,-0.35117,0.271895,0.446854,0.178984,0.265235,-0.326573,-0.889362
496015466,-0.350209,0.378569,0.436253,0.182688,0.265898,-0.324985,-0.888993
496024005,-0.377978,0.326204,0.44003,0.185122,0.266251,-0.323841,-0.888801
496035402,-0.443988,0.425249,0.396515,0.188838,0.26701,-0.321768,-0.888544
496043416,-0.471214,0.397549,0.405524,0.191321,0.26741,-0.32025,-0.888441
496055365,-0.522482,0.41245,0.385795,0.195057,0.268082,-0.317766,-0.888319
496067374,-0.507065,0.302305,0.394114,0.198759,0.268564,-0.315379,-0.888203
496076362,-0.507418,0.363538,0.387148,0.201259,0.268991,-0.313774,-0.888079
496087474,-0.462944,0.272353,0.431356,0.204942,0.269429,-0.311595,-0.887871
496099921,-0.416401,0.343677,0.445056,0.208731,0.269994,-0.309528,-0.88754
496111333,-0.431604,0.408317,0.426464,0.212557,0.270613,-0.307473,-0.887157
496123956,-0.420326,0.337002,0.454278,0.216412,0.271129,-0.305551,-0.886732
496131637,-0.415236,0.400094,0.448253,0.219052,0.271597,-0.304314,-0.886366
496144701,-0.351758,0.341801,0.470325,0.22321,0.272259,-0.302656,-0.885693
496152453,-0.302386,0.41164,0.480157,0.225852,0.272821,-0.301791,-0.885145
496164701,-0.257678,0.318637,0.514943,0.22977,0.273511,-0.300754,-0.884276
496176257,-0.210305,0.372346,0.524613,0.233681,0.274347,-0.29982,-0.883309
496184659,-0.237934,0.312126,0.531883,0.236261,0.274802,-0.2992,-0.882691
496196177,-0.225135,0.398897,0.52327,0.240177,0.27556,-0.298269,-0.881713
496208157,-0.257264,0.369191,0.476558,0.24393,0.276162,-0.297281,-0.880828
496220110,-0.26404,0.258683,0.491554,0.247601,0.276575,-0.29634,-0.87999
496232195,-0.199982,0.311876,0.483822,0.251181,0.27712,-0.29547,-0.879096
496240126,-0.198505,0.263147,0.468461,0.253437,0.277455,-0.29494,-0.878521
496252723,-0.187754,0.360137,0.454141,0.256843,0.278112,-0.294131,-0.877595
496260138,-0.176485,0.325807,0.451557,0.259042,0.278472,-0.293594,-0.877014
496273755,-0.190862,0.393253,0.411345,0.262287,0.279275,-0.292761,-0.876072
496284189,-0.223638,0.297266,0.404558,0.265451,0.279906,-0.291909,-0.875201
496292488,-0.218634,0.364121,0.383173,0.267581,0.280472,-0.291275,-0.874583
496304271,-0.187452,0.276614,0.401454,0.270651,0.281219,-0.290488,-0.87366
496316114,-0.160156,0.361144,0.399355,0.273713,0.282178,-0.289678,-0.872665
496324720,-0.168906,0.300719,0.392838,0.275701,0.28271,-0.289121,-0.872051
496336116,-0.145726,0.412045,0.370517,0.278639,0.283716,-0.288325,-0.871054
496344222,-0.134107,0.385938,0.373445,0.280543,0.284273,-0.287853,-0.870417
496356145,-0.16067,0.395119,0.344349,0.283358,0.285215,-0.287071,-0.869455
496368652,-0.160739,0.258496,0.348598,0.286096,0.28603,-0.286341,-0.86853
496376165,-0.165884,0.305289,0.324706,0.28789,0.286705,-0.285831,-0.867883
496388822,-0.16976,0.280955,0.349259,0.290592,0.287586,-0.28505,-0.866947
496400166,-0.209397,0.413225,0.305933,0.293256,0.288613,-0.283925,-0.866077
496408122,-0.249615,0.366627,0.308821,0.295023,0.28911,-0.282993,-0.865617
496420154,-0.343399,0.415026,0.267339,0.297734,0.289953,-0.281206,-0.864988
496428134,-0.352164,0.43527,0.266425,0.299567,0.290448,-0.279888,-0.864617
496440729,-0.393789,0.33727,0.271181,0.302311,0.291102,-0.277786,-0.86412
496452191,-0.382332,0.285939,0.306236,0.305145,0.291694,-0.275688,-0.863596
496460847,-0.379154,0.269435,0.305294,0.306997,0.292131,-0.274337,-0.863221
496472161,-0.326257,0.359973,0.317398,0.309809,0.292839,-0.272451,-0.862574
496484743,-0.308318,0.365673,0.290482,0.312575,0.29345,-0.270729,-0.861911
496496988,-0.314932,0.236365,0.330475,0.315357,0.293881,-0.269197,-0.86123
496508227,-0.250184,0.326467,0.364334,0.31821,0.294511,-0.26778,-0.860407
496516374,-0.230569,0.274324,0.374214,0.320087,0.294855,-0.266995,-0.859836
496528649,-0.177917,0.380648,0.347853,0.322864,0.295636,-0.265967,-0.858848
496540162,-0.201657,0.241128,0.362599,0.325619,0.29615,-0.265098,-0.857899
496548205,-0.192657,0.294034,0.356217,0.327475,0.29662,-0.26452,-0.857208
496560217,-0.197803,0.243947,0.392154,0.330298,0.297157,-0.263649,-0.856207
496568835,-0.212447,0.219148,0.404231,0.33222,0.297521,-0.263062,-0.855517
496580163,-0.171327,0.327724,0.419023,0.335194,0.298113,-0.262231,-0.854406
496592940,-0.155556,0.320009,0.410411,0.338148,0.298632,-0.261539,-0.853272
496600857,-0.149155,0.351248,0.418726,0.340156,0.298973,-0.261147,-0.852474
496612316,-0.17273,0.208823,0.442282,0.343171,0.299298,-0.260615,-0.851313
496624209,-0.173028,0.295474,0.455892,0.346252,0.299717,-0.259952,-0.85012
496632153,-0.20817,0.250109,0.467457,0.348341,0.299838,-0.259444,-0.849379
496644786,-0.216369,0.335363,0.435626,0.351472,0.300139,-0.25856,-0.848251
496652144,-0.191723,0.347516,0.452327,0.353618,0.300296,-0.258017,-0.847469
496665826,-0.232068,0.236056,0.458969,0.356807,0.300423,-0.257178,-0.846342
496676160,-0.231566,0.262695,0.479852,0.360116,0.300678,-0.256274,-0.845123
496684316,-0.248486,0.225953,0.487654,0.362321,0.300814,-0.255645,-0.844322
496696212,-0.207097,0.36172,0.465904,0.365637,0.301225,-0.254712,-0.843027
496708202,-0.208531,0.249166,0.469924,0.368921,0.301438,-0.25392,-0.841758
496716928,-0.196035,0.287777,0.463409,0.371112,0.301702,-0.253416,-0.840852
496728192,-0.207904,0.253246,0.50409,0.374426,0.30201,-0.25273,-0.839478
496736678,-0.209499,0.253006,0.490511,0.376608,0.302241,-0.25222,-0.838572
496748186,-0.196248,0.366071,0.458434,0.379872,0.302709,-0.251338,-0.837194
496760806,-0.148025,0.278069,0.468711,0.383075,0.303126,-0.250646,-0.83579
496772188,-0.0828772,0.30507,0.485297,0.386189,0.303765,-0.250281,-0.834233
496784830,-0.042061,0.326323,0.453569,0.389134,0.304471,-0.250168,-0.832639
496796205,-0.0928658,0.250049,0.483922,0.392123,0.305036,-0.250045,-0.831065
496808145,-0.0964713,0.362185,0.463699,0.395164,0.305759,-0.249676,-0.829469
496820246,-0.137723,0.302639,0.463492,0.398251,0.306345,-0.2492,-0.827918
496828965,-0.121866,0.336636,0.451528,0.400327,0.306841,-0.24882,-0.826847
496840118,-0.120448,0.334355,0.491293,0.403475,0.307589,-0.248286,-0.825198
496848127,-0.110377,0.33238,0.490001,0.405557,0.30817,-0.247946,-0.824062
496860125,-0.0722262,0.429445,0.452521,0.408646,0.309246,-0.247457,-0.822278
496873910,-0.105293,0.352781,0.472013,0.411766,0.310171,-0.246945,-0.820525
496884179,-0.104702,0.417841,0.451584,0.414836,0.311217,-0.246323,-0.818767
496896981,-0.117458,0.366255,0.448154,0.417892,0.312142,-0.245683,-0.817052
496904161,-0.0907906,0.381848,0.443266,0.41992,0.31281,-0.245312,-0.815867
496917821,-0.0613742,0.372035,0.468476,0.423107,0.313916,-0.244854,-0.813931
496925057,-0.0460493,0.355377,0.473655,0.425048,0.314654,-0.244638,-0.812699
496940121,-0.0244019,0.400391,0.434882,0.428065,0.315908,-0.244379,-0.810704
496949921,-0.018491,0.347356,0.446158,0.430868,0.316978,-0.244191,-0.808856
496962326,-0.0326027,0.394229,0.425584,0.433644,0.318112,-0.243925,-0.807006
496973784,-0.0647909,0.366905,0.423166,0.436408,0.319171,-0.243524,-0.805217
496982495,-0.0862795,0.366557,0.414596,0.438263,0.319857,-0.243138,-0.804053
496993760,-0.133807,0.397484,0.395727,0.441056,0.320832,-0.242329,-0.802379
497005753,-0.133397,0.375271,0.398155,0.44384,0.321763,-0.241443,-0.800737
497013750,-0.132248,0.375697,0.395827,0.445672,0.322389,-0.240831,-0.799651
497028093,-0.146635,0.391493,0.370254,0.448384,0.323306,-0.239864,-0.798054
497037931,-0.129435,0.375298,0.394798,0.451092,0.324218,-0.238969,-0.796425
497052771,-0.0931589,0.394259,0.359438,0.453703,0.325282,-0.238177,-0.794744
497061755,-0.0676306,0.374065,0.398741,0.45634,0.326321,-0.237573,-0.792987
497073754,-0.0591267,0.373377,0.370741,0.458901,0.327399,-0.237022,-0.791227
497085742,-0.0164495,0.370067,0.402429,0.461409,0.32852,-0.236655,-0.789412
497094445,0.0264795,0.378889,0.400422,0.463038,0.329354,-0.236532,-0.788146
497106045,0.0585744,0.373671,0.392068,0.465426,0.330698,-0.236513,-0.78618
497118211,0.0553421,0.38797,0.390213,0.467794,0.332113,-0.236546,-0.784165
497129704,0.040906,0.371669,0.39483,0.470184,0.33345,-0.236492,-0.782183
497141835,0.0359729,0.383909,0.364981,0.472543,0.334787,-0.236367,-0.780226
497149902,0.0194153,0.376872,0.361533,0.47412,0.335636,-0.236268,-0.778933
497162319,0.0346349,0.387836,0.391332,0.476499,0.336944,-0.236092,-0.776967
497173752,0.0354823,0.379298,0.360887,0.478805,0.338281,-0.23592,-0.775018
497185842,0.0126294,0.389065,0.375842,0.481141,0.339592,-0.235715,-0.773058
497197713,-0.0536451,0.369363,0.367358,0.483523,0.340747,-0.235281,-0.771194
497206501,-0.0926813,0.366642,0.365264,0.485159,0.341391,-0.2348,-0.770027
497217688,-0.148983,0.367973,0.322181,0.487641,0.342188,-0.233793,-0.76841
497230226,-0.170604,0.359837,0.351933,0.490167,0.342853,-0.232685,-0.766841
497241809,-0.157098,0.354831,0.323564,0.492625,0.343536,-0.231565,-0.765298
497253789,-0.124629,0.372496,0.336633,0.495054,0.344313,-0.230578,-0.763678
497262114,-0.114323,0.37283,0.326988,0.496635,0.344879,-0.229969,-0.762579
497273788,-0.106092,0.368817,0.347999,0.498997,0.345763,-0.229098,-0.760897
497287913,-0.105441,0.376088,0.305589,0.501312,0.3467,-0.228166,-0.759227
497297762,-0.0924255,0.387156,0.341322,0.50365,0.34769,-0.227295,-0.757486
497310264,-0.0976799,0.372173,0.334321,0.505991,0.348643,-0.22642,-0.755748
497318081,-0.102516,0.378675,0.340602,0.507568,0.349271,-0.22581,-0.754582
497330259,-0.0930481,0.374015,0.317494,0.509877,0.350226,-0.224922,-0.752846
497341894,-0.0940557,0.383365,0.354272,0.512241,0.351159,-0.224069,-0.751059
497354237,-0.108551,0.367583,0.329568,0.51458,0.352069,-0.223149,-0.749306
497365829,-0.133191,0.378777,0.332707,0.51695,0.35293,-0.222154,-0.747563
497374487,-0.140677,0.377469,0.330124,0.518572,0.353458,-0.221445,-0.7464
497385702,-0.143543,0.3835,0.353853,0.521023,0.35424,-0.220372,-0.744638
497398191,-0.160253,0.358426,0.344539,0.523446,0.354942,-0.219286,-0.742922
497409785,-0.178135,0.354066,0.33699,0.525916,0.355541,-0.218152,-0.741224
497421913,-0.165413,0.35855,0.362248,0.528385,0.356115,-0.217043,-0.739516
497430083,-0.166312,0.356652,0.369679,0.530021,0.356474,-0.216329,-0.738381
497442471,-0.166286,0.340894,0.361059,0.532501,0.356992,-0.21527,-0.736653
497453842,-0.170059,0.344525,0.344038,0.534957,0.357539,-0.214178,-0.734924
497465699,-0.174564,0.352077,0.379071,0.537482,0.358029,-0.213105,-0.733154
497477786,-0.192474,0.32947,0.355399,0.539985,0.358434,-0.21196,-0.731447
497486439,-0.225516,0.336316,0.364994,0.541682,0.358652,-0.21111,-0.73033
497497781,-0.256717,0.331284,0.334167,0.544242,0.358892,-0.209709,-0.728711
497506906,-0.266701,0.330021,0.332615,0.546134,0.359026,-0.208625,-0.72754
497519337,-0.293222,0.352087,0.362919,0.548954,0.359156,-0.206915,-0.725839
497529646,-0.319112,0.348579,0.351655,0.550741,0.359168,-0.205764,-0.724806
497539345,-0.332423,0.349848,0.363563,0.553449,0.359181,-0.203978,-0.72324
497551398,-0.326494,0.340834,0.335405,0.556156,0.359157,-0.202136,-0.721691
497559450,-0.318704,0.337075,0.34994,0.557978,0.359166,-0.20095,-0.720611
497571879,-0.297947,0.362969,0.353862,0.560657,0.359284,-0.199226,-0.718949
497583389,-0.267625,0.375009,0.381754,0.563339,0.359493,-0.1976,-0.717195
497595822,-0.261903,0.361383,0.35992,0.56596,0.359759,-0.196003,-0.715434
497607348,-0.248062,0.381192,0.369391,0.568575,0.360111,-0.194469,-0.7136
497616056,-0.257971,0.370425,0.357148,0.570317,0.360313,-0.193431,-0.712388
497627397,-0.272105,0.380337,0.384987,0.572941,0.360587,-0.191863,-0.710567
497640035,-0.279512,0.359523,0.364967,0.575563,0.360759,-0.190219,-0.7088
497651361,-0.287135,0.353923,0.353834,0.578156,0.360896,-0.188557,-0.707061
497664070,-0.25558,0.372276,0.381925,0.580717,0.361131,-0.187008,-0.705252
497677466,-0.203977,0.362928,0.366551,0.583171,0.361519,-0.185617,-0.703394
497687842,-0.176195,0.375462,0.360503,0.585561,0.362109,-0.184366,-0.701431
497696043,-0.150276,0.36934,0.365,0.587142,0.362529,-0.183609,-0.700089
497707325,-0.122994,0.392796,0.392657,0.589491,0.363261,-0.182562,-0.698007
497719401,-0.0986119,0.387342,0.407435,0.591802,0.364088,-0.181647,-0.695856
497727539,-0.0990744,0.389098,0.413869,0.593332,0.364653,-0.181053,-0.69441
497741734,-0.118793,0.367698,0.383607,0.595603,0.365439,-0.18016,-0.692282
497751346,-0.147098,0.377919,0.384243,0.597925,0.36613,-0.179129,-0.690179
497765621,-0.18092,0.3877,0.410665,0.600353,0.366693,-0.177962,-0.688071
497775316,-0.225467,0.38087,0.382941,0.602817,0.36711,-0.176581,-0.686047
497785795,-0.260541,0.380507,0.393015,0.60454,0.367321,-0.17554,-0.684684
497795338,-0.322855,0.381842,0.369698,0.607181,0.36741,-0.17375,-0.682754
497809509,-0.306996,0.417014,0.399527,0.609847,0.367558,-0.171909,-0.68076
497819358,-0.265566,0.412679,0.405656,0.612472,0.367866,-0.170175,-0.67867
497831538,-0.241929,0.409053,0.407883,0.61511,0.368266,-0.168576,-0.676463
497839607,-0.227519,0.390616,0.407135,0.616839,0.368531,-0.167612,-0.674983
497852117,-0.232525,0.394459,0.438269,0.619464,0.368869,-0.166206,-0.672737
497863478,-0.2409,0.375994,0.45602,0.622133,0.369089,-0.164853,-0.670483
497876057,-0.246547,0.35201,0.433384,0.624771,0.369234,-0.163508,-0.668276
497887434,-0.251356,0.373511,0.462733,0.627489,0.369367,-0.162179,-0.665976
497896211,-0.248092,0.367626,0.45813,0.629304,0.369451,-0.16131,-0.664426
497907371,-0.24065,0.373578,0.483817,0.63203,0.369595,-0.160029,-0.662064
497919827,-0.225511,0.36436,0.475382,0.634739,0.369752,-0.158804,-0.659675
497931378,-0.221897,0.369304,0.473697,0.637457,0.369949,-0.157596,-0.657228
497943421,-0.201024,0.386386,0.506396,0.640177,0.370223,-0.156469,-0.654695
497951562,-0.190429,0.392052,0.50835,0.641979,0.370436,-0.155736,-0.652983
497963802,-0.167492,0.381715,0.511969,0.644667,0.370816,-0.154716,-0.650356
497975394,-0.15418,0.382054,0.495591,0.647289,0.37131,-0.153768,-0.647689
497989455,-0.171536,0.407709,0.515987,0.649973,0.371796,-0.152759,-0.644956
497999340,-0.189125,0.403467,0.511922,0.652664,0.372216,-0.151648,-0.642252
498009679,-0.223296,0.407385,0.511204,0.654487,0.372411,-0.150804,-0.64048
498019418,-0.26058,0.395288,0.47987,0.657226,0.372605,-0.149419,-0.637882
498033595,-0.308448,0.410469,0.472574,0.660056,0.372598,-0.147796,-0.635337
498043365,-0.338735,0.412745,0.483593,0.66291,0.37245,-0.146016,-0.63286
498055875,-0.346664,0.405972,0.461615,0.665754,0.372263,-0.144166,-0.630403
498067388,-0.341645,0.421424,0.460379,0.668593,0.372128,-0.142282,-0.627901
498080339,-0.295662,0.434445,0.476134,0.671375,0.372113,-0.140464,-0.625345
498093007,-0.2144,0.440647,0.461571,0.674337,0.37247,-0.138641,-0.622347
498105132,-0.12745,0.467582,0.486826,0.676807,0.373213,-0.137324,-0.619505
498119252,-0.0525062,0.4707,0.499611,0.679132,0.374288,-0.136265,-0.616539
498129017,-0.026976,0.463919,0.474409,0.681327,0.375526,-0.135343,-0.61356
498137057,-0.0252039,0.470914,0.477891,0.682796,0.376405,-0.134726,-0.611522
498148968,-0.0466284,0.491346,0.478044,0.685003,0.377692,-0.133714,-0.608474
498163370,-0.0774652,0.50557,0.49293,0.68727,0.378875,-0.132557,-0.605428
498173012,-0.0858527,0.492223,0.479645,0.689529,0.380022,-0.131357,-0.602394
498187066,-0.0800982,0.513173,0.482738,0.691821,0.38121,-0.130107,-0.599278
498197033,-0.045601,0.511495,0.507964,0.694084,0.382453,-0.128977,-0.596105
498209016,-0.00352592,0.480577,0.503893,0.696252,0.383795,-0.12804,-0.592908
498216970,0.0398475,0.489283,0.521612,0.697658,0.384806,-0.127544,-0.590702
498228956,0.078809,0.467896,0.507892,0.699667,0.386414,-0.126985,-0.587389
498240972,0.0893358,0.488417,0.544844,0.701645,0.388105,-0.126561,-0.583996
498248995,0.075071,0.484735,0.538278,0.70298,0.3892,-0.126265,-0.581721
498261092,0.0292386,0.47599,0.540499,0.705041,0.390694,-0.125718,-0.578335
498273112,-0.0344616,0.458792,0.515491,0.70719,0.391917,-0.124963,-0.575037
498285085,-0.0722508,0.476852,0.507678,0.709415,0.392977,-0.123997,-0.571773
498297009,-0.0875643,0.490951,0.523954,0.711663,0.393931,-0.122923,-0.568546
498305081,-0.10188,0.504054,0.523515,0.713194,0.394538,-0.122121,-0.566374
498317083,-0.10869,0.502498,0.506635,0.715484,0.395471,-0.120835,-0.563102
498331124,-0.118905,0.494588,0.493882,0.717767,0.396359,-0.119511,-0.559846
498340989,-0.107799,0.521038,0.509274,0.720043,0.397266,-0.118182,-0.556552
498355080,-0.0862659,0.505446,0.508159,0.722261,0.398226,-0.116878,-0.553259
498365075,-0.0718426,0.502483,0.490494,0.724415,0.399266,-0.115641,-0.549942
498377030,-0.0428949,0.531505,0.51209,0.726526,0.400441,-0.114447,-0.546543
498384981,-0.0269221,0.524972,0.508204,0.727883,0.401295,-0.113706,-0.544261
498399191,-0.0481343,0.528085,0.517707,0.729946,0.402514,-0.112564,-0.540824
498408888,-0.0455756,0.525163,0.493979,0.731996,0.403701,-0.11134,-0.537411
498417609,-0.0621032,0.531583,0.496342,0.73337,0.404495,-0.11047,-0.535116
498429009,-0.0591743,0.547423,0.488742,0.735432,0.405674,-0.109097,-0.531664
498439093,-0.0600894,0.54696,0.484322,0.736799,0.406491,-0.108173,-0.529331
498449076,-0.0715982,0.574174,0.503243,0.73886,0.407727,-0.106722,-0.52579
498463353,-0.097247,0.56806,0.504247,0.740975,0.408823,-0.105179,-0.522261
498473076,-0.162364,0.552851,0.462595,0.743126,0.409677,-0.103419,-0.518877
498485556,-0.202491,0.567874,0.461309,0.745354,0.410335,-0.101482,-0.515533
498496985,-0.200366,0.557883,0.463526,0.747564,0.410921,-0.0995176,-0.512239
498508989,-0.188938,0.538533,0.444876,0.749703,0.411485,-0.0976095,-0.509016
498521268,-0.176901,0.551614,0.454986,0.751831,0.412116,-0.0957417,-0.505711
498533049,-0.15335,0.559208,0.470695,0.753897,0.412817,-0.0939177,-0.502396
498544997,-0.115988,0.555488,0.460865,0.755888,0.413695,-0.0921714,-0.498994
498553452,-0.102943,0.568725,0.470944,0.757191,0.414362,-0.091022,-0.49667
498564945,-0.0728482,0.565525,0.4616,0.759061,0.415479,-0.0893717,-0.49317
498578992,-0.0558559,0.584407,0.483261,0.760894,0.416695,-0.08779,-0.48959
498588953,-0.0500368,0.575589,0.478641,0.762691,0.417916,-0.0862107,-0.486021
498601224,-0.0625032,0.571858,0.460933,0.764458,0.419126,-0.0846121,-0.48247
498608958,-0.0661934,0.568326,0.458389,0.76565,0.419899,-0.0835305,-0.480092
498621525,-0.0997304,0.578111,0.464629,0.767476,0.420945,-0.0818183,-0.476542
498633006,-0.101806,0.572485,0.482808,0.769308,0.421917,-0.0801506,-0.472998
498643817,-0.117688,0.574108,0.478456,0.770544,0.422506,-0.0789998,-0.470648
498656954,-0.176166,0.57297,0.459808,0.773088,0.423459,-0.0765514,-0.466002
498664965,-0.223633,0.56295,0.436853,0.774425,0.423749,-0.075198,-0.463733
498677693,-0.306106,0.558015,0.446002,0.776719,0.423823,-0.0728214,-0.460193
498685771,-0.325326,0.557209,0.449307,0.778213,0.423713,-0.0712695,-0.458009
498698625,-0.323492,0.53243,0.420307,0.780575,0.423481,-0.0687911,-0.454571
498710604,-0.324764,0.562138,0.439963,0.782773,0.423335,-0.0664568,-0.451262
498722574,-0.325626,0.55429,0.452779,0.784981,0.423157,-0.0641325,-0.447917
498734577,-0.326748,0.551206,0.422357,0.787155,0.422974,-0.0617575,-0.444597
498742662,-0.323384,0.555348,0.431697,0.788616,0.422853,-0.0601713,-0.442334
498754631,-0.321907,0.584442,0.44143,0.790786,0.422701,-0.057746,-0.438916
498766579,-0.297889,0.583591,0.459496,0.7929,0.422651,-0.0553525,-0.435445
498778573,-0.292348,0.56847,0.430662,0.794958,0.422645,-0.0529912,-0.431979
498790580,-0.260178,0.582014,0.455544,0.796969,0.422724,-0.0506986,-0.428456
498798567,-0.256351,0.572241,0.447533,0.798263,0.422801,-0.0492161,-0.426137
498810500,-0.259257,0.561303,0.462017,0.8002,0.422906,-0.0470369,-0.422633
498822653,-0.256087,0.544678,0.42728,0.802085,0.42298,-0.0448751,-0.419206
498834583,-0.255069,0.563158,0.446714,0.803961,0.423056,-0.0427116,-0.415748
498846865,-0.286023,0.541824,0.452186,0.80588,0.422998,-0.0405338,-0.412294
498858748,-0.299672,0.544184,0.418679,0.807806,0.422838,-0.0382739,-0.408891
498870630,-0.321603,0.556696,0.446272,0.809761,0.422583,-0.0359867,-0.405481
498878608,-0.344659,0.554131,0.442792,0.811098,0.422322,-0.0344189,-0.403212
