timestamp,alt_max,landed,freefall,ground_contact
346986058,1020.05,0,0,0
347027240,1020.23,0,0,0
347067244,1020.39,0,0,0
347108286,1020.56,0,0,0
347152035,1020.75,0,0,0
347192992,1020.93,0,0,0
347234272,1021.12,0,0,0
347275065,1021.31,0,0,0
347316808,1021.51,0,0,0
347357682,1021.69,0,0,0
347397475,1021.88,0,0,0
347437466,1022.06,0,0,0
347479226,1022.23,0,0,0
347519073,1022.41,0,0,0
347561421,1022.61,0,0,0
347602058,1022.78,0,0,0
347643077,1022.96,0,0,0
347684058,1023.14,0,0,0
347725069,1023.32,0,0,0
347767328,1023.5,0,0,0
347809082,1023.67,0,0,0
347852198,1023.84,0,0,0
347894474,1024.02,0,0,0
347935058,1024.17,0,0,0
347977062,1024.32,0,0,0
348019078,1024.49,0,0,0
348059183,1024.63,0,0,0
348100058,1024.78,0,0,0
348142067,1024.93,0,0,0
348185094,1025.09,0,0,0
348226058,1025.24,0,0,0
348269144,1025.41,0,0,0
348309170,1025.56,0,0,0
348349424,1025.7,0,0,0
348393074,1025.87,0,0,0
348435943,1026.03,0,0,0
348476302,1026.18,0,0,0
348518058,1026.32,0,0,0
348560305,1026.46,0,0,0
348602384,1026.59,0,0,0
348643065,1026.72,0,0,0
348684058,1026.84,0,0,0
348726120,1026.96,0,0,0
348767255,1027.08,0,0,0
348810568,1027.2,0,0,0
348850851,1027.31,0,0,0
348891128,1027.42,0,0,0
348934131,1027.53,0,0,0
348974190,1027.63,0,0,0
349014072,1027.72,0,0,0
349055177,1027.81,0,0,0
349096163,1027.9,0,0,0
349137067,1027.98,0,0,0
349179381,1028.06,0,0,0
349220107,1028.14,0,0,0
349261060,1028.21,0,0,0
349303803,1028.3,0,0,0
349344058,1028.37,0,0,0
349387492,1028.46,0,0,0
349428072,1028.54,0,0,0
349471478,1028.63,0,0,0
349512058,1028.71,0,0,0
349553541,1028.78,0,0,0
349595961,1028.87,0,0,0
349637209,1028.94,0,0,0
349680833,1029.02,0,0,0
349720728,1029.09,0,0,0
349760822,1029.15,0,0,0
349800269,1029.22,0,0,0
349840209,1029.27,0,0,0
349881094,1029.33,0,0,0
349924923,1029.39,0,0,0
349966060,1029.45,0,0,0
350008507,1029.51,0,0,0
350088456,1029.64,0,0,0
350129041,1029.71,0,0,0
350171069,1029.79,0,0,0
350214354,1029.88,0,0,0
350256163,1029.97,0,0,0
350298342,1030.08,0,0,0
350339075,1030.18,0,0,0
350380067,1030.28,0,0,0
350422060,1030.4,0,0,0
350463074,1030.5,0,0,0
350504058,1030.61,0,0,0
350546549,1030.74,0,0,0
350588157,1030.85,0,0,0
350629134,1030.97,0,0,0
350671924,1031.1,0,0,0
350712551,1031.23,0,0,0
350753160,1031.37,0,0,0
350795648,1031.52,0,0,0
350837058,1031.65,0,0,0
350879834,1031.8,0,0,0
350921058,1031.92,0,0,0
350963190,1032.05,0,0,0
351003377,1032.16,0,0,0
351045058,1032.26,0,0,0
351089141,1032.36,0,0,0
351129923,1032.46,0,0,0
351171075,1032.54,0,0,0
351214455,1032.63,0,0,0
351255076,1032.72,0,0,0
351297071,1032.81,0,0,0
351338100,1032.9,0,0,0
351381162,1033.0,0,0,0
351423069,1033.08,0,0,0
351466058,1033.17,0,0,0
351508790,1033.25,0,0,0
351549959,1033.33,0,0,0
351591338,1033.39,0,0,0
351632191,1033.45,0,0,0
351674661,1033.51,0,0,0
351715638,1033.57,0,0,0
351756219,1033.62,0,0,0
351798614,1033.68,0,0,0
351840190,1033.72,0,0,0
351881090,1033.77,0,0,0
351921067,1033.82,0,0,0
351963141,1033.87,0,0,0
352005058,1033.92,0,0,0
352048958,1033.95,0,0,0
352090067,1034.0,0,0,0
352132445,1034.04,0,0,0
352172389,1034.06,0,0,0
352212331,1034.08,0,0,0
352253561,1034.1,0,0,0
352297199,1034.12,0,0,0
352339942,1034.15,0,0,0
352380397,1034.16,0,0,0
352420913,1034.16,0,0,0
352461410,1034.16,0,0,0
352502065,1034.18,0,0,0
352543065,1034.18,0,0,0
352585914,1034.18,0,0,0
352628253,1034.17,0,0,0
352670694,1034.17,0,0,0
352710400,1034.17,0,0,0
352750800,1034.16,0,0,0
352791165,1034.15,0,0,0
352833615,1034.14,0,0,0
352875069,1034.13,0,0,0
352915366,1034.12,0,0,0
352956058,1034.11,0,0,0
352999554,1034.11,0,0,0
353039253,1034.09,0,0,0
353080439,1034.09,0,0,0
353122058,1034.09,0,0,0
353163575,1034.08,0,0,0
353205148,1034.08,0,0,0
353248070,1034.06,0,0,0
353288459,1034.06,0,0,0
353328070,1034.06,0,0,0
353368116,1034.06,0,0,0
353410063,1034.06,0,0,0
353452163,1034.05,0,0,0
353493234,1034.06,0,0,0
353534227,1034.04,0,0,0
353577550,1034.03,0,0,0
353617058,1034.01,0,0,0
353658084,1034.01,0,0,0
353701285,1033.98,0,0,0
353741167,1033.98,0,0,0
353781809,1033.98,0,0,0
353822235,1033.97,0,0,0
353863320,1033.98,0,0,0
353904869,1033.99,0,0,0
353946256,1033.98,0,0,0
353987211,1033.98,0,0,0
354028069,1033.98,0,0,0
354069095,1034.0,0,0,0
354111060,1034.01,0,0,0
354153058,1034.0,0,0,0
354193158,1034.0,0,0,0
354235413,1034.01,0,0,0
354275196,1034.04,0,0,0
354315108,1034.07,0,0,0
354356060,1034.07,0,0,0
354399934,1034.08,0,0,0
354440766,1034.11,0,0,0
354481058,1034.1,0,0,0
354524394,1034.11,0,0,0
354564286,1034.09,0,0,0
354605422,1034.13,0,0,0
354646071,1034.13,0,0,0
354688125,1034.13,0,0,0
354730066,1034.14,0,0,0
354771298,1034.15,0,0,0
354831137,1034.15,0,0,0
354872214,1034.16,0,0,0
354912386,1034.19,0,0,0
354953058,1034.22,0,0,0
354994058,1034.23,0,0,0
355036653,1034.26,0,0,0
355076390,1034.27,0,0,0
355117104,1034.3,0,0,0
355160683,1034.3,0,0,0
355200275,1034.33,0,0,0
355242231,1034.34,0,0,0
355282062,1034.36,0,0,0
355324324,1034.37,0,0,0
355364110,1034.37,0,0,0
355404850,1034.36,0,0,0
355445194,1034.38,0,0,0
355488974,1034.37,0,0,0
355529254,1034.37,0,0,0
355570241,1034.34,0,0,0
355612394,1034.31,0,0,0
355652436,1034.27,0,0,0
355694382,1034.23,0,0,0
355735153,1034.19,0,0,0
355778339,1034.15,0,0,0
355819073,1034.14,0,0,0
355902058,1034.09,0,0,0
356650238,1033.09,0,0,0
356691217,1033.0,0,0,0
356731058,1032.91,0,0,0
356771128,1032.83,0,0,0
356853754,1032.65,0,0,0
356895076,1032.56,0,0,0
356937413,1032.47,0,0,0
356978898,1032.38,0,0,0
357021830,1032.3,0,0,0
357062317,1032.23,0,0,0
357103074,1032.15,0,0,0
357145065,1032.06,0,0,0
357187254,1031.98,0,0,0
357229058,1031.9,0,0,0
357270417,1031.82,0,0,0
357311153,1031.76,0,0,0
357351071,1031.7,0,0,0
357393118,1031.65,0,0,0
357435065,1031.6,0,0,0
357476150,1031.56,0,0,0
357517206,1031.53,0,0,0
357558696,1031.51,0,0,0
357600242,1031.48,0,0,0
357641366,1031.47,0,0,0
357681074,1031.49,0,0,0
357724269,1031.49,0,0,0
357765058,1031.51,0,0,0
357808326,1031.53,0,0,0
357849060,1031.58,0,0,0
357893185,1031.62,0,0,0
357934058,1031.68,0,0,0
357976438,1031.75,0,0,0
358017132,1031.81,0,0,0
358058841,1031.88,0,0,0
358100060,1031.96,0,0,0
358142123,1032.04,0,0,0
358183058,1032.13,0,0,0
358224193,1032.22,0,0,0
358265917,1032.33,0,0,0
358305693,1032.43,0,0,0
358346937,1032.55,0,0,0
358387295,1032.67,0,0,0
358428095,1032.79,0,0,0
358469783,1032.93,0,0,0
358510069,1033.07,0,0,0
358550067,1033.2,0,0,0
358592229,1033.35,0,0,0
358635662,1033.51,0,0,0
358676065,1033.67,0,0,0
358718067,1033.83,0,0,0
358759211,1034.0,0,0,0
358799363,1034.17,0,0,0
358840767,1034.34,0,0,0
358884304,1034.54,0,0,0
358925058,1034.72,0,0,0
358968140,1034.92,0,0,0
359009107,1035.11,0,0,0
359050199,1035.3,0,0,0
359093232,1035.51,0,0,0
359134226,1035.71,0,0,0
359174624,1035.91,0,0,0
359217729,1036.12,0,0,0
359259078,1036.32,0,0,0
359302231,1036.55,0,0,0
359343065,1036.75,0,0,0
359385593,1036.98,0,0,0
359426069,1037.18,0,0,0
359468920,1037.4,0,0,0
359508112,1037.59,0,0,0
359551442,1037.82,0,0,0
359593058,1038.03,0,0,0
359636189,1038.26,0,0,0
359677150,1038.47,0,0,0
359719068,1038.69,0,0,0
359760053,1038.89,0,0,0
359800069,1039.09,0,0,0
359843193,1039.32,0,0,0
359883708,1039.54,0,0,0
359924058,1039.75,0,0,0
359964380,1039.97,0,0,0
360004095,1040.18,0,0,0
360045079,1040.39,0,0,0
360087239,1040.61,0,0,0
360128219,1040.8,0,0,0
360171630,1041.01,0,0,0
360212386,1041.19,0,0,0
360256147,1041.35,0,0,0
360297058,1041.56,0,0,0
360340094,1041.76,0,0,0
360381067,1041.94,0,0,0
360421060,1042.13,0,0,0
360461065,1042.31,0,0,0
360503907,1042.51,0,0,0
360545065,1042.68,0,0,0
360587528,1042.87,0,0,0
360629105,1043.04,0,0,0
360670316,1043.19,0,0,0
360713141,1043.36,0,0,0
360753780,1043.5,0,0,0
360793226,1043.63,0,0,0
360835372,1043.77,0,0,0
360876810,1043.91,0,0,0
360917056,1044.03,0,0,0
360957077,1044.16,0,0,0
360997272,1044.29,0,0,0
361037239,1044.42,0,0,0
361077676,1044.56,0,0,0
361119081,1044.69,0,0,0
361161069,1044.82,0,0,0
361203076,1044.95,0,0,0
361245058,1045.07,0,0,0
361287065,1045.2,0,0,0
361329058,1045.32,0,0,0
361369067,1045.44,0,0,0
361411308,1045.57,0,0,0
361452185,1045.69,0,0,0
361494429,1045.82,0,0,0
361536058,1045.93,0,0,0
361578067,1046.05,0,0,0
361620832,1046.18,0,0,0
361661303,1046.29,0,0,0
361705192,1046.42,0,0,0
361746095,1046.53,0,0,0
361788306,1046.66,0,0,0
361828464,1046.78,0,0,0
361870276,1046.89,0,0,0
361913271,1047.03,0,0,0
361956614,1047.17,0,0,0
361996066,1047.31,0,0,0
362036602,1047.44,0,0,0
362077400,1047.59,0,0,0
362119077,1047.75,0,0,0
362160812,1047.93,0,0,0
362201093,1048.09,0,0,0
362242209,1048.26,0,0,0
362286110,1048.46,0,0,0
362327076,1048.63,0,0,0
362369454,1048.84,0,0,0
362410219,1049.03,0,0,0
362453244,1049.24,0,0,0
362494371,1049.45,0,0,0
362537110,1049.68,0,0,0
362577523,1049.89,0,0,0
362617888,1050.1,0,0,0
362658058,1050.3,0,0,0
362700058,1050.52,0,0,0
362743040,1050.76,0,0,0
362785276,1050.96,0,0,0
362827257,1051.19,0,0,0
362867409,1051.39,0,0,0
362908154,1051.6,0,0,0
362950434,1051.82,0,0,0
362992058,1052.02,0,0,0
363035233,1052.23,0,0,0
363076058,1052.42,0,0,0
363118890,1052.63,0,0,0
363160132,1052.81,0,0,0
363200070,1053.0,0,0,0
363242058,1053.18,0,0,0
363286568,1053.37,0,0,0
363328680,1053.55,0,0,0
363368265,1053.72,0,0,0
363408916,1053.88,0,0,0
363449187,1054.03,0,0,0
363492343,1054.2,0,0,0
363533058,1054.34,0,0,0
363576771,1054.49,0,0,0
363617176,1054.62,0,0,0
363660281,1054.75,0,0,0
363701839,1054.87,0,0,0
363742429,1054.97,0,0,0
363782698,1055.07,0,0,0
363823352,1055.15,0,0,0
363865769,1055.24,0,0,0
363905635,1055.32,0,0,0
363946793,1055.39,0,0,0
363986552,1055.45,0,0,0
364026071,1055.51,0,0,0
364068167,1055.56,0,0,0
364110387,1055.62,0,0,0
364151065,1055.66,0,0,0
364193058,1055.7,0,0,0
364234067,1055.72,0,0,0
364276414,1055.75,0,0,0
364318087,1055.77,0,0,0
364359289,1055.78,0,0,0
364400070,1055.79,0,0,0
364442067,1055.8,0,0,0
364483472,1055.8,0,0,0
364524625,1055.8,0,0,0
364564170,1055.79,0,0,0
364606060,1055.78,0,0,0
364648759,1055.76,0,0,0
364689069,1055.74,0,0,0
364730058,1055.71,0,0,0
364771190,1055.68,0,0,0
364814058,1055.64,0,0,0
364856980,1055.59,0,0,0
364898218,1055.54,0,0,0
364941230,1055.47,0,0,0
364983065,1055.41,0,0,0
365025015,1055.34,0,0,0
365064837,1055.26,0,0,0
365106256,1055.18,0,0,0
365148064,1055.08,0,0,0
365190463,1054.98,0,0,0
365230882,1054.87,0,0,0
365272058,1054.77,0,0,0
365314389,1054.65,0,0,0
365356084,1054.53,0,0,0
365398585,1054.4,0,0,0
365440171,1054.27,0,0,0
365482434,1054.13,0,0,0
365524060,1054.0,0,0,0
365565122,1053.86,0,0,0
365606069,1053.72,0,0,0
365649289,1053.55,0,0,0
365692197,1053.39,0,0,0
365732344,1053.24,0,0,0
365772325,1053.08,0,0,0
365814059,1052.93,0,0,0
365856068,1052.76,0,0,0
365896987,1052.6,0,0,0
365936296,1052.44,0,0,0
365976056,1052.29,0,0,0
366016810,1052.14,0,0,0
366056238,1051.99,0,0,0
366098067,1051.86,0,0,0
366139239,1051.73,0,0,0
366181988,1051.6,0,0,0
366223103,1051.49,0,0,0
366263065,1051.38,0,0,0
366304359,1051.28,0,0,0
366346069,1051.18,0,0,0
366387104,1051.09,0,0,0
366430284,1051.0,0,0,0
366470296,1050.92,0,0,0
366512170,1050.86,0,0,0
366554323,1050.79,0,0,0
366596194,1050.74,0,0,0
