timestamp,indicated_airspeed_m_s,true_airspeed_m_s,true_airspeed_unfiltered_m_s,air_temperature_celsius,confidence,differential_pressure_filtered_pa
354663784,16.942,17.4241,17.3099,23.2657,1.0,175.806
354673531,16.936,17.4175,17.093,23.2499,1.0,175.681
354683691,16.9288,17.4078,16.8444,23.1722,1.0,175.534
354695321,16.9205,17.3989,17.3698,23.1565,1.0,175.361
354707548,16.912,17.3899,17.2067,23.1408,1.0,175.185
354719881,16.9038,17.3819,17.3229,23.1437,1.0,175.014
354732514,16.8957,17.3733,17.2072,23.1408,1.0,174.848
354743853,16.8877,17.3651,17.1808,23.1337,1.0,174.682
354756457,16.8795,17.3576,17.1067,23.1565,1.0,174.513
354768001,16.8712,17.3488,17.2756,23.1594,1.0,174.34
354780657,16.8632,17.3432,17.3937,23.2599,1.0,174.175
354791507,16.8557,17.3352,17.0559,23.2399,1.0,174.02
354803995,16.848,17.3271,17.0615,23.2414,1.0,173.861
354815591,16.8395,17.3181,17.0025,23.2256,1.0,173.687
354828098,16.8307,17.3096,17.2784,23.2285,1.0,173.505
354839417,16.8222,17.3008,17.2051,23.2371,1.0,173.33
354851638,16.8143,17.292,17.3201,23.2399,1.0,173.166
354863359,16.8069,17.2852,17.1304,23.2599,1.0,173.015
354875690,16.7997,17.2786,17.0996,23.2514,1.0,172.866
354887318,16.7925,17.2714,17.2898,23.2599,1.0,172.719
354899494,16.786,17.2645,17.3525,23.2485,1.0,172.585
354912135,16.7802,17.2586,17.0889,23.2485,1.0,172.465
354923669,16.7747,17.2537,17.2584,23.2942,1.0,172.352
354935859,16.769,17.2458,16.8309,23.2228,1.0,172.234
354947649,16.7628,17.24,17.2677,23.2542,1.0,172.107
354959552,16.7567,17.2329,17.1619,23.2256,1.0,171.981
354971260,16.751,17.228,17.2052,23.2371,1.0,171.865
354983602,16.7458,17.223,17.2684,23.2542,1.0,171.758
354995346,16.7413,17.2183,17.2684,23.2542,1.0,171.665
355008421,16.7375,17.2148,17.3214,23.2685,1.0,171.589
355019694,16.7347,17.2115,17.3629,23.2514,1.0,171.531
355030761,16.7329,17.2098,17.3001,23.2628,1.0,171.493
355044491,16.7314,17.2077,17.0779,23.2457,1.0,171.464
355056908,16.73,17.2064,17.2678,23.2542,1.0,171.435
355068619,16.7291,17.2029,17.433,23.1737,1.0,171.415
355078772,16.7292,17.202,17.4224,23.1279,1.0,171.418
355092695,16.7302,17.2037,17.2339,23.1479,1.0,171.439
355104493,16.7314,17.2053,17.1283,23.1622,1.0,171.463
355116831,16.7326,17.2067,17.4124,23.168,1.0,171.487
355129314,16.7342,17.2081,17.2758,23.1594,1.0,171.52
355141407,16.7351,17.2088,16.4572,23.1565,1.0,171.538
355153089,16.7337,17.2075,16.9469,23.1565,1.0,171.51
355164715,16.7308,17.2064,17.1609,23.2137,1.0,171.45
355176772,16.7278,17.2015,17.2497,23.1522,1.0,171.388
355188641,16.7253,17.2011,17.3871,23.2323,1.0,171.339
355198796,16.7236,17.1973,17.1069,23.1565,1.0,171.304
355213001,16.7219,17.1949,17.0536,23.1422,1.0,171.268
355224955,16.7194,17.1921,16.8282,23.1251,1.0,171.217
355237467,16.716,17.1893,17.1815,23.1337,1.0,171.147
355249284,16.7123,17.1859,17.0915,23.1522,1.0,171.072
355261781,16.7077,17.183,16.3828,23.2342,1.0,170.978
355273185,16.7012,17.1762,17.0244,23.2314,1.0,170.845
355285578,16.6942,17.1706,17.3788,23.2842,1.0,170.702
355296457,16.688,17.1635,16.9603,23.2571,1.0,170.575
355306573,16.6823,17.16,17.2639,23.3386,1.0,170.459
355317169,16.6774,17.153,17.3314,23.2714,1.0,170.359
355329142,16.6742,17.151,17.5818,23.3114,1.0,170.294
355340766,16.6725,17.1476,16.966,23.2585,1.0,170.258
355352611,16.671,17.1432,17.1282,23.1622,1.0,170.228
355364820,16.6694,17.1423,17.1502,23.168,1.0,170.195
355376675,16.6683,17.141,17.3917,23.1622,1.0,170.173
355388464,16.6684,17.1413,17.4235,23.1708,1.0,170.174
355400674,16.6694,17.1414,17.0222,23.1337,1.0,170.194
355412730,16.6699,17.1416,16.8396,23.1279,1.0,170.205
355424861,16.6688,17.1414,16.6448,23.1622,1.0,170.183
355436675,16.6657,17.1382,16.7968,23.1594,1.0,170.119
355449183,16.6611,17.1337,16.9265,23.1508,1.0,170.025
355460747,16.6555,17.1274,16.7214,23.1394,1.0,169.91
355473359,16.6489,17.1215,17.0013,23.1708,1.0,169.776
355484970,16.6416,17.1129,16.6992,23.1337,1.0,169.628
355496587,16.6335,17.1049,16.8403,23.1279,1.0,169.462
355509632,16.6249,17.0964,17.0229,23.1337,1.0,169.287
355520541,16.616,17.0881,16.6344,23.1594,1.0,169.106
355533556,16.6064,17.0783,16.8084,23.1622,1.0,168.91
355544826,16.5962,17.0699,16.8759,23.2342,1.0,168.703
355556605,16.5859,17.059,16.8541,23.2285,1.0,168.494
355568693,16.5759,17.0493,17.058,23.2399,1.0,168.291
355581415,16.566,17.0394,16.5717,23.2399,1.0,168.09
355592742,16.5554,17.0284,16.5828,23.2428,1.0,167.874
355604439,16.5434,17.0157,16.5498,23.2342,1.0,167.632
355617263,16.5303,17.0019,16.5054,23.2228,1.0,167.365
355628693,16.516,16.9878,16.5826,23.2428,1.0,167.077
355640471,16.5013,16.9736,16.8707,23.2757,1.0,166.78
355652999,16.4876,16.9516,17.1575,23.0302,1.0,166.503
355665306,16.4756,16.9395,16.8697,23.0388,1.0,166.261
355678124,16.4659,16.93,17.628,23.0445,1.0,166.064
355690320,16.4588,16.9227,16.8808,23.0417,1.0,165.921
355701942,16.4537,16.9177,17.232,23.0502,1.0,165.818
355714104,16.4502,16.9138,17.1898,23.0388,1.0,165.748
355725952,16.4485,16.912,17.0517,23.0445,1.0,165.713
355738349,16.4485,16.9156,17.59,23.1737,1.0,165.714
355750918,16.451,16.9183,17.2667,23.1565,1.0,165.764
355762636,16.4558,16.9225,17.4604,23.1379,1.0,165.86
355775001,16.4624,16.9289,17.2239,23.1451,1.0,165.993
355786565,16.4701,16.9366,17.1923,23.1365,1.0,166.15
355799071,16.4784,16.9456,17.1076,23.1565,1.0,166.316
355810567,16.4869,16.9541,17.2033,23.1394,1.0,166.488
355822560,16.4957,16.9633,17.2135,23.1422,1.0,166.666
355834533,16.5047,16.9755,17.0362,23.2342,1.0,166.848
355846578,16.5135,16.985,17.1321,23.2599,1.0,167.026
355870331,16.5313,17.0029,17.2691,23.2542,1.0,167.387
355882335,16.5404,17.0121,16.929,23.2485,1.0,167.572
355895346,16.5494,17.021,17.4887,23.2428,1.0,167.753
355906402,16.5594,17.0318,17.6596,23.2471,1.0,167.957
355919833,16.5717,17.0444,17.7571,23.2457,1.0,168.205
356627572,17.2016,17.6898,17.7233,23.168,1.0,181.236
356641762,17.2124,17.701,17.6051,23.178,1.0,181.464
356653541,17.2222,17.71,17.9062,23.1337,1.0,181.671
356665284,17.2317,17.7198,17.9369,23.1422,1.0,181.871
356677586,17.2411,17.7298,17.7434,23.1451,1.0,182.068
356689559,17.2499,17.7392,17.7844,23.1565,1.0,182.254
356700741,17.2579,17.7478,17.7648,23.1508,1.0,182.424
356711556,17.2652,17.7552,17.7442,23.1451,1.0,182.579
356725923,17.2718,17.7623,17.7236,23.168,1.0,182.717
356738249,17.2774,17.768,17.7132,23.1651,1.0,182.837
356749318,17.2827,17.7732,18.0283,23.168,1.0,182.948
356762460,17.2882,17.7784,17.9776,23.1537,1.0,183.066
356773819,17.2945,17.7854,18.0433,23.1722,1.0,183.198
356785802,17.301,17.7921,17.8255,23.168,1.0,183.337
356797893,17.3079,17.7996,18.1991,23.1737,1.0,183.482
356843536,17.3521,17.8448,18.2783,23.168,1.0,184.421
356858474,17.3664,17.859,18.1634,23.1637,1.0,184.724
356869847,17.3809,17.8738,18.1784,23.168,1.0,185.035
356882356,17.3957,17.889,18.2381,23.1565,1.0,185.349
356893613,17.4103,17.9026,17.8653,23.1222,1.0,185.659
356906423,17.4233,17.9174,17.6206,23.1394,1.0,185.938
356917529,17.4338,17.9283,17.6156,23.1379,1.0,186.161
356930295,17.4417,17.9354,17.671,23.1537,1.0,186.329
356941371,17.4468,17.9409,17.2815,23.1608,1.0,186.439
356954497,17.449,17.9427,17.6914,23.1594,1.0,186.486
356965599,17.4491,17.9421,17.619,23.1394,1.0,186.488
356978605,17.4479,17.9408,17.9051,23.1337,1.0,186.463
356989568,17.4464,17.9395,17.9256,23.1394,1.0,186.43
357000923,17.4451,17.938,18.1369,23.1279,1.0,186.404
357013492,17.445,17.9372,18.2661,23.1222,1.0,186.4
357025213,17.4465,17.9393,18.336,23.1422,1.0,186.433
357037296,17.4495,17.9438,18.1076,23.1479,1.0,186.498
357049406,17.4539,17.9503,18.4367,23.2137,1.0,186.591
357059636,17.4597,17.9538,18.247,23.1594,1.0,186.716
357071540,17.4667,17.9613,18.1923,23.1722,1.0,186.865
357082720,17.4742,17.9684,18.1372,23.1565,1.0,187.025
357093914,17.4821,17.976,18.3164,23.1365,1.0,187.194
357106048,17.4904,17.9854,18.0572,23.1337,1.0,187.373
357118699,17.4992,17.9945,18.4654,23.1365,1.0,187.56
357131234,17.5086,18.0041,18.1525,23.1322,1.0,187.762
357143633,17.5185,18.0145,18.396,23.1594,1.0,187.976
357155465,17.529,18.0255,18.2674,23.1651,1.0,188.201
357167369,17.5396,18.0359,18.0265,23.168,1.0,188.427
357179841,17.5499,18.0455,18.4738,23.1394,1.0,188.649
357190870,17.5606,18.0556,18.2462,23.1165,1.0,188.879
357203811,17.5718,18.068,18.4937,23.1451,1.0,189.12
357215009,17.5834,18.0806,18.1974,23.1451,1.0,189.37
357227587,17.5953,18.0935,18.5535,23.1622,1.0,189.627
357238994,17.6081,18.1049,18.6884,23.1308,1.0,189.904
357251432,17.6224,18.1193,18.5321,23.1279,1.0,190.211
357263203,17.6374,18.1359,18.3661,23.1508,1.0,190.535
357274854,17.6523,18.1515,18.3661,23.1508,1.0,190.857
357287075,17.667,18.1666,18.5333,23.1565,1.0,191.175
357298445,17.6818,18.1819,18.4005,23.1608,1.0,191.495
357310635,17.6961,18.1964,18.2172,23.1508,1.0,191.806
357320606,17.7095,18.2095,18.3254,23.1823,1.0,192.096
357331879,17.7215,18.221,17.9443,23.1451,1.0,192.356
357343255,17.7319,18.2317,18.4044,23.1194,1.0,192.583
357355524,17.7412,18.2416,18.136,23.1279,1.0,192.785
357366787,17.7494,18.2489,18.1303,23.1265,1.0,192.963
357379447,17.7562,18.2562,18.1655,23.1365,1.0,193.11
357391300,17.7619,18.2629,18.2555,23.1622,1.0,193.234
357403587,17.7668,18.268,18.2503,23.1608,1.0,193.341
357414880,17.7712,18.2724,18.2454,23.1594,1.0,193.436
357427082,17.7746,18.2772,18.0115,23.1637,1.0,193.511
357440277,17.7769,18.2799,18.167,23.1651,1.0,193.56
357451562,17.7783,18.2793,18.315,23.1365,1.0,193.591
357463806,17.7791,18.2795,18.0045,23.1194,1.0,193.61
357475871,17.7796,18.2822,18.5331,23.1565,1.0,193.619
357487622,17.7801,18.2831,18.1569,23.1622,1.0,193.631
357499079,17.7809,18.2851,18.5437,23.2023,1.0,193.649
357510707,17.7821,18.2857,18.2373,23.1851,1.0,193.675
357520839,17.7831,18.285,18.0362,23.1279,1.0,193.696
357532537,17.7832,18.2858,18.2762,23.168,1.0,193.699
357543585,17.7829,18.2854,18.1767,23.168,1.0,193.691
357555833,17.7824,18.2849,18.405,23.1622,1.0,193.681
357568098,17.7822,18.2841,18.3254,23.1394,1.0,193.677
357581196,17.7815,18.2833,17.7006,23.1337,1.0,193.662
357592726,17.7795,18.282,18.2565,23.1622,1.0,193.617
357602604,17.7769,18.2802,18.3461,23.188,1.0,193.56
357613549,17.7748,18.2772,18.4051,23.1622,1.0,193.516
357624606,17.7736,18.2759,18.3852,23.1565,1.0,193.489
357637474,17.773,18.2748,18.3062,23.1337,1.0,193.475
357648466,17.7725,18.2741,18.1568,23.1337,1.0,193.464
357661590,17.771,18.2717,17.6795,23.1279,1.0,193.432
357672739,17.7677,18.2688,18.086,23.1422,1.0,193.361
357685260,17.7634,18.2658,18.1372,23.1565,1.0,193.267
357696693,17.7588,18.261,18.1372,23.1565,1.0,193.166
357709177,17.754,18.2563,18.1473,23.1594,1.0,193.062
357720896,17.7485,18.2504,17.7525,23.1479,1.0,192.944
357732679,17.7423,18.2433,18.2662,23.1651,1.0,192.808
357744741,17.7361,18.237,18.2662,23.1651,1.0,192.673
357757498,17.7309,18.2318,18.4546,23.1337,1.0,192.561
357768572,17.7269,18.2281,18.197,23.1451,1.0,192.473
357781536,17.7234,18.2237,18.1715,23.1379,1.0,192.397
357792579,17.7203,18.22,18.4242,23.1251,1.0,192.331
357805410,17.718,18.2186,18.2167,23.1508,1.0,192.282
357816475,17.7162,18.2166,18.2066,23.1479,1.0,192.243
357828934,17.7145,18.2149,18.1165,23.1508,1.0,192.204
357841576,17.7122,18.2121,17.8947,23.1308,1.0,192.155
357853196,17.7089,18.2092,17.9455,23.1451,1.0,192.082
357865569,17.7047,18.2055,18.1669,23.1651,1.0,191.992
357876576,17.7001,18.1996,17.8947,23.1308,1.0,191.893
357888746,17.695,18.1952,18.0919,23.1437,1.0,191.782
357900583,17.6894,18.1895,17.9255,23.1394,1.0,191.661
357912773,17.6835,18.1839,18.1572,23.1622,1.0,191.533
357925406,17.6773,18.1774,17.7832,23.1565,1.0,191.398
357937498,17.6705,18.1697,18.0565,23.1337,1.0,191.251
357949570,17.6631,18.1628,17.763,23.1508,1.0,191.09
357961407,17.6545,18.1533,17.6394,23.1451,1.0,190.905
357972777,17.6443,18.1422,17.5977,23.1337,1.0,190.684
357984720,17.6324,18.1303,17.7009,23.1337,1.0,190.428
357996902,17.6192,18.1167,17.5569,23.1222,1.0,190.143
358008779,17.6045,18.1021,17.4322,23.1308,1.0,189.825
358020644,17.5877,18.0844,17.2595,23.1265,1.0,189.463
358033055,17.5688,18.0664,17.4226,23.1708,1.0,189.056
358043544,17.5481,18.0451,17.2866,23.1622,1.0,188.611
358058538,17.5257,18.0225,17.2027,23.1823,1.0,188.128
358070875,17.5012,17.9969,17.1389,23.1651,1.0,187.605
358083548,17.475,17.9699,17.1389,23.1651,1.0,187.042
358095098,17.4472,17.9413,17.2655,23.1565,1.0,186.448
358107481,17.4187,17.9121,17.3914,23.1622,1.0,185.84
358118879,17.3902,17.8831,17.3914,23.1622,1.0,185.232
358130713,17.3619,17.8544,17.3288,23.1737,1.0,184.63
358141846,17.3338,17.8252,17.287,23.1622,1.0,184.032
358155109,17.3059,17.7956,17.4435,23.1337,1.0,183.441
358166562,17.2787,17.7676,17.4017,23.1222,1.0,182.865
358178098,17.2522,17.74,17.2654,23.1279,1.0,182.304
358190756,17.2258,17.7126,17.0001,23.1279,1.0,181.745
358202587,17.1988,17.6859,17.1603,23.1279,1.0,181.177
358215099,17.1718,17.6584,17.3132,23.1408,1.0,180.609
358226552,17.1459,17.6313,17.5788,23.1279,1.0,180.063
358238328,17.1215,17.6073,17.2661,23.1565,1.0,179.552
358250283,17.0985,17.5833,17.4806,23.1437,1.0,179.069
358263187,17.077,17.5606,17.584,23.1294,1.0,178.621
358274726,17.0573,17.5403,17.2238,23.1165,1.0,178.208
358286219,17.0383,17.5212,17.1819,23.1337,1.0,177.811
358298897,17.0199,17.5016,17.4851,23.1451,1.0,177.427
358310547,17.0028,17.4841,17.5057,23.1508,1.0,177.072
358323005,16.9873,17.4674,17.244,23.1222,1.0,176.747
358334561,16.9727,17.4527,17.443,23.1337,1.0,176.444
358346658,16.9588,17.4388,17.075,23.1479,1.0,176.155
358358275,16.945,17.426,17.1714,23.1737,1.0,175.869
358370624,16.9311,17.4105,17.171,23.1308,1.0,175.581
358380549,16.9176,17.3976,17.3397,23.1479,1.0,175.302
358394442,16.9049,17.3841,17.2977,23.1365,1.0,175.038
358406525,16.8931,17.372,17.3238,23.1437,1.0,174.794
358419006,16.8817,17.36,16.9045,23.1451,1.0,174.557
358430801,16.8698,17.3479,17.0649,23.1451,1.0,174.311
358443178,16.8569,17.3343,16.6881,23.1308,1.0,174.045
358454808,16.8427,17.3204,16.8622,23.1337,1.0,173.752
358466861,16.8273,17.3059,16.8409,23.1708,1.0,173.435
358479053,16.8111,17.2892,16.8305,23.168,1.0,173.1
358490798,16.7939,17.2716,16.6678,23.168,1.0,172.746
358502479,16.7754,17.2515,16.5906,23.1479,1.0,172.367
358514108,16.7554,17.2302,16.5245,23.1308,1.0,171.956
358527037,16.734,17.209,16.6233,23.1565,1.0,171.516
358539507,16.7116,17.1859,16.629,23.158,1.0,171.057
358551318,16.6885,17.1627,16.6674,23.168,1.0,170.586
358564593,16.6651,17.139,16.6024,23.1508,1.0,170.107
358575828,16.6412,17.1145,16.4816,23.1622,1.0,169.619
358588398,16.617,17.0894,16.8304,23.168,1.0,169.127
358599556,16.5933,17.064,16.7219,23.1394,1.0,168.644
358611408,16.5701,17.0404,16.5472,23.1365,1.0,168.173
358623570,16.5466,17.0162,16.3705,23.1337,1.0,167.697
358636271,16.5224,16.9911,16.3647,23.1322,1.0,167.207
358648292,16.4974,16.966,16.3983,23.1408,1.0,166.702
358660272,16.4718,16.9399,16.2597,23.1337,1.0,166.184
358671634,16.4455,16.9131,16.2985,23.1437,1.0,165.653
358683675,16.4184,16.8853,16.1698,23.1537,1.0,165.107
358695365,16.3899,16.8565,15.7719,23.168,1.0,164.536
358707551,16.3598,16.8245,16.1194,23.1408,1.0,163.931
358719318,16.3284,16.7923,15.9549,23.1422,1.0,163.302
358731356,16.296,16.759,15.9663,23.1451,1.0,162.655
358743428,16.2624,16.7246,15.708,23.1522,1.0,161.986
358756695,16.2273,16.6885,15.679,23.1451,1.0,161.287
358768464,16.1908,16.6517,15.8756,23.1508,1.0,160.562
358779704,16.1531,16.6126,15.3874,23.1451,1.0,159.815
358792464,16.1139,16.5728,15.7265,23.1565,1.0,159.041
358803419,16.0737,16.5317,15.5522,23.1565,1.0,158.248
358816126,16.0326,16.4893,15.482,23.168,1.0,157.439
358827656,15.9904,16.4427,15.4087,23.0531,1.0,156.611
358840421,15.9474,16.3993,15.6079,23.0731,1.0,155.771
358851518,15.9045,16.3562,15.6894,23.1217,1.0,154.933
358861969,15.8614,16.3099,15.0143,23.0445,1.0,154.096
358875451,15.8175,16.2653,15.4562,23.036,1.0,153.243
358887383,15.7732,16.2205,15.5149,23.0502,1.0,152.387
358897574,15.7292,16.1748,15.1228,23.0703,1.0,151.537
358908639,15.6849,16.1287,15.3968,23.0502,1.0,150.685
358919807,15.6412,16.0867,15.6225,23.1308,1.0,149.847
358933233,15.5989,16.0439,15.4002,23.1479,1.0,149.037
358944607,15.5575,16.0014,15.2222,23.1479,1.0,148.246
358956858,15.5166,15.959,15.3707,23.1408,1.0,147.468
358968643,15.4769,15.9193,15.6926,23.1908,1.0,146.714
358980410,15.4391,15.8782,15.3876,23.1165,1.0,146.0
358992927,15.4029,15.8411,15.3168,23.1279,1.0,145.315
359005493,15.3678,15.807,15.4241,23.1537,1.0,144.653
359017304,15.334,15.7718,15.4008,23.1479,1.0,144.017
359029449,15.3015,15.7374,15.3411,23.1337,1.0,143.409
359041584,15.2694,15.7051,14.6134,23.1622,1.0,142.808
359053405,15.237,15.6722,15.4829,23.168,1.0,142.202
359065609,15.2055,15.6401,15.347,23.178,1.0,141.615
359077405,15.1758,15.6097,15.3297,23.1737,1.0,141.062
359090460,15.1475,15.5803,15.2583,23.1565,1.0,140.536
359101740,15.1205,15.553,15.2826,23.1622,1.0,140.035
359114237,15.0946,15.5241,15.1849,23.0845,1.0,139.556
359125651,15.07,15.4997,15.5045,23.1188,1.0,139.103
359138195,15.0472,15.4742,15.2025,23.046,1.0,138.681
359149568,15.0251,15.4512,14.8334,23.0302,1.0,138.274
359161890,15.0023,15.4286,14.6362,23.0703,1.0,137.854
359174377,14.9785,15.4039,15.0884,23.0617,1.0,137.417
359185274,14.9543,15.379,14.6982,23.0417,1.0,136.975
359195616,14.9296,15.3535,14.6982,23.0417,1.0,136.522
359209306,14.904,15.3294,14.7187,23.1437,1.0,136.054
359222048,14.877,15.302,14.0943,23.1594,1.0,135.562
359233692,14.8479,15.273,14.5146,23.168,1.0,135.032
359245422,14.8171,15.2403,14.3633,23.1337,1.0,134.472
359255563,14.785,15.2072,14.3126,23.1222,1.0,133.89
359269437,14.752,15.1736,14.6515,23.1279,1.0,133.293
359281931,14.719,15.1402,14.5275,23.1422,1.0,132.698
359293778,14.6863,15.1069,14.5522,23.1479,1.0,132.109
359305250,14.654,15.0733,14.521,23.1408,1.0,131.527
359317976,14.6218,15.038,14.3742,23.0388,1.0,130.951
359329541,14.5894,15.0055,14.2092,23.0874,1.0,130.371
359341499,14.556,14.9703,13.9505,23.0588,1.0,129.775
359354209,14.5213,14.9353,14.0672,23.0845,1.0,129.156
359365899,14.4854,14.8977,14.0997,23.0631,1.0,128.519
359377989,14.4492,14.8604,14.2727,23.0588,1.0,127.877
359389873,14.4132,14.8233,14.2214,23.0474,1.0,127.241
359402006,14.3775,14.7864,14.0284,23.0474,1.0,126.612
359414439,14.3422,14.7513,14.3371,23.0302,1.0,125.99
359425762,14.3077,14.7156,14.3371,23.0302,1.0,125.386
359437656,14.2746,14.6812,14.2474,23.0531,1.0,124.806
359448766,14.2425,14.6482,14.0809,23.0588,1.0,124.245
359461298,14.2112,14.6164,14.349,23.076,1.0,123.699
359471541,14.1804,14.5842,13.7013,23.0474,1.0,123.164
359482583,14.1493,14.552,13.977,23.036,1.0,122.625
359494766,14.1179,14.5201,13.886,23.0445,1.0,122.081
359507835,14.0865,14.488,13.8796,23.0431,1.0,121.538
359519707,14.0551,14.4559,13.9253,23.0531,1.0,120.997
359531583,14.0235,14.423,13.4876,23.0445,1.0,120.453
359543260,13.991,14.3898,13.622,23.0302,1.0,119.896
359555178,13.958,14.356,13.9257,23.0531,1.0,119.33
359566912,13.9256,14.3233,13.8603,23.0817,1.0,118.777
359579201,13.8943,14.2915,14.1072,23.0931,1.0,118.245
359591083,13.8641,14.2611,13.4688,23.0688,1.0,117.731
359603787,13.8336,14.2288,13.3672,23.0474,1.0,117.213
359615932,13.8018,14.1957,13.4212,23.0302,1.0,116.675
359627717,13.7695,14.1629,13.6362,23.0331,1.0,116.129
359639689,13.7372,14.1299,13.4888,23.0445,1.0,115.585
359651748,13.7051,14.0975,13.6094,23.0703,1.0,115.046
359663955,13.6738,14.0655,13.8215,23.0731,1.0,114.521
359674905,13.6441,14.0348,13.8348,23.076,1.0,114.024
359687807,13.6158,14.0056,13.4482,23.0645,1.0,113.551
359699277,13.5877,13.9768,13.299,23.076,1.0,113.084
359711153,13.5593,13.947,13.4349,23.0617,1.0,112.612
359723174,13.531,13.9181,13.4752,23.0703,1.0,112.142
359734987,13.5029,13.8896,13.2989,23.076,1.0,111.677
359747269,13.4747,13.8601,13.2167,23.0588,1.0,111.21
359759797,13.4463,13.8306,13.3672,23.0474,1.0,110.742
359771851,13.4176,13.8013,12.9529,23.0474,1.0,110.27
359783671,13.3881,13.7716,13.0785,23.0731,1.0,109.785
359795183,13.3575,13.7394,12.8118,23.0474,1.0,109.284
359807095,13.3257,13.7068,12.9176,23.0402,1.0,108.764
359819508,13.2935,13.674,13.3943,23.0531,1.0,108.238
359831302,13.262,13.6412,13.0997,23.0345,1.0,107.727
359843712,13.2309,13.6093,12.812,23.0474,1.0,107.222
359855447,13.1985,13.5761,12.3207,23.036,1.0,106.698
359867248,13.1641,13.5404,12.6911,23.0231,1.0,106.143
359878550,13.1279,13.5045,12.3207,23.0645,1.0,105.56
359890674,13.0901,13.4648,12.54,23.036,1.0,104.952
359902769,13.0506,13.4245,12.232,23.0474,1.0,104.32
359914646,13.0096,13.3824,12.409,23.0531,1.0,103.666
359924606,12.9674,13.339,12.2911,23.0588,1.0,102.993
359935790,12.9242,13.2952,12.38,23.0474,1.0,102.309
359947130,12.8811,13.2504,12.7917,23.0431,1.0,101.628
359958888,12.839,13.2076,12.5768,23.0431,1.0,100.965
359972240,12.7979,13.1652,12.38,23.0474,1.0,100.319
359984414,12.7577,13.124,12.912,23.0674,1.0,99.6901
359996230,12.7195,13.0849,12.7134,23.0703,1.0,99.0931
360007725,12.6833,13.0468,12.6993,23.0245,1.0,98.5303
360017533,12.6487,13.0115,12.5698,23.0417,1.0,97.9941
360027897,12.6155,12.9779,12.6274,23.0531,1.0,97.4806
360040061,12.5833,12.9452,12.2624,23.0531,1.0,96.9827
360051844,12.5508,12.9114,11.9476,23.036,1.0,96.4826
360063703,12.5173,12.8765,12.1583,23.0331,1.0,95.9682
360075339,12.4832,12.8413,12.1433,23.0302,1.0,95.4454
360087835,12.4489,12.8071,12.1731,23.0788,1.0,94.9219
360099565,12.4143,12.7714,11.8856,23.0674,1.0,94.3959
360112701,12.3794,12.7349,12.1435,23.0302,1.0,93.8652
360123567,12.3441,12.6987,11.7788,23.0474,1.0,93.3306
360136235,12.308,12.6618,11.7477,23.0417,1.0,92.786
360147647,12.2709,12.624,11.7477,23.0703,1.0,92.2274
360159319,12.2334,12.5851,12.0379,23.0531,1.0,91.664
360172137,12.1965,12.547,12.1368,23.0288,1.0,91.112
360184139,12.1607,12.5103,11.9021,23.0274,1.0,90.5779
360196354,12.1258,12.4754,12.084,23.0617,1.0,90.0592
360207372,12.0922,12.4409,12.1288,23.0703,1.0,89.5605
360220431,12.0599,12.4076,11.9017,23.0703,1.0,89.0832
360231333,12.0289,12.3749,12.2185,23.0445,1.0,88.6261
360244967,11.9995,12.3454,12.001,23.046,1.0,88.193
360256694,11.9719,12.3167,12.3227,23.036,1.0,87.7879
360269413,11.9463,12.291,12.0093,23.0474,1.0,87.4121
360279900,11.9217,12.2659,11.6557,23.0531,1.0,87.0523
360292056,11.8978,12.2411,12.4038,23.0517,1.0,86.704
360304426,11.8757,12.2194,12.0468,23.0974,1.0,86.3826
360316306,11.8555,12.1977,12.0999,23.0645,1.0,86.0885
360327370,11.8363,12.1781,11.7797,23.076,1.0,85.8096
360340658,11.8175,12.1577,11.8871,23.0245,1.0,85.5372
360351417,11.799,12.139,11.8872,23.0245,1.0,85.27
360364294,11.7814,12.1215,12.1142,23.0674,1.0,85.0152
360375783,11.7656,12.1052,12.4261,23.056,1.0,84.7874
360388432,11.7521,12.0911,12.0093,23.0474,1.0,84.5932
360399343,11.7404,12.0788,12.2343,23.0474,1.0,84.4248
360411333,11.7303,12.0686,12.1893,23.0388,1.0,84.28
360421559,11.7211,12.0587,11.4988,23.0245,1.0,84.1472
360433033,11.7114,12.0491,12.039,23.0531,1.0,84.0093
360444967,11.7019,12.0401,11.933,23.076,1.0,83.8727
360456032,11.6931,12.0304,12.0248,23.0502,1.0,83.7456
360468720,11.685,12.0227,12.0698,23.0588,1.0,83.63
360480097,11.6778,12.0147,11.964,23.0388,1.0,83.5269
360492177,11.6706,12.0072,11.5311,23.0302,1.0,83.4244
360504474,11.6633,11.9999,12.2939,23.0302,1.0,83.3194
360516326,11.6572,11.9937,12.2867,23.0288,1.0,83.233
360528893,11.6536,11.9902,12.4699,23.0645,1.0,83.1812
360540634,11.6522,11.9892,12.1297,23.0703,1.0,83.1612
360552751,11.6522,11.9889,12.2049,23.0417,1.0,83.1618
360564317,11.6529,11.9899,11.8728,23.0645,1.0,83.171
360575807,11.6532,11.9899,11.8414,23.0588,1.0,83.1762
360588107,11.6527,11.9882,11.7027,23.0331,1.0,83.1679
360599848,11.6512,11.9874,12.0093,23.0474,1.0,83.1474
360611743,11.6494,11.9858,11.8105,23.0531,1.0,83.1214
360626001,11.6476,11.9833,12.1972,23.0402,1.0,83.0959
360638176,11.6461,11.9832,11.8347,23.0574,1.0,83.075
