timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,discharged_mah,remaining,scale,cell_count,connected,warning
399288755,11.4144,11.6132,5.5552,5.67887,146.732,0.949295,1.00873,3,1,0
399589528,11.8408,11.6216,5.6916,5.64262,147.199,0.955239,1.0077,3,1,0
399889493,11.4472,11.672,5.4436,5.60142,147.66,0.955827,1.0033,3,1,0
400189518,11.8572,11.7097,5.3072,5.52632,148.111,0.955684,1.00003,3,1,0
400491088,11.808,11.7506,5.3072,5.48669,148.566,0.955541,1.0,3,1,0
400791947,12.0294,11.7726,5.6544,5.39139,149.004,0.955401,1.0,3,1,0
401091978,11.7588,11.7804,5.2576,5.35442,149.446,0.955262,1.0,3,1,0
401393543,11.9884,11.7837,5.518,5.31179,149.886,0.955124,1.0002,3,1,0
401693615,11.8736,11.8006,5.1088,5.30268,150.327,0.954987,1.0,3,1,0
401994336,11.7096,11.8056,5.4932,5.32799,150.775,0.954851,1.00031,3,1,0
402294307,11.972,11.8233,5.58,5.35476,151.224,0.954715,1.0,3,1,0
402595907,11.7506,11.8349,5.3568,5.41119,151.685,0.954578,1.0,3,1,0
402895920,11.767,11.7834,5.4064,5.33648,152.12,0.954442,1.00202,3,1,0
403197528,11.7752,11.7499,5.4312,5.35674,152.572,0.954307,1.00281,3,1,0
403499148,11.7588,11.7735,5.6172,5.45944,153.041,0.95417,1.0,3,1,0
403799107,11.8162,11.7047,5.3816,5.46128,153.495,0.954033,1.00442,3,1,0
404100716,11.9392,11.6846,6.076,5.51344,153.964,0.953894,1.00503,3,1,0
404412707,11.8818,11.6754,5.9892,5.61452,154.461,0.953749,1.00493,3,1,0
404714374,11.7506,11.6053,6.138,5.58137,154.925,0.941515,1.01009,3,1,0
405003913,10.7338,11.5534,5.2576,5.61665,155.381,0.919554,1.01393,3,1,0
405315898,11.9392,11.5436,6.0512,5.6426,155.874,0.917152,1.01435,3,1,0
405617584,11.8982,11.5574,5.828,5.75461,156.368,0.925478,1.01289,3,1,0
405917518,11.9228,11.5916,6.1132,5.86645,156.872,0.943064,1.00982,3,1,0
406219280,11.8572,11.4893,6.1132,5.80153,157.349,0.895395,1.01818,3,1,0
406508788,10.496,11.4251,5.3196,5.80543,157.814,0.865609,1.02348,3,1,0
406820739,11.8162,11.441,6.0388,5.88702,158.335,0.873824,1.02202,3,1,0
407121502,11.9392,11.4556,6.4728,5.95118,158.84,0.881241,1.0207,3,1,0
407421493,12.0048,11.4935,6.6588,6.02713,159.351,0.89971,1.01742,3,1,0
407723112,10.332,11.4138,5.2576,5.97847,159.848,0.862053,1.02412,3,1,0
408023142,10.127,11.3444,5.3692,5.91858,160.334,0.829211,1.03003,3,1,0
408324816,9.594,11.3329,4.5012,5.92951,160.834,0.823929,1.03099,3,1,0
408626293,10.6928,11.2773,5.3072,5.90283,161.325,0.797556,1.0358,3,1,0
408926309,10.3238,11.26,5.1584,5.85311,161.806,0.789427,1.03729,3,1,0
409227909,10.3812,11.281,5.0964,5.8308,162.293,0.799513,1.03544,3,1,0
409529519,11.2012,11.3325,5.58,5.82034,162.78,0.824114,1.03096,3,1,0
409829500,10.7994,11.3268,5.2948,5.71891,163.246,0.821436,1.03145,3,1,0
410131106,10.5534,11.2985,4.7988,5.6056,163.702,0.808007,1.03389,3,1,0
410443157,11.6358,11.3431,5.6544,5.59777,164.186,0.829304,1.03002,3,1,0
410744794,11.2258,11.3737,5.2824,5.57442,164.651,0.843886,1.02738,3,1,0
411034332,11.9474,11.403,5.58,5.52435,165.09,0.857817,1.02488,3,1,0
411346449,11.4144,11.3745,5.456,5.43108,165.548,0.844282,1.02731,3,1,0
411647898,10.3648,11.3567,4.4268,5.33323,165.984,0.835838,1.02884,3,1,0
411947917,10.3812,11.3413,7.8864,5.85452,166.52,0.830869,1.02973,3,1,0
412249628,10.086,11.3346,8.2336,6.99629,167.25,0.832971,1.02935,3,1,0
412539102,11.8736,11.3359,10.8252,8.09254,168.038,0.839372,1.0282,3,1,0
412851115,10.4058,11.2734,9.3992,8.85857,168.904,0.814834,1.03265,3,1,0
